league_,season_,team_,player_,nation_,pos_,age_,born_,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,PlayerFBref,fbref_id,tm_id,player_id,marketValue,mv_1yr_ago,mv_6mo_ago,mv_pct_change_1yr,mv_pct_change_6mo,mv_trend_slope,mv_last_diff,mv_std,mv_min,mv_max,mv_peak_age
GER-Bundesliga,2425,Mainz 05,Paul Nebel,GER,MF,21,2002,31,26,2345,26.1,10,4,14,10,0,0,5,1,5.8,5.8,4.1,9.8,67,91,219,0.38,0.15,0.54,0.38,0.54,0.22,0.16,0.38,0.22,0.38,Paul Nebel,1b6d8083,503160.0,,24.0,3.5,3.5,5.857142857142857,5.857142857142857,0.016575899040279278,7.0,6.613644355925609,0.5,24.0,22.0
GER-Bundesliga,2425,Mainz 05,Phillipp Mwene,AUT,DF,30,1994,32,32,2607,29.0,1,4,5,1,0,0,7,0,1.5,1.5,1.9,3.4,62,106,144,0.03,0.14,0.17,0.03,0.17,0.05,0.06,0.12,0.05,0.12,Phillipp Mwene,2ff76adc,127573.0,,1.8,3.0,3.0,-0.39999999999999997,-0.39999999999999997,-0.0013041919474477796,0.0,0.9606589722266378,0.05,3.0,27.0
GER-Bundesliga,2425,Mainz 05,Robin Zentner,GER,GK,29,1994,32,32,2880,32.0,0,0,0,0,0,0,3,0,0.0,0.0,0.3,0.3,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Robin Zentner,5c4bf6ba,160963.0,,4.0,5.0,5.0,-0.2,-0.2,-0.0015656609631037415,0.0,1.9969257286117073,0.025,5.0,26.0
GER-Bundesliga,2425,Mainz 05,Silvan Widmer,SUI,DF,31,1993,27,3,504,5.6,0,1,1,0,0,0,3,0,0.3,0.3,0.4,0.7,3,23,36,0.0,0.18,0.18,0.0,0.18,0.06,0.07,0.13,0.06,0.13,Silvan Widmer,f68b64fc,168989.0,,1.2,9.0,9.0,-0.8666666666666667,-0.8666666666666667,-0.0035823299921625656,-0.30000000000000004,2.3985315886001177,0.05,9.0,24.0
GER-Bundesliga,2425,Mainz 05,Stefan Bell,GER,DF,32,1991,18,15,1436,16.0,0,1,1,0,0,0,4,0,0.8,0.8,1.0,1.8,8,38,5,0.0,0.06,0.06,0.0,0.06,0.05,0.06,0.11,0.05,0.11,Stefan Bell,857a5abe,82350.0,,0.8,6.0,6.0,-0.8666666666666667,-0.8666666666666667,-0.0018846355434764353,0.0,1.9270814350054999,0.15,6.0,24.0
GER-Bundesliga,2425,RB Leipzig,Amadou Haidara,MLI,MF,26,1998,28,16,1320,14.7,0,1,1,0,0,0,7,0,1.4,1.4,0.9,2.2,7,65,24,0.0,0.07,0.07,0.0,0.07,0.09,0.06,0.15,0.09,0.15,Amadou Haidara,92432bc6,402008.0,402008.0,16.0,24.0,24.0,-0.3333333333333333,-0.3333333333333333,-0.0028516187149394676,-4.0,8.571533767254747,0.1,24.0,23.0
GER-Bundesliga,2425,RB Leipzig,Arthur Vermeeren,BEL,MF,19,2005,28,18,1572,17.5,0,2,2,0,0,0,7,0,0.4,0.4,0.9,1.3,14,77,20,0.0,0.11,0.11,0.0,0.11,0.02,0.05,0.07,0.02,0.07,Arthur Vermeeren,722494dc,926694.0,926694.0,22.0,30.0,30.0,-0.26666666666666666,-0.26666666666666666,0.023941362865076924,0.0,11.415183270141092,0.15,30.0,18.0
GER-Bundesliga,2425,RB Leipzig,Benjamin Henrichs,GER,DF,27,1997,15,10,935,10.4,0,2,2,0,0,0,3,0,0.5,0.4,1.4,1.8,9,29,55,0.0,0.19,0.19,0.0,0.19,0.05,0.14,0.18,0.04,0.18,Benjamin Henrichs,0a89e877,202591.0,202591.0,15.0,20.0,20.0,-0.25,-0.25,0.0030315663007707445,-2.0,5.701284405697007,0.15,20.0,21.0
GER-Bundesliga,2425,RB Leipzig,Castello Lukeba,FRA,DF,21,2002,23,18,1577,17.5,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,18,80,23,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,Castello Lukeba,5b9512c5,618472.0,618472.0,40.0,40.0,40.0,0.0,0.0,0.027141526075907533,-10.0,17.128239574138696,0.4,50.0,22.0
GER-Bundesliga,2425,RB Leipzig,Christoph Baumgartner,AUT,MF,24,1999,31,18,1610,17.9,2,1,3,2,0,0,5,0,4.5,4.5,1.3,5.8,37,53,95,0.11,0.06,0.17,0.11,0.17,0.25,0.07,0.33,0.25,0.33,Christoph Baumgartner,437f2b00,324278.0,324278.0,12.0,24.0,24.0,-0.5,-0.5,-0.007917926637435475,-3.0,9.14915160592637,0.35,24.0,23.0
GER-Bundesliga,2425,RB Leipzig,David Raum,GER,DF,26,1998,22,21,1783,19.8,1,5,6,1,0,0,5,0,0.5,0.5,6.5,6.9,36,71,127,0.05,0.25,0.3,0.05,0.3,0.02,0.33,0.35,0.02,0.35,David Raum,7d450ed3,318204.0,318204.0,20.0,26.0,26.0,-0.23076923076923078,-0.23076923076923078,0.00137119907487771,-5.0,10.023826095026456,0.125,26.0,24.0
GER-Bundesliga,2425,RB Leipzig,El Chadaille Bitshiabu,FRA,DF,19,2005,21,13,1130,12.6,0,0,0,0,0,0,2,1,0.3,0.3,0.4,0.7,4,69,2,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,El Chadaille Bitshiabu,2180c761,787912.0,787912.0,18.0,15.0,15.0,0.2,0.2,0.013825107842722867,6.0,6.183280241542878,0.5,18.0,20.0
GER-Bundesliga,2425,RB Leipzig,Elif Elmas,MKD,MF,24,1999,2,0,44,0.5,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,2,2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.7,0.7,Elif Elmas,cf007308,400489.0,,14.0,26.0,26.0,-0.46153846153846156,-0.46153846153846156,-0.012755412926026726,2.0,9.05570822461034,0.15,26.0,23.0
GER-Bundesliga,2425,RB Leipzig,Kevin Kampl,SVN,MF,33,1990,26,18,1593,17.7,1,0,1,1,0,0,5,0,0.8,0.8,1.4,2.2,21,106,32,0.06,0.0,0.06,0.06,0.06,0.05,0.08,0.13,0.05,0.13,Kevin Kampl,b825a650,53418.0,53418.0,2.5,22.0,22.0,-0.8863636363636364,-0.8863636363636364,-0.002822673017000055,-0.5,7.268244037883618,0.025,22.0,28.0
GER-Bundesliga,2425,RB Leipzig,Lukas Klostermann,GER,DF,28,1996,28,20,1838,20.4,1,0,1,1,0,0,5,0,0.3,0.3,0.1,0.4,16,83,26,0.05,0.0,0.05,0.05,0.05,0.02,0.01,0.02,0.02,0.02,Lukas Klostermann,ca8033cb,215599.0,215599.0,8.0,38.0,38.0,-0.7894736842105263,-0.7894736842105263,-0.008554969388117808,0.0,11.603785724376973,0.1,38.0,24.0
GER-Bundesliga,2425,RB Leipzig,Lutsharel Geertruida,NED,DF,24,2000,24,17,1557,17.3,1,0,1,1,0,0,2,0,1.1,1.1,1.0,2.0,21,93,34,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.12,0.06,0.12,Lutsharel Geertruida,242e1043,420210.0,420210.0,20.0,35.0,35.0,-0.42857142857142855,-0.42857142857142855,0.01851268489872277,-7.0,12.819413163095799,0.25,35.0,23.0
GER-Bundesliga,2425,RB Leipzig,Mohamed Simakan,FRA,DF,24,2000,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,3,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.46,Mohamed Simakan,fcb27134,666234.0,,23.0,35.0,35.0,-0.34285714285714286,-0.34285714285714286,0.0022032475589706217,-5.0,10.461245005200075,2.5,35.0,23.0
GER-Bundesliga,2425,RB Leipzig,Nicolas Seiwald,AUT,"MF,DF",23,2001,30,20,2084,23.2,0,0,0,0,0,0,2,0,0.2,0.2,1.7,2.0,17,140,30,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.08,0.01,0.08,Nicolas Seiwald,28c6e925,404950.0,404950.0,18.0,20.0,20.0,-0.1,-0.1,-0.0036626229027050816,2.0,8.574316663734784,0.075,20.0,21.0
GER-Bundesliga,2425,RB Leipzig,Willi Orban,HUN,DF,31,1992,25,25,2222,24.7,5,0,5,5,0,0,4,2,4.0,4.0,1.0,5.0,15,106,8,0.2,0.0,0.2,0.2,0.2,0.16,0.04,0.2,0.16,0.2,Willi Orban,20030c06,93740.0,93740.0,8.0,20.0,20.0,-0.6,-0.6,-0.0011463103379621524,-2.0,6.421368627057887,0.1,20.0,26.0
GER-Bundesliga,2425,RB Leipzig,Xaver Schlager,AUT,MF,26,1997,4,2,181,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,5,6,2,0.0,0.0,0.0,0.0,0.0,0.03,0.35,0.38,0.03,0.38,Xaver Schlager,8f056768,223979.0,223979.0,10.0,28.0,28.0,-0.6428571428571429,-0.6428571428571429,-0.005883979759847312,-8.0,10.69003095128438,0.05,28.0,26.0
GER-Bundesliga,2425,RB Leipzig,Xavi Simons,NED,MF,21,2003,25,25,2150,23.9,10,6,16,10,0,0,5,0,5.1,5.1,6.3,11.4,85,140,185,0.42,0.25,0.67,0.42,0.67,0.21,0.26,0.48,0.21,0.48,Xavi Simons,da4d670f,566931.0,566931.0,70.0,80.0,80.0,-0.125,-0.125,0.07224160117701187,0.0,33.92404199089489,0.5,80.0,20.0
GER-Bundesliga,2425,RB Leipzig,Yussuf Poulsen,DEN,"FW,MF",30,1994,22,2,378,4.2,2,0,2,2,0,0,1,0,3.3,3.3,0.6,3.9,2,12,30,0.48,0.0,0.48,0.48,0.48,0.8,0.13,0.93,0.8,0.93,Yussuf Poulsen,d2416c2e,157635.0,157635.0,5.0,35.0,35.0,-0.8571428571428571,-0.8571428571428571,-0.0070374412475884725,0.0,10.77934903091569,0.05,35.0,24.0
GER-Bundesliga,2425,St. Pauli,Carlo Boukhalfa,MAR,MF,25,1999,25,19,1646,18.3,2,0,2,2,0,0,1,0,1.5,1.5,1.1,2.6,10,41,44,0.11,0.0,0.11,0.11,0.11,0.08,0.06,0.14,0.08,0.14,Carlo Boukhalfa,1a86f4a9,329373.0,,2.0,0.75,0.75,1.6666666666666667,1.6666666666666667,0.0007853174737932583,1.0,0.44087793692036564,0.05,2.0,26.0
GER-Bundesliga,2425,St. Pauli,Danel Sinani,LUX,"FW,MF",27,1997,26,14,1250,13.9,2,2,4,2,0,0,3,0,1.7,1.7,3.0,4.6,16,60,64,0.14,0.14,0.29,0.14,0.29,0.12,0.21,0.33,0.12,0.33,Danel Sinani,96ddfa79,346499.0,,1.5,1.5,1.5,0.0,0.0,-0.0005282128061947256,0.75,0.4620493299782322,0.025,1.5,25.0
GER-Bundesliga,2425,St. Pauli,David Nemeth,AUT,DF,23,2001,24,24,2137,23.7,0,1,1,0,0,0,3,0,0.2,0.2,0.1,0.3,14,65,5,0.0,0.04,0.04,0.0,0.04,0.01,0.01,0.01,0.01,0.01,David Nemeth,da76715c,451906.0,,4.0,4.0,4.0,0.0,0.0,-8.495980869419631e-05,1.5,1.246627028171787,0.25,4.0,20.0
GER-Bundesliga,2425,St. Pauli,Finley Stevens,WAL,DF,21,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Finley Stevens,7e003182,587019.0,,0.5,0.45,0.6,0.11111111111111108,-0.16666666666666663,0.00019728897971290623,-0.09999999999999998,0.13374935098492585,0.15,0.6,21.0
GER-Bundesliga,2425,St. Pauli,Jackson Irvine,AUS,MF,31,1993,29,29,2610,29.0,0,6,6,0,0,0,2,0,3.2,3.0,3.9,7.0,19,117,58,0.0,0.21,0.21,0.0,0.21,0.11,0.14,0.25,0.1,0.24,Jackson Irvine,4637747c,192557.0,,2.0,3.5,3.5,-0.42857142857142855,-0.42857142857142855,8.7034286960232e-05,0.0,0.9965838388344889,0.1,3.5,26.0
GER-Bundesliga,2425,St. Pauli,James Sands,USA,"MF,DF",24,2000,7,5,453,5.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,16,6,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,James Sands,dccd127f,393321.0,,3.0,4.0,4.0,-0.25,-0.25,0.0002856976569576624,0.0,1.2506338262338266,0.1,4.0,21.0
GER-Bundesliga,2425,St. Pauli,Johannes Eggestein,GER,FW,26,1998,27,22,1853,20.6,3,4,7,2,1,2,3,0,4.7,3.1,2.1,5.2,25,43,138,0.15,0.19,0.34,0.1,0.29,0.23,0.1,0.33,0.15,0.25,Johannes Eggestein,d571df78,251303.0,,2.5,10.0,10.0,-0.75,-0.75,0.0008239791380783504,-0.5,2.459541568940181,0.4,10.0,21.0
GER-Bundesliga,2425,St. Pauli,Karol Mets,EST,DF,31,1993,10,10,900,10.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,5,54,2,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Karol Mets,ef2ad14e,139304.0,,1.3,1.3,1.3,0.0,0.0,0.0007047798085047587,0.0,0.3939580650135841,0.025,1.3,30.0
GER-Bundesliga,2425,St. Pauli,Morgan Guilavogui,GUI,"FW,MF",26,1998,25,21,1807,20.1,6,2,8,6,0,0,6,0,7.1,7.1,1.9,9.1,42,41,135,0.3,0.1,0.4,0.3,0.4,0.36,0.1,0.45,0.36,0.45,Morgan Guilavogui,79b51257,691786.0,,4.0,4.0,4.0,0.0,0.0,0.002281523699016552,0.0,1.3382646901687203,0.3,4.0,25.0
GER-Bundesliga,2425,St. Pauli,Robert Wagner,GER,MF,21,2003,12,5,407,4.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,10,9,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Robert Wagner,e3d3fbeb,690429.0,,3.0,3.0,3.0,0.0,0.0,0.0026876525313459087,0.0,1.2056490963749542,0.1,3.0,20.0
GER-Bundesliga,2425,St. Pauli,Scott Banks,SCO,"FW,MF",22,2001,12,0,116,1.3,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,3,1,8,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Scott Banks,d01f8942,596821.0,,0.5,0.3,0.5,0.6666666666666667,0.0,0.00032309826212298403,0.0,0.11495340671022201,0.25,0.5,23.0
GER-Bundesliga,2425,St. Pauli,Siebe Van Der Heyden,BEL,"DF,MF",26,1998,13,11,872,9.7,1,0,1,1,0,0,4,1,1.7,1.7,0.0,1.8,10,28,26,0.1,0.0,0.1,0.1,0.1,0.18,0.0,0.18,0.18,0.18,Siebe Van Der Heyden,cf9bdd43,400131.0,,2.5,4.0,4.0,-0.375,-0.375,-0.00025554457867875624,0.5,1.2503654227769538,0.1,4.0,25.0
GER-Bundesliga,2425,Stuttgart,Ameen Al-Dakhil,BEL,DF,22,2002,7,6,432,4.8,0,0,0,0,0,0,0,1,0.1,0.1,0.2,0.2,1,12,0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Ameen Al-Dakhil,93e08bce,620598.0,,7.5,15.0,15.0,-0.5,-0.5,0.007416110199799047,0.0,4.955390745026817,0.1,15.0,21.0
GER-Bundesliga,2425,Stuttgart,Angelo Stiller,GER,MF,23,2001,32,31,2741,30.5,1,8,9,1,0,0,6,0,1.8,1.8,7.2,9.0,39,289,69,0.03,0.26,0.3,0.03,0.3,0.06,0.24,0.29,0.06,0.29,Angelo Stiller,3b1ed320,443710.0,,45.0,20.0,28.0,1.25,0.6071428571428571,0.0320890192150484,7.0,13.465009327530234,0.2,45.0,24.0
GER-Bundesliga,2425,Stuttgart,Anthony Rouault,FRA,DF,23,2001,18,14,1212,13.5,1,0,1,1,0,0,1,0,0.5,0.5,0.3,0.8,6,52,4,0.07,0.0,0.07,0.07,0.07,0.04,0.02,0.06,0.04,0.06,Anthony Rouault,9b545925,690799.0,690799.0,10.0,10.0,10.0,0.0,0.0,0.005378921777759719,0.0,3.8025919952517837,0.15,10.0,22.0
GER-Bundesliga,2425,Stuttgart,Atakan Karazor,,MF,27,1996,32,31,2618,29.1,2,4,6,2,0,0,10,1,2.3,2.0,2.6,4.6,19,140,33,0.07,0.14,0.21,0.07,0.21,0.08,0.09,0.17,0.07,0.16,Atakan Karazor,5762be5c,232320.0,,12.0,12.0,12.0,0.0,0.0,0.009021577765555799,0.0,4.068973599551385,0.05,12.0,27.0
GER-Bundesliga,2425,Stuttgart,Dan-Axel Zagadou,FRA,"DF,MF",25,1999,2,0,29,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dan-Axel Zagadou,a4effc55,344598.0,,2.0,35.0,35.0,-0.9428571428571428,-0.9428571428571428,-0.001884696767406791,-4.0,10.340931949079764,0.125,35.0,20.0
GER-Bundesliga,2425,Stuttgart,Deniz Undav,GER,"FW,MF",28,1996,27,20,1726,19.2,9,3,12,9,0,0,4,0,11.7,11.7,3.6,15.2,31,70,141,0.47,0.16,0.63,0.47,0.63,0.61,0.19,0.79,0.61,0.79,Deniz Undav,dd549382,339314.0,,20.0,25.0,28.0,-0.2,-0.2857142857142857,0.017804839410467913,-2.0,9.670907764488673,0.025,28.0,28.0
GER-Bundesliga,2425,Stuttgart,Enzo Millot,FRA,"MF,FW",22,2002,29,22,1843,20.5,6,5,11,6,0,1,9,0,7.6,6.7,3.1,9.8,44,118,123,0.29,0.24,0.54,0.29,0.54,0.37,0.15,0.52,0.33,0.48,Enzo Millot,f76022e7,569366.0,,35.0,30.0,42.0,0.16666666666666666,-0.16666666666666666,0.0394851444376819,0.0,16.49651924070116,0.15,42.0,22.0
GER-Bundesliga,2425,Stuttgart,Fabian Rieder,SUI,"MF,FW",22,2002,21,8,867,9.6,1,3,4,1,0,0,1,0,1.4,1.4,2.0,3.4,20,38,61,0.1,0.31,0.42,0.1,0.42,0.14,0.21,0.35,0.14,0.35,Fabian Rieder,c2bd8585,507341.0,,6.0,15.0,15.0,-0.6,-0.6,0.0005651914709768906,-1.0,4.672756814772196,0.225,15.0,21.0
GER-Bundesliga,2425,Stuttgart,Jamie Leweling,GER,"MF,FW",23,2001,27,22,1663,18.5,2,2,4,2,0,0,4,0,1.6,1.6,3.8,5.4,55,51,164,0.11,0.11,0.22,0.11,0.22,0.08,0.21,0.29,0.08,0.29,Jamie Leweling,13fe7b69,518505.0,,20.0,9.0,13.0,1.2222222222222223,0.5384615384615384,0.01353217530844224,0.0,6.048206684097961,0.25,20.0,23.0
GER-Bundesliga,2425,Stuttgart,Josha Vagnoman,GER,"DF,MF",23,2000,26,19,1834,20.4,1,1,2,1,0,0,4,0,1.5,1.5,2.1,3.5,24,47,96,0.05,0.05,0.1,0.05,0.1,0.07,0.1,0.17,0.07,0.17,Josha Vagnoman,fb377d11,448258.0,,10.0,10.0,10.0,0.0,0.0,0.008314751002398183,-2.0,3.595523009839558,0.2,12.0,24.0
GER-Bundesliga,2425,Stuttgart,Julian Chabot,GER,DF,26,1998,31,27,2269,25.2,3,1,4,3,0,0,11,1,2.0,1.8,0.5,2.4,7,108,5,0.12,0.04,0.16,0.12,0.16,0.08,0.02,0.1,0.07,0.09,Julian Chabot,ae7058f9,303219.0,,12.0,9.0,12.0,0.3333333333333333,0.0,0.011070257656034362,0.0,3.8524642734567793,0.2,12.0,26.0
GER-Bundesliga,2425,Stuttgart,Justin Diehl,GER,"FW,DF",19,2004,6,0,104,1.2,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.1,5,5,20,0.87,0.0,0.87,0.87,0.87,0.84,0.1,0.94,0.84,0.94,Justin Diehl,d82a310a,720162.0,,3.0,2.5,2.5,0.2,0.2,0.0037668033571072145,-0.5,1.2392393980641052,0.5,3.5,20.0
GER-Bundesliga,2425,Stuttgart,Leonidas Stergiou,SUI,DF,22,2002,12,11,852,9.5,1,2,3,1,0,0,0,1,1.1,1.1,0.9,2.0,11,39,32,0.11,0.21,0.32,0.11,0.32,0.11,0.1,0.21,0.11,0.21,Leonidas Stergiou,08391d76,507345.0,,5.0,7.0,7.0,-0.2857142857142857,-0.2857142857142857,-0.001240889155736326,0.0,1.9753210833565618,0.75,7.0,20.0
GER-Bundesliga,2425,Stuttgart,Nick Woltemade,GER,"FW,MF",22,2002,28,17,1622,18.0,12,2,14,10,2,3,5,1,10.2,8.0,4.6,12.6,31,52,141,0.67,0.11,0.78,0.55,0.67,0.57,0.25,0.82,0.44,0.7,Nick Woltemade,7ca196eb,455661.0,,30.0,4.0,4.0,6.5,6.5,0.021066198741078252,13.0,7.810464440698246,0.325,30.0,23.0
GER-Bundesliga,2425,Stuttgart,Nikolas Nartey,DEN,MF,24,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nikolas Nartey,30261ba1,400546.0,,0.4,1.8,1.8,-0.7777777777777777,-0.7777777777777777,-0.001527976339356473,0.0,0.5523439884518953,0.3,1.8,21.0
GER-Bundesliga,2425,Stuttgart,Pascal Stenzel,GER,DF,28,1996,10,4,290,3.2,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,2,12,16,0.0,0.0,0.0,0.0,0.0,0.1,0.17,0.28,0.1,0.28,Pascal Stenzel,99f7e9aa,195246.0,,2.0,6.5,6.5,-0.6923076923076923,-0.6923076923076923,0.0008498937289268956,-0.5,1.6372478875116283,0.1,6.5,22.0
GER-Bundesliga,2425,Stuttgart,Ramon Hendriks,NED,DF,23,2001,25,10,1154,12.8,0,1,1,0,0,0,3,0,0.6,0.6,1.0,1.6,8,36,22,0.0,0.08,0.08,0.0,0.08,0.04,0.08,0.12,0.04,0.12,Ramon Hendriks,5a28ad23,436064.0,,5.0,1.0,1.0,4.0,4.0,0.0028857011555410007,0.0,1.630038807866707,0.5,5.0,23.0
GER-Bundesliga,2425,Stuttgart,Yannik Keitel,GER,MF,24,2000,11,2,270,3.0,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.6,2,11,3,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.19,0.18,0.19,Yannik Keitel,d2c580ce,342039.0,,3.5,5.0,5.0,-0.3,-0.3,-0.0003027692554949734,0.0,1.8756072001570705,0.025,5.0,24.0
GER-Bundesliga,2425,Union Berlin,Alexander Schwolow,GER,GK,32,1992,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexander Schwolow,0d55d942,93763.0,93763.0,0.5,9.0,9.0,-0.9444444444444444,-0.9444444444444444,-0.002192186361143932,-0.19999999999999996,2.8669860941185488,0.025,9.0,27.0
GER-Bundesliga,2425,Union Berlin,Aljoscha Kemlein,GER,MF,19,2004,15,11,922,10.2,1,0,1,1,0,0,3,0,0.9,0.9,0.6,1.5,5,42,19,0.1,0.0,0.1,0.1,0.1,0.09,0.06,0.15,0.09,0.15,Aljoscha Kemlein,4658e309,692737.0,692737.0,7.0,2.0,3.0,2.5,1.3333333333333333,0.007649760862179201,0.0,2.8473985620963873,0.25,7.0,20.0
GER-Bundesliga,2425,Union Berlin,Andrej Ilic,SRB,FW,24,2000,16,11,937,10.4,7,0,7,6,1,1,1,0,4.9,4.1,0.3,4.4,5,13,59,0.67,0.0,0.67,0.58,0.58,0.47,0.03,0.5,0.39,0.42,Andrej Ilic,cd2cb5bb,583699.0,583699.0,4.0,3.0,3.0,0.3333333333333333,0.3333333333333333,0.0025796450915662105,1.5,1.255255618058197,0.15,4.0,25.0
GER-Bundesliga,2425,Union Berlin,Benedict Hollerbach,GER,"FW,MF",23,2001,34,30,2540,28.2,9,1,10,9,0,0,3,0,7.0,7.0,1.6,8.6,103,68,214,0.32,0.04,0.35,0.32,0.35,0.25,0.06,0.31,0.25,0.31,Benedict Hollerbach,2a158218,453870.0,453870.0,12.0,4.0,5.0,2.0,1.4,0.008897095312606079,4.5,3.2875374323771656,0.125,12.0,24.0
GER-Bundesliga,2425,Union Berlin,Christopher Trimmel,AUT,"DF,MF",37,1987,26,20,1740,19.3,0,3,3,0,0,0,5,0,0.2,0.2,2.1,2.3,18,73,45,0.0,0.16,0.16,0.0,0.16,0.01,0.11,0.12,0.01,0.12,Christopher Trimmel,056d2d95,75921.0,75921.0,0.6,1.2,1.2,-0.5,-0.5,-0.0002880468287113109,0.0,0.23157720743415788,0.075,1.2,33.0
GER-Bundesliga,2425,Union Berlin,Danilho Doekhi,NED,DF,26,1998,34,34,3060,34.0,1,1,2,1,0,0,4,0,2.6,2.6,1.4,4.0,13,96,14,0.03,0.03,0.06,0.03,0.06,0.08,0.04,0.12,0.08,0.12,Danilho Doekhi,f67c9d29,387047.0,387047.0,13.0,17.0,17.0,-0.23529411764705882,-0.23529411764705882,0.00923165840587071,0.0,6.4268272369290695,0.05,17.0,24.0
GER-Bundesliga,2425,Union Berlin,Diogo Leite,POR,DF,25,1999,30,29,2546,28.3,1,2,3,1,0,0,3,0,1.4,1.4,1.0,2.4,20,116,16,0.04,0.07,0.11,0.04,0.11,0.05,0.04,0.08,0.05,0.08,Diogo Leite,c4987edc,357156.0,357156.0,17.0,15.0,15.0,0.13333333333333333,0.13333333333333333,0.008819611884039362,0.0,5.302450246670972,0.125,17.0,25.0
GER-Bundesliga,2425,Union Berlin,Janik Haberer,GER,"MF,DF",30,1994,28,21,1696,18.8,0,0,0,0,0,0,1,0,0.7,0.7,0.8,1.6,13,59,22,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Janik Haberer,70dcf94d,177779.0,177779.0,2.5,10.0,10.0,-0.75,-0.75,-0.0028063178668651734,0.0,3.0508086067598885,0.025,10.0,25.0
GER-Bundesliga,2425,Union Berlin,Jeong Woo-yeong,KOR,"MF,FW",24,1999,23,17,1263,14.0,3,2,5,3,0,0,2,0,2.8,2.8,1.7,4.4,32,63,93,0.21,0.14,0.36,0.21,0.36,0.2,0.12,0.31,0.2,0.31,Jeong Woo-yeong,6190474d,297583.0,297583.0,4.0,5.5,5.5,-0.2727272727272727,-0.2727272727272727,-0.0013554262399814434,0.0,1.5330436892718924,0.125,5.5,22.0
GER-Bundesliga,2425,Union Berlin,Jordan Pefok,USA,FW,28,1996,18,10,908,10.1,0,1,1,0,0,0,2,0,3.2,3.2,0.9,4.1,3,12,40,0.0,0.1,0.1,0.0,0.1,0.32,0.09,0.4,0.32,0.4,Jordan Pefok,b684a484,355369.0,,3.0,10.0,10.0,-0.7,-0.7,-0.00441893626311006,0.0,2.801743504796017,0.25,10.0,26.0
