PlayerFBref,UrlFBref,UrlTmarkt,TmPos,fbref_id,tm_id
Halid Å abanoviÄ,https://fbref.com/en/players/8299e363/Halid-Sabanovic,https://www.transfermarkt.com/halid-sabanovic/profil/spieler/422986,Right-Back,8299e363,422986
Halil DerviÅoÄlu,https://fbref.com/en/players/9d8cf204/Halil-Dervisoglu,https://www.transfermarkt.com/halil-dervisoglu/profil/spieler/465606,Centre-Forward,9d8cf204,465606
Hamadi Al Ghaddioui,https://fbref.com/en/players/5723931e/Hamadi-Al-Ghaddioui,https://www.transfermarkt.com/hamadi-al-ghaddioui/profil/spieler/193534,Centre-Forward,5723931e,193534
Hamari TraorÃ©,https://fbref.com/en/players/a4b1028a/Hamari-Traore,https://www.transfermarkt.com/hamari-traore/profil/spieler/297070,Right-Back,a4b1028a,297070
Hamdi Akujobi,https://fbref.com/en/players/0b524c25/Hamdi-Akujobi,https://www.transfermarkt.com/hamdi-akujobi/profil/spieler/590773,Right-Back,0b524c25,590773
Hamdou Elhouni,https://fbref.com/en/players/0512cb54/Hamdou-Elhouni,https://www.transfermarkt.com/hamdou-elhouni/profil/spieler/377605,Left Winger,0512cb54,377605
Hamed Junior TraorÃ¨,https://fbref.com/en/players/570bb4b9/Hamed-Junior-Traore,https://www.transfermarkt.com/hamed-junior-traore/profil/spieler/391065,Attacking Midfield,570bb4b9,391065
Hamidou Keyta,https://fbref.com/en/players/4a396ae9/Hamidou-Keyta,https://www.transfermarkt.com/hamidou-keyta/profil/spieler/419293,Left Winger,4a396ae9,419293
Hamish Douglas,https://fbref.com/en/players/0dc238bb/Hamish-Douglas,https://www.transfermarkt.com/hamish-douglas/profil/spieler/967295,midfield,0dc238bb,967295
Hamza Choudhury,https://fbref.com/en/players/7d2d3329/Hamza-Choudhury,https://www.transfermarkt.com/hamza-choudhury/profil/spieler/341501,Central Midfield,7d2d3329,341501
Hamza Mendyl,https://fbref.com/en/players/f99fe221/Hamza-Mendyl,https://www.transfermarkt.com/hamza-mendyl/profil/spieler/447221,Left-Back,f99fe221,447221
Hamza Rafia,https://fbref.com/en/players/6b587d3d/Hamza-Rafia,https://www.transfermarkt.com/hamza-rafia/profil/spieler/418571,Attacking Midfield,6b587d3d,418571
Hamza Sakhi,https://fbref.com/en/players/c9151d66/Hamza-Sakhi,https://www.transfermarkt.com/hamza-sakhi/profil/spieler/263951,Attacking Midfield,c9151d66,263951
Han Kwang-song,https://fbref.com/en/players/87243064/Han-Kwang-song,https://www.transfermarkt.com/kwang-song-han/profil/spieler/402193,Centre-Forward,87243064,402193
Han-Noah Massengo,https://fbref.com/en/players/eba1e557/Han-Noah-Massengo,https://www.transfermarkt.com/han-noah-massengo/profil/spieler/536508,Central Midfield,eba1e557,536508
Handwalla Bwana,https://fbref.com/en/players/b56080ee/Handwalla-Bwana,https://www.transfermarkt.com/handwalla-bwana/profil/spieler/425824,Left Winger,b56080ee,425824
Hannes Delcroix,https://fbref.com/en/players/b737f944/Hannes-Delcroix,https://www.transfermarkt.com/hannes-delcroix/profil/spieler/338635,Centre-Back,b737f944,338635
Hannes Wolf,https://fbref.com/en/players/be42a291/Hannes-Wolf,https://www.transfermarkt.com/hannes-wolf/profil/spieler/321070,Attacking Midfield,be42a291,321070
Hannibal Mejbri,https://fbref.com/en/players/ca22ccb0/Hannibal-Mejbri,https://www.transfermarkt.com/hannibal-mejbri/profil/spieler/607224,Attacking Midfield,ca22ccb0,607224
Hanno Behrens,https://fbref.com/en/players/77b41ac0/Hanno-Behrens,https://www.transfermarkt.com/hanno-behrens/profil/spieler/57091,Central Midfield,77b41ac0,57091
Hans Hateboer,https://fbref.com/en/players/3b333ac3/Hans-Hateboer,https://www.transfermarkt.com/hans-hateboer/profil/spieler/275303,Right-Back,3b333ac3,275303
Hans Mulder,https://fbref.com/en/players/debdac8a/Hans-Mulder,https://www.transfermarkt.com/hans-mulder/profil/spieler/45562,Centre-Back,debdac8a,45562
Hans Nicolussi Caviglia,https://fbref.com/en/players/b136c945/Hans-Nicolussi-Caviglia,https://www.transfermarkt.com/hans-nicolussi-caviglia/profil/spieler/430280,Central Midfield,b136c945,430280
Hans Nunoo Sarpei,https://fbref.com/en/players/9593331d/Hans-Nunoo-Sarpei,https://www.transfermarkt.com/nunoo-sarpei/profil/spieler/451340,Defensive Midfield,9593331d,451340
Hany Mukhtar,https://fbref.com/en/players/87fe8526/Hany-Mukhtar,https://www.transfermarkt.com/hany-mukhtar/profil/spieler/146155,Attacking Midfield,87fe8526,146155
Haralambos Makridis,https://fbref.com/en/players/d696691a/Haralambos-Makridis,https://www.transfermarkt.com/charalampos-makridis/profil/spieler/414318,Left Winger,d696691a,414318
Haret Ortega,https://fbref.com/en/players/76b24e70/Haret-Ortega,https://www.transfermarkt.com/haret-ortega/profil/spieler/371169,Centre-Back,76b24e70,371169
Haris Belkebla,https://fbref.com/en/players/2b1bed19/Haris-Belkebla,https://www.transfermarkt.com/haris-belkebla/profil/spieler/138055,Central Midfield,2b1bed19,138055
Haris DuljeviÄ,https://fbref.com/en/players/9b6556d2/Haris-Duljevic,https://www.transfermarkt.com/haris-duljevic/profil/spieler/184473,Left Midfield,9b6556d2,184473
Haris Medunjanin,https://fbref.com/en/players/de5d5d41/Haris-Medunjanin,https://www.transfermarkt.com/haris-medunjanin/profil/spieler/30666,Central Midfield,de5d5d41,30666
Haris SeferoviÄ,https://fbref.com/en/players/a45eac1f/Haris-Seferovic,https://www.transfermarkt.com/haris-seferovic/profil/spieler/109256,Centre-Forward,a45eac1f,109256
Haris VuÄkiÄ,https://fbref.com/en/players/a8f4dfb9/Haris-Vuckic,https://www.transfermarkt.com/haris-vuckic/profil/spieler/76560,Centre-Forward,a8f4dfb9,76560
Harlee Dean,https://fbref.com/en/players/483bec75/Harlee-Dean,https://www.transfermarkt.com/harlee-dean/profil/spieler/120504,Centre-Back,483bec75,120504
Harm Dieker,https://fbref.com/en/players/94a9f7f1/Harm-Dieker,https://www.transfermarkt.com/harm-dieker/profil/spieler/557015,Goalkeeper,94a9f7f1,557015
Harold Cummings,https://fbref.com/en/players/d3aa261b/Harold-Cummings,https://www.transfermarkt.com/harold-cummings/profil/spieler/121790,Centre-Back,d3aa261b,121790
Harold Moukoudi,https://fbref.com/en/players/5f26e0c5/Harold-Moukoudi,https://www.transfermarkt.com/harold-moukoudi/profil/spieler/272636,Centre-Back,5f26e0c5,272636
Harold Preciado,https://fbref.com/en/players/5300af73/Harold-Preciado,https://www.transfermarkt.com/harold-preciado/profil/spieler/362668,Centre-Forward,5300af73,362668
Harold Santiago Mosquera,https://fbref.com/en/players/bca135e8/Harold-Santiago-Mosquera,https://www.transfermarkt.com/santiago-mosquera/profil/spieler/490621,Left Winger,bca135e8,490621
Harrison Afful,https://fbref.com/en/players/7d8ede09/Harrison-Afful,https://www.transfermarkt.com/harrison-afful/profil/spieler/65830,Right-Back,7d8ede09,65830
Harrison Ashby,https://fbref.com/en/players/b391383a/Harrison-Ashby,https://www.transfermarkt.com/harrison-ashby/profil/spieler/559130,Right-Back,b391383a,559130
Harrison Burrows,https://fbref.com/en/players/316a084b/Harrison-Burrows,https://www.transfermarkt.com/harrison-burrows/profil/spieler/533980,Left Midfield,316a084b,533980
Harrison Clarke,https://fbref.com/en/players/a64f2573/Harrison-Clarke,https://www.transfermarkt.com/harry-clarke/profil/spieler/528892,Centre-Back,a64f2573,528892
Harrison Manzala,https://fbref.com/en/players/392d98fc/Harrison-Manzala,https://www.transfermarkt.com/harrison-manzala/profil/spieler/268555,Right Winger,392d98fc,268555
Harrison Reed,https://fbref.com/en/players/803ae100/Harrison-Reed,https://www.transfermarkt.com/harrison-reed/profil/spieler/226973,Central Midfield,803ae100,226973
Harrison Robledo,https://fbref.com/en/players/1f36ce15/Harrison-Robledo,https://www.transfermarkt.com/harrison-robledo/profil/spieler/989015,Defensive Midfield,1f36ce15,989015
Harry Arter,https://fbref.com/en/players/2f4c5a52/Harry-Arter,https://www.transfermarkt.com/harry-arter/profil/spieler/55742,Central Midfield,2f4c5a52,55742
Harry Boyes,https://fbref.com/en/players/467bf546/Harry-Boyes,https://www.transfermarkt.com/harry-boyes/profil/spieler/746778,Left-Back,467bf546,746778
Harry Brockbank,https://fbref.com/en/players/7e169041/Harry-Brockbank,https://www.transfermarkt.com/harry-brockbank/profil/spieler/527733,Right-Back,7e169041,527733
Harry Chapman,https://fbref.com/en/players/7768b19f/Harry-Chapman,https://www.transfermarkt.com/harry-chapman/profil/spieler/348488,Right Winger,7768b19f,348488
Harry Cornick,https://fbref.com/en/players/9169bc41/Harry-Cornick,https://www.transfermarkt.com/harry-cornick/profil/spieler/255703,Centre-Forward,9169bc41,255703
Harry Darling,https://fbref.com/en/players/0b0a1b58/Harry-Darling,https://www.transfermarkt.com/harry-darling/profil/spieler/475554,Centre-Back,0b0a1b58,475554
Harry Halwax,https://fbref.com/en/players/7f08b5a0/Harry-Halwax,https://www.transfermarkt.com/harry-halwax/profil/spieler/586626,Goalkeeper,7f08b5a0,586626
Harry Kane,https://fbref.com/en/players/21a66f6a/Harry-Kane,https://www.transfermarkt.com/harry-kane/profil/spieler/132098,Centre-Forward,21a66f6a,132098
Harry Lewis,https://fbref.com/en/players/c35e99d8/Harry-Lewis,https://www.transfermarkt.com/harry-lewis/profil/spieler/341043,Goalkeeper,c35e99d8,341043
Harry Maguire,https://fbref.com/en/players/d8931174/Harry-Maguire,https://www.transfermarkt.com/harry-maguire/profil/spieler/177907,Centre-Back,d8931174,177907
Harry Novillo,https://fbref.com/en/players/6f7ce00a/Harry-Novillo,https://www.transfermarkt.com/harry-novillo/profil/spieler/118294,Left Winger,6f7ce00a,118294
Harry Pickering,https://fbref.com/en/players/fd985c15/Harry-Pickering,https://www.transfermarkt.com/harry-pickering/profil/spieler/426412,Left-Back,fd985c15,426412
Harry Shipp,https://fbref.com/en/players/77c62610/Harry-Shipp,https://www.transfermarkt.com/harry-shipp/profil/spieler/302792,Left Winger,77c62610,302792
Harry Souttar,https://fbref.com/en/players/0a6cb1b1/Harry-Souttar,https://www.transfermarkt.com/harry-souttar/profil/spieler/298091,Centre-Back,0a6cb1b1,298091
Harry Toffolo,https://fbref.com/en/players/a105d46a/Harry-Toffolo,https://www.transfermarkt.com/harry-toffolo/profil/spieler/198516,Left-Back,a105d46a,198516
Harry Tyrer,https://fbref.com/en/players/af49fb14/Harry-Tyrer,https://www.transfermarkt.com/harry-tyrer/profil/spieler/574448,Goalkeeper,af49fb14,574448
Harry Wilson,https://fbref.com/en/players/c6dc9ecd/Harry-Wilson,https://www.transfermarkt.com/harry-wilson/profil/spieler/279455,Right Winger,c6dc9ecd,279455
Harry Winks,https://fbref.com/en/players/2f7acede/Harry-Winks,https://www.transfermarkt.com/harry-winks/profil/spieler/249126,Defensive Midfield,2f7acede,249126
Harry Wright,https://fbref.com/en/players/f06e9c12/Harry-Wright,https://www.transfermarkt.com/harry-wright/profil/spieler/659489,Goalkeeper,f06e9c12,659489
Harvey Barnes,https://fbref.com/en/players/3ea50f67/Harvey-Barnes,https://www.transfermarkt.com/harvey-barnes/profil/spieler/398065,Left Midfield,3ea50f67,398065
Harvey Cartwright,https://fbref.com/en/players/42d4be51/Harvey-Cartwright,https://www.transfermarkt.com/harvey-cartwright/profil/spieler/712592,Goalkeeper,42d4be51,712592
Harvey Collins,https://fbref.com/en/players/536b2ace/Harvey-Collins,https://www.transfermarkt.com/harvey-collins/profil/spieler/614425,Goalkeeper,536b2ace,614425
Harvey Elliot,https://fbref.com/en/players/c8387671/Harvey-Elliot,https://www.transfermarkt.com/harvey-elliott/profil/spieler/565822,Right Winger,c8387671,565822
Harvey Elliott,https://fbref.com/en/players/c8387671/Harvey-Elliott,https://www.transfermarkt.com/harvey-elliott/profil/spieler/565822,Right Winger,c8387671,565822
Harvey Elliott,https://fbref.com/en/players/b9e1436c/Harvey-Elliott,https://www.transfermarkt.com/harvey-elliott/profil/spieler/565822,Attacking Midfield,b9e1436c,565822
Harvey Isted,https://fbref.com/en/players/bbb09699/Harvey-Isted,https://www.transfermarkt.com/harry-isted/profil/spieler/284718,Goalkeeper,bbb09699,284718
Harvey Neville,https://fbref.com/en/players/92442794/Harvey-Neville,https://www.transfermarkt.com/harvey-neville/profil/spieler/593296,Right-Back,92442794,593296
Harvey Vale,https://fbref.com/en/players/a70182a5/Harvey-Vale,https://www.transfermarkt.com/harvey-vale/profil/spieler/581675,Attacking Midfield,a70182a5,581675
Harvey White,https://fbref.com/en/players/4d90ce8c/Harvey-White,https://www.transfermarkt.com/harvey-white/profil/spieler/581598,Defensive Midfield,4d90ce8c,581598
Harvey Wiles-Richards,https://fbref.com/en/players/e0587bee/Harvey-Wiles-Richards,https://www.transfermarkt.com/harvey-wiles-richards/profil/spieler/873975,Goalkeeper,e0587bee,873975
Hassan Ndam,https://fbref.com/en/players/148f3d0f/Hassan-Ndam,https://www.transfermarkt.com/hassan-ndam/profil/spieler/485529,Centre-Back,148f3d0f,485529
Hassane Kamara,https://fbref.com/en/players/19a12bed/Hassane-Kamara,https://www.transfermarkt.com/hassane-kamara/profil/spieler/290017,Left-Back,19a12bed,290017
Hassani Dotson,https://fbref.com/en/players/8f2af1ed/Hassani-Dotson,https://www.transfermarkt.com/hassani-dotson/profil/spieler/636081,Central Midfield,8f2af1ed,636081
Hatem Ben Arfa,https://fbref.com/en/players/74dc806c/Hatem-Ben-Arfa,https://www.transfermarkt.com/hatem-ben-arfa/profil/spieler/18900,Attacking Midfield,74dc806c,18900
Hayden Carter,https://fbref.com/en/players/40f85b8f/Hayden-Carter,https://www.transfermarkt.com/hayden-carter/profil/spieler/503780,Centre-Back,40f85b8f,503780
Hayden Coulson,https://fbref.com/en/players/de83e2e0/Hayden-Coulson,https://www.transfermarkt.com/hayden-coulson/profil/spieler/314362,Left-Back,de83e2e0,314362
Hayden Hackney,https://fbref.com/en/players/ba397562/Hayden-Hackney,https://www.transfermarkt.com/hayden-hackney/profil/spieler/538216,Central Midfield,ba397562,538216
Hayden Muller,https://fbref.com/en/players/78549571/Hayden-Muller,https://www.transfermarkt.com/hayden-muller/profil/spieler/746095,Centre-Back,78549571,746095
Haydon Roberts,https://fbref.com/en/players/a731e8a0/Haydon-Roberts,https://www.transfermarkt.com/haydon-roberts/profil/spieler/533523,Centre-Back,a731e8a0,533523
Hayner,https://fbref.com/en/players/246c7429/Hayner,https://www.transfermarkt.com/hayner/profil/spieler/389942,Right-Back,246c7429,389942
Hector Fort,https://fbref.com/en/players/2e31f3a6/Hector-Fort,https://www.transfermarkt.com/hector-fort/profil/spieler/937955,Right-Back,2e31f3a6,937955
Hector JimÃ©nez,https://fbref.com/en/players/2dc1e90e/Hector-Jimenez,https://www.transfermarkt.com/hector-jimenez/profil/spieler/178226,Left-Back,2dc1e90e,178226
Hedgardo MarÃ­n,https://fbref.com/en/players/5173d58a/Hedgardo-Marin,https://www.transfermarkt.com/hedgardo-marin/profil/spieler/258215,Centre-Back,5173d58a,258215
Heitor,https://fbref.com/en/players/e0839492/Heitor,https://www.transfermarkt.com/heitor/profil/spieler/670969,Right-Back,e0839492,670969
Heitor,https://fbref.com/en/players/e31f281f/Heitor,https://www.transfermarkt.com/heitor/profil/spieler/815672,Centre-Back,e31f281f,815672
Helber Italo,https://fbref.com/en/players/8b2ad874/Helber-Italo,https://www.transfermarkt.com/italo/profil/spieler/795305,Defensive Midfield,8b2ad874,795305
Helder,https://fbref.com/en/players/e944f4ee/Helder,https://www.transfermarkt.com/helder/profil/spieler/837528,Centre-Back,e944f4ee,837528
Helder SÃ¡,https://fbref.com/en/players/85797372/Helder-Sa,https://www.transfermarkt.com/helder-sa/profil/spieler/549013,Left-Back,85797372,549013
Helerson,https://fbref.com/en/players/2e032648/Helerson,https://www.transfermarkt.com/helerson/profil/spieler/610416,Centre-Back,2e032648,610416
Helibelton Palacios,https://fbref.com/en/players/ac8b2421/Helibelton-Palacios,https://www.transfermarkt.com/helibelton-palacios/profil/spieler/211389,Right-Back,ac8b2421,211389
Helinho,https://fbref.com/en/players/5837cb60/Helinho,https://www.transfermarkt.com/helinho/profil/spieler/412365,Right Winger,5837cb60,412365
Helton Leite,https://fbref.com/en/players/e8918589/Helton-Leite,https://www.transfermarkt.com/helton-leite/profil/spieler/175383,Goalkeeper,e8918589,175383
Hendrik Weydandt,https://fbref.com/en/players/773968e4/Hendrik-Weydandt,https://www.transfermarkt.com/hendrik-weydandt/profil/spieler/330223,Centre-Forward,773968e4,330223
Hendry Blank,https://fbref.com/en/players/76abb354/Hendry-Blank,https://www.transfermarkt.com/hendry-blank/profil/spieler/804831,Centre-Back,76abb354,804831
Henk Bos,https://fbref.com/en/players/c0e31410/Henk-Bos,https://www.transfermarkt.com/henk-bos/profil/spieler/201637,Central Midfield,c0e31410,201637
Henk Veerman,https://fbref.com/en/players/e1a1b481/Henk-Veerman,https://www.transfermarkt.com/henk-veerman/profil/spieler/271743,Centre-Forward,e1a1b481,271743
Henning Matriciani,https://fbref.com/en/players/ab3f1bdf/Henning-Matriciani,https://www.transfermarkt.com/henning-matriciani/profil/spieler/570160,Right-Back,ab3f1bdf,570160
Hennos Asmelash,https://fbref.com/en/players/d0f04352/Hennos-Asmelash,https://www.transfermarkt.com/hennos-asmelash/profil/spieler/339323,Right-Back,d0f04352,339323
Henri,https://fbref.com/en/players/649a01ba/Henri,https://www.transfermarkt.com/henri/profil/spieler/627214,Centre-Back,649a01ba,627214
Henri Bedimo,https://fbref.com/en/players/0d57f1c1/Henri-Bedimo,https://www.transfermarkt.com/henri-bedimo/profil/spieler/6803,Left-Back,0d57f1c1,6803
Henri Lansbury,https://fbref.com/en/players/fe8e6fa1/Henri-Lansbury,https://www.transfermarkt.com/henri-lansbury/profil/spieler/44794,Central Midfield,fe8e6fa1,44794
Henri Saivet,https://fbref.com/en/players/f3709655/Henri-Saivet,https://www.transfermarkt.com/henri-saivet/profil/spieler/51540,Attacking Midfield,f3709655,51540
Henri Weigelt,https://fbref.com/en/players/ce6dc1c0/Henri-Weigelt,https://www.transfermarkt.com/henri-weigelt/profil/spieler/332377,Centre-Back,ce6dc1c0,332377
Henrich Ravas,https://fbref.com/en/players/7ad32ae1/Henrich-Ravas,https://www.transfermarkt.com/henrich-ravas/profil/spieler/325896,Goalkeeper,7ad32ae1,325896
Henrico Drost,https://fbref.com/en/players/fd04b183/Henrico-Drost,https://www.transfermarkt.com/henrico-drost/profil/spieler/17313,Centre-Back,fd04b183,17313
Henrik Dalsgaard,https://fbref.com/en/players/563cbac0/Henrik-Dalsgaard,https://www.transfermarkt.com/henrik-dalsgaard/profil/spieler/93315,Centre-Back,563cbac0,93315
Henrikh Mkhitaryan,https://fbref.com/en/players/dd0daf32/Henrikh-Mkhitaryan,https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735,Attacking Midfield,dd0daf32,55735
Henrique,https://fbref.com/en/players/f28474a4/Henrique,https://www.transfermarkt.com/henrique/profil/spieler/204072,Left-Back,f28474a4,204072
Henrique,https://fbref.com/en/players/19e74ea6/Henrique,https://www.transfermarkt.com/henrique/profil/spieler/226141,Left Winger,19e74ea6,226141
Henrique,https://fbref.com/en/players/429163de/Henrique,https://www.transfermarkt.com/henrique/profil/spieler/52513,Centre-Back,429163de,52513
Henrique,https://fbref.com/en/players/031a71b4/Henrique,https://www.transfermarkt.com/henrique-gelain/profil/spieler/375820,Left-Back,031a71b4,375820
Henrique Almeida,https://fbref.com/en/players/8aa2f2e3/Henrique-Almeida,https://www.transfermarkt.com/henrique-almeida/profil/spieler/103743,Centre-Forward,8aa2f2e3,103743
Henrique AraÃºjo,https://fbref.com/en/players/353eb529/Henrique-Araujo,https://www.transfermarkt.com/henrique-araujo/profil/spieler/617267,Centre-Forward,353eb529,617267
Henrique Dourado,https://fbref.com/en/players/9b010360/Henrique-Dourado,https://www.transfermarkt.com/henrique-dourado/profil/spieler/270959,Centre-Forward,9b010360,270959
Henrique Gomes,https://fbref.com/en/players/f7ef0388/Henrique-Gomes,https://www.transfermarkt.com/henrique-gomes/profil/spieler/352918,Left-Back,f7ef0388,352918
Henrique JocÃº,https://fbref.com/en/players/fb7dfb84/Henrique-Jocu,https://www.transfermarkt.com/henrique-jocu/profil/spieler/479636,Defensive Midfield,fb7dfb84,479636
Henrique Lordelo,https://fbref.com/en/players/b63394ba/Henrique-Lordelo,https://www.transfermarkt.com/henrique-lordelo/profil/spieler/800848,Defensive Midfield,b63394ba,800848
Henrique Ribeiro,https://fbref.com/en/players/5524044b/Henrique-Ribeiro,https://www.transfermarkt.com/henrique-pires/profil/spieler/817492,Centre-Back,5524044b,817492
Henrique Trevisan,https://fbref.com/en/players/33c1b05d/Henrique-Trevisan,https://www.transfermarkt.com/henrique-trevisan/profil/spieler/374090,Centre-Back,33c1b05d,374090
Henrique Vermudt,https://fbref.com/en/players/343837c6/Henrique-Vermudt,https://www.transfermarkt.com/henrique-vermudt/profil/spieler/653608,Centre-Back,343837c6,653608
Henry Kendrick,https://fbref.com/en/players/72b1cdc3/Henry-Kendrick,https://www.transfermarkt.com/henry-kendrick/profil/spieler/625800,Goalkeeper,72b1cdc3,625800
Henry Kessler,https://fbref.com/en/players/23c75879/Henry-Kessler,https://www.transfermarkt.com/henry-kessler/profil/spieler/638732,Centre-Back,23c75879,638732
Henry MartÃ­n,https://fbref.com/en/players/b585c991/Henry-Martin,https://www.transfermarkt.com/henry-martin/profil/spieler/286339,Centre-Forward,b585c991,286339
Henry Onyekuru,https://fbref.com/en/players/e90dc1d5/Henry-Onyekuru,https://www.transfermarkt.com/henry-onyekuru/profil/spieler/380415,Left Winger,e90dc1d5,380415
Henry Vaca,https://fbref.com/en/players/6b14e687/Henry-Vaca,https://www.transfermarkt.com/henry-vaca/profil/spieler/481211,Centre-Forward,6b14e687,481211
Henry Wingo,https://fbref.com/en/players/0362c29e/Henry-Wingo,https://www.transfermarkt.com/henry-wingo/profil/spieler/378478,Right-Back,0362c29e,378478
Herbert Bockhorn,https://fbref.com/en/players/5ad8c360/Herbert-Bockhorn,https://www.transfermarkt.com/herbert-bockhorn/profil/spieler/186477,Right-Back,5ad8c360,186477
Herbie Kane,https://fbref.com/en/players/9d25f51c/Herbie-Kane,https://www.transfermarkt.com/herbie-kane/profil/spieler/314253,Central Midfield,9d25f51c,314253
Herculano Nabian,https://fbref.com/en/players/c39babc1/Herculano-Nabian,https://www.transfermarkt.com/herculano-nabian/profil/spieler/606160,Centre-Forward,c39babc1,606160
Heriberto Jurado,https://fbref.com/en/players/7d014cb0/Heriberto-Jurado,https://www.transfermarkt.com/heriberto-jurado/profil/spieler/950874,Left Winger,7d014cb0,950874
Heriberto Olvera,https://fbref.com/en/players/a7d02761/Heriberto-Olvera,https://www.transfermarkt.com/heriberto-olvera/profil/spieler/100298,Left-Back,a7d02761,100298
Heriberto Tavares,https://fbref.com/en/players/2d9f280e/Heriberto-Tavares,https://www.transfermarkt.com/heriberto-tavares/profil/spieler/445517,Right Winger,2d9f280e,445517
Herman Moussaki,https://fbref.com/en/players/63a10528/Herman-Moussaki,https://www.transfermarkt.com/herman-moussaki/profil/spieler/593319,Centre-Forward,63a10528,593319
Hernane,https://fbref.com/en/players/264273d6/Hernane,https://www.transfermarkt.com/hernane/profil/spieler/195004,Centre-Forward,264273d6,195004
Hernanes,https://fbref.com/en/players/cfc2ee72/Hernanes,https://www.transfermarkt.com/hernanes/profil/spieler/52897,Attacking Midfield,cfc2ee72,52897
Hernani,https://fbref.com/en/players/6f5ead86/Hernani,https://www.transfermarkt.com/hernani/profil/spieler/181768,Central Midfield,6f5ead86,181768
Hernani Infande,https://fbref.com/en/players/85c76f0a/Hernani-Infande,https://www.transfermarkt.com/hernani-infande/profil/spieler/731879,Right Winger,85c76f0a,731879
HernÃ¡n,https://fbref.com/en/players/8c83efb6/Hernan,https://www.transfermarkt.com/hernan-santana/profil/spieler/176133,Central Midfield,8c83efb6,176133
HernÃ¡n Burbano,https://fbref.com/en/players/a0596e4f/Hernan-Burbano,https://www.transfermarkt.com/hernan-burbano/profil/spieler/176255,Left Winger,a0596e4f,176255
HernÃ¡n De La Fuente,https://fbref.com/en/players/035db54d/Hernan-De-La-Fuente,https://www.transfermarkt.com/hernan-de-la-fuente/profil/spieler/552628,Right-Back,035db54d,552628
HernÃ¡n PÃ©rez,https://fbref.com/en/players/e1cea3f7/Hernan-Perez,https://www.transfermarkt.com/hernan-perez/profil/spieler/73636,Right Winger,e1cea3f7,73636
HernÃ¡n Toledo,https://fbref.com/en/players/93568a16/Hernan-Toledo,https://www.transfermarkt.com/hernan-toledo/profil/spieler/397896,Left Winger,93568a16,397896
HernÃ¢ni Fortes,https://fbref.com/en/players/2327c29e/Hernani-Fortes,https://www.transfermarkt.com/hernani/profil/spieler/172142,Right Winger,2327c29e,172142
Heron,https://fbref.com/en/players/fa94d227/Heron,https://www.transfermarkt.com/heron/profil/spieler/697401,Left-Back,fa94d227,697401
HervÃ© Bazile,https://fbref.com/en/players/7abfcbff/Herve-Bazile,https://www.transfermarkt.com/herve-bazile/profil/spieler/95680,Left Winger,7abfcbff,95680
HervÃ© Koffi,https://fbref.com/en/players/faf873a7/Herve-Koffi,https://www.transfermarkt.com/herve-koffi/profil/spieler/415383,Goalkeeper,faf873a7,415383
HervÃ© Lybohy,https://fbref.com/en/players/dc709ab5/Herve-Lybohy,https://www.transfermarkt.com/herve-lybohy/profil/spieler/95336,Centre-Back,dc709ab5,95336
HervÃ© Matthys,https://fbref.com/en/players/787eecb8/Herve-Matthys,https://www.transfermarkt.com/herve-matthys/profil/spieler/203558,Centre-Back,787eecb8,203558
Heurelho Gomes,https://fbref.com/en/players/d596e193/Heurelho-Gomes,https://www.transfermarkt.com/heurelho-gomes/profil/spieler/19059,Goalkeeper,d596e193,19059
Hiago,https://fbref.com/en/players/46c6dcc5/Hiago,https://www.transfermarkt.com/hiago/profil/spieler/412364,Centre-Back,46c6dcc5,412364
Hiago,https://fbref.com/en/players/df58b0a1/Hiago,https://www.transfermarkt.com/hiago/profil/spieler/436747,Centre-Back,df58b0a1,436747
Hianga Mananga Mbock,https://fbref.com/en/players/0f86995c/Hianga-Mananga-Mbock,https://www.transfermarkt.com/hiangaa-mbock/profil/spieler/684062,Central Midfield,0f86995c,684062
Hibert Ruiz,https://fbref.com/en/players/0e7f14c9/Hibert-Ruiz,https://www.transfermarkt.com/hibert-ruiz/profil/spieler/63103,Central Midfield,0e7f14c9,63103
Hicham Boudaoui,https://fbref.com/en/players/f9d5908e/Hicham-Boudaoui,https://www.transfermarkt.com/hicham-boudaoui/profil/spieler/560593,Right Midfield,f9d5908e,560593
Hicham Faik,https://fbref.com/en/players/a10e8c6a/Hicham-Faik,https://www.transfermarkt.com/hicham-faik/profil/spieler/228572,Defensive Midfield,a10e8c6a,228572
Hicham Mahou,https://fbref.com/en/players/f329ec76/Hicham-Mahou,https://www.transfermarkt.com/hicham-mahou/profil/spieler/344610,Right Winger,f329ec76,344610
Hidde Jurjus,https://fbref.com/en/players/1af9e6e6/Hidde-Jurjus,https://www.transfermarkt.com/hidde-jurjus/profil/spieler/215551,Goalkeeper,1af9e6e6,215551
Hidde ter Avest,https://fbref.com/en/players/18f9dbd0/Hidde-ter-Avest,https://www.transfermarkt.com/hidde-ter-avest/profil/spieler/258519,Right-Back,18f9dbd0,258519
Hidemasa Morita,https://fbref.com/en/players/a650c75b/Hidemasa-Morita,https://www.transfermarkt.com/hidemasa-morita/profil/spieler/524315,Defensive Midfield,a650c75b,524315
Higor,https://fbref.com/en/players/fb8b684d/Higor,https://www.transfermarkt.com/higor-meritao/profil/spieler/646432,Defensive Midfield,fb8b684d,646432
