BGGId,0.0,0.1,0.5,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6.0,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7.0,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8.0,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9.0,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9,10.0,total_ratings
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,2.0,513.0,3.0,4.0,2.0,6.0,76.0,0.0,6.0,11.0,7.0,986.0,3.0,19.0,4.0,4.0,229.0,7.0,9.0,32.0,19.0,1265.0,6.0,34.0,9.0,10.0,225.0,12.0,10.0,19.0,8.0,843.0,4.0,11.0,5.0,11.0,86.0,3.0,4.0,6.0,8.0,426.0,5352.0
2,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,140.0,2.0,0.0,0.0,0.0,14.0,2.0,2.0,2.0,0.0,142.0,1.0,1.0,0.0,0.0,10.0,0.0,2.0,0.0,1.0,80.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,17.0,562.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,150.0,0.0,2.0,0.0,1.0,12.0,0.0,1.0,4.0,0.0,454.0,1.0,2.0,2.0,0.0,36.0,1.0,1.0,8.0,1.0,1564.0,2.0,5.0,7.0,8.0,367.0,7.0,13.0,46.0,20.0,3995.0,20.0,83.0,55.0,47.0,1050.0,42.0,51.0,127.0,35.0,4091.0,40.0,56.0,23.0,22.0,486.0,28.0,13.0,33.0,15.0,1497.0,11.0,20.0,7.0,4.0,77.0,3.0,1.0,5.0,3.0,477.0,15148.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,1.0,94.0,0.0,2.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,46.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,342.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,2.0,1.0,17.0,0.0,0.0,0.0,0.0,819.0,1.0,5.0,2.0,4.0,82.0,5.0,7.0,17.0,3.0,2352.0,7.0,18.0,12.0,12.0,483.0,11.0,13.0,59.0,29.0,5039.0,28.0,98.0,53.0,59.0,1065.0,46.0,46.0,118.0,35.0,4300.0,24.0,64.0,21.0,25.0,446.0,14.0,17.0,32.0,9.0,1792.0,11.0,18.0,8.0,4.0,82.0,7.0,9.0,10.0,5.0,905.0,18387.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,81.0
7,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,380.0,0.0,4.0,0.0,0.0,41.0,0.0,2.0,7.0,2.0,926.0,6.0,7.0,4.0,2.0,149.0,12.0,4.0,13.0,5.0,847.0,2.0,9.0,0.0,2.0,81.0,3.0,2.0,7.0,1.0,395.0,1.0,6.0,0.0,1.0,18.0,3.0,1.0,4.0,0.0,126.0,1.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,58.0,3341.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,2.0,1.0,43.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0
9,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,153.0,0.0,1.0,0.0,0.0,15.0,1.0,0.0,2.0,0.0,338.0,2.0,2.0,1.0,1.0,52.0,3.0,1.0,7.0,0.0,361.0,0.0,3.0,5.0,0.0,36.0,3.0,2.0,4.0,1.0,197.0,2.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,46.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1396.0
