BGGId,YearPublished,GameWeight,MinPlayers,MaxPlayers,MfgPlaytime,MfgAgeRec,NumExpansions,Kickstarted,IsReimplementation,AvgRating,Mech_PC1,Mech_PC2,Mech_PC3,Mech_PC4,Mech_PC5,Mech_PC6,Mech_PC7,Mech_PC8,Mech_PC9,Mech_PC10,Theme_PC1,Theme_PC2,Theme_PC3,Theme_PC4,Theme_PC5,Theme_PC6,Theme_PC7,Theme_PC8,Theme_PC9,Theme_PC10
102145,2012,3.4444,2,2,180,12,0,0,0,6.52171,8.67624022894044,-3.4100421452269725,-1.5934507284249475,2.9767927668318537,-1.4493476465965243,-2.109760787950469,-2.407351727085201,0.009085900185583294,2.2387069682524103,-1.533241516562132,-0.6400026287080779,-0.7281235866338729,-0.9235515586552164,0.07387871077093298,-0.06507449508545701,-0.861331276031027,-0.4941980940002986,-0.2943521480850923,0.1581784579737931,-0.05274445714266851
102148,2012,1.623,2,9,60,8,0,0,0,6.50302,-0.26679669491091,-0.2536408112837558,1.9353504797382997,-0.0883571145429567,-0.24814253841069817,-0.3543607889185841,-0.49413201193580736,-1.493685681207726,-0.6398091949345862,1.0997245823027597,0.6060518838620237,-0.6144336620464526,-0.6648130620148041,-0.28505803744004476,1.1655961077197743,1.4034245294598722,-1.3644749260256506,-1.3053067098562168,0.36391444793950517,-2.471608851255614
102150,2011,3.0,3,4,120,12,0,0,0,6.65909,-1.0822492240310342,0.25176920938375374,-1.457508178120286,1.9836467987431479,-0.24510585060503198,2.16051698882511,-0.21716484148596008,-0.5121512828117956,-0.07286634632465566,-0.050248906914564725,-2.3285064069812544,2.9643566450405854,0.8335652738487203,0.6440755282356128,2.1334696449840145,0.09026527981438523,-0.8638666698621338,-1.6870829817193551,0.5802514909566542,1.463873413736817
102151,2011,2.6,3,5,45,12,1,0,0,6.28646,-0.7720153212638479,-0.1597543602183534,-1.2513241408972469,0.6334849699986213,-0.7838250443391631,1.6667578566426045,-0.23507933972822703,-0.9079342892149315,-0.0976408713671261,0.2374490659422679,-2.3285064069812544,2.9643566450405854,0.8335652738487203,0.6440755282356128,2.1334696449840145,0.09026527981438523,-0.8638666698621338,-1.6870829817193551,0.5802514909566542,1.463873413736817
102159,2011,2.1333,2,2,60,11,0,0,1,6.88438,0.3738148082121522,-1.2583249060860087,-0.574139518683508,0.8483956335495387,0.1758236823703564,0.05240943428022969,-0.006002437295454263,0.8895161308558862,0.037534620909275514,0.7682114837897773,-0.1909045574144204,-0.34273158939667897,-0.9031469190066546,-0.9254611749163932,-0.3595749837477141,-0.6746353826661419,0.02132795218351926,-0.8679985189614929,-1.175110705962678,0.48243586292260315
102181,2010,1.4634,2,5,20,9,0,0,0,6.3135,-1.393308151928651,-0.7903352308474463,2.361884488364864,0.9529043267677076,-1.6631455443468788,-1.0822049398833047,0.2251828074773982,-0.7884485290653405,-0.5925101489400958,0.16849372769519405,0.3599725996357746,-0.468760055527192,-0.455168997279162,-0.39452856338780246,0.46046105143796273,0.9060807943559008,-1.2311911574777163,-1.0943373966279877,0.37838867483177585,-1.2419550065267229
102219,2010,1.0,2,2,15,5,0,0,0,6.30844,-0.8189177055370073,-1.21583793609105,-0.5382753067577162,-0.31081584722156635,-0.7081690530290067,-0.1926397241384029,0.6079447023668915,0.35814034393881466,-0.6710270856921651,0.2380348141967106,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
102237,2011,1.7619,2,2,30,8,1,0,0,6.67138,1.9226895840771263,0.309521797540204,0.40795946971333874,-1.464781766443926,2.2319019955192347,0.3817920478649427,-1.3632937354856425,-1.5166119886694691,0.5083808028751066,0.18428349597421373,2.025385056782565,0.07789475173446629,0.7557816303125225,0.5098769823090796,-0.5229281849198504,-0.5337055380638179,0.6129119593883537,0.2438884991085626,-0.020126209577540494,1.021397199817911
102253,2015,1.8333,2,4,30,13,2,1,0,7.29412,0.6084563187458593,0.11211987141419455,-0.582071223724502,-0.775524725645161,1.2665542976881072,-1.5318418461100782,-1.0754372331584465,-0.4145470791494503,-0.15219530242731683,-1.742306451075827,-0.6400026287080779,-0.7281235866338729,-0.9235515586552164,0.07387871077093298,-0.06507449508545701,-0.861331276031027,-0.4941980940002986,-0.2943521480850923,0.1581784579737931,-0.05274445714266851
102275,2011,1.65,1,1,5,6,0,0,0,6.88398,-0.5183923948351389,0.6989112881879029,-0.49556416738304343,-1.4507439932580446,-0.12539224989309689,-0.6233909031992404,-0.39501687359566967,1.3713132282562386,-0.19566078955832517,-0.6519604798045794,3.2324530280966237,0.10259761836162419,1.2733297649649615,0.9537317083269401,-0.5828176038676861,-0.059036864485987474,-0.8037349154760594,0.08877868172772015,0.4204271488462091,1.3118280555607114
102346,2012,2.7,2,3,360,12,0,0,0,7.19268,0.3539834235204334,-1.2064483209968269,-0.7025314721705387,0.23031658392606605,-0.4101293923401591,-0.3559287494953204,-0.299689118141877,-0.1395199157489519,0.19323931767823946,0.14655182753566043,-0.7611374901600896,-0.8932175718377117,-1.0107248371893838,0.501971112988061,0.06494535953483573,-0.9375705444316039,-0.49598923408969786,-0.030371085349440476,0.3425683842801021,0.3069535656570339
102435,2013,3.8584,1,2,120,12,0,0,0,7.98914,0.29075327377800475,0.46046937142578576,-0.1277390464362829,-1.935873898615502,0.9587181314807971,0.39533977259394065,-1.4434275844544666,0.4022495471596695,-1.1023247741354616,1.9404531141412302,-4.836366386886341,-9.577817525698642,14.267383614740641,-6.868479748271153,5.423456289875007,2.1271715182614432,0.23744648635513105,1.9898887315098892,-1.0733728547062635,4.076944712911018
102548,2011,1.7538,1,6,60,14,13,0,0,6.81911,1.536560008239536,1.919650269004292,0.7848041410561658,-2.673092418077491,0.5536020233293051,1.2236989499113704,-0.10570424093154719,1.0287583249700527,-0.04380526403947349,-0.3891764083780447,2.4756646272724807,0.07109992865309502,0.5378825790026209,0.07995057243448664,-0.4764145430290792,-0.17821973915979378,0.4737707145488731,-0.06740352195207659,0.23017254294387418,0.49501605616447647
102610,2011,2.7576,2,4,60,12,2,0,0,6.74235,-1.1815873673534456,0.3939367000039524,-1.2496769003910702,0.025909003829012973,0.609781218415608,-1.7262643556626702,0.5248072079502898,-0.1954886414399641,0.434829811148915,-0.0028740952883162373,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
102631,2011,1.3,3,6,20,10,0,0,0,6.84746,-0.5877661736263358,-0.8196631034314716,-0.44189119212748273,-0.07817447095617183,-0.2264618466112598,-0.132285968078643,0.021241441531572015,-0.07564532796817085,-0.07553416809059638,0.1492260594994286,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
102652,2011,2.5034,2,5,60,8,79,1,0,7.2019,-0.2876605987506384,1.1206462928044991,0.9673013738184083,-2.5899926657331562,0.4232189823597924,0.6494839462868518,-1.1973790079110895,0.9654373878660928,-0.14718587677465697,-1.38412970574757,3.650735013057154,0.21319457915060458,-0.4494612585515767,-1.8115962013217772,4.062871042268036,-0.2454140707237601,9.979879863053727,-1.5370467975758484,8.412282463563992,0.30742711554190183
102676,2011,2.0,6,24,30,6,0,0,1,6.8122,-0.8240038806153828,-1.0001732283867775,0.2258013474345141,-0.06907248100539615,-0.7671260738627984,-0.2308877145483455,0.14080420610335265,0.06031546746406148,-0.41155434549393877,0.10197009691976833,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
102680,2011,3.6533,2,4,120,12,0,0,0,7.75764,-1.1856058774654954,0.8460779921104513,-1.0983969120465362,-0.376023659690331,1.2962283793164242,-1.2566160659304486,-0.09163094898862166,-0.6180197183502434,0.4020686009165312,-0.36332198316573977,-1.0543502260471491,0.04713742548491149,0.8485902823807243,1.5476091912884273,-1.5761829205790243,0.44837507042472907,0.9863449182113588,0.3587721950905854,-0.27871799186979584,-2.102279540002912
102681,2013,2.375,3,5,45,10,1,1,1,6.5528,-0.7827692297306722,1.121542924685008,-0.8237281076037928,-0.5846699751698886,0.8556195502026065,-1.3206611440395262,-1.3235037515473824,-0.7619523494844884,1.1739132654812494,-0.4139795341371471,-1.2106545382633696,1.1640711278623368,0.6209184810453907,0.543866865594713,0.5818085540862568,-0.8164157314967435,-0.5197741074583099,-0.30604215899856624,0.8728809875974243,0.8469774345873734
102690,2011,1.8095,2,5,30,9,3,0,0,6.63111,-0.38851775195778315,0.4338519225492885,-0.3382334147432793,-0.4447583465418864,1.0436544089578086,-0.6112574790972134,-0.47319337911273984,0.46349394107532604,0.5678101195729184,-0.9151820260037777,1.4446302928155241,1.1048981558223594,1.7040550674795911,1.073926752170398,-1.1228945085432507,-0.45569598691808416,1.006787288735094,0.42745509507406737,-0.12701792103859788,0.1489050681026408
102698,2011,2.6667,2,8,60,13,0,1,0,7.77406,-0.2576873795513544,1.0367734507002455,0.8333122626491374,0.8146708850327413,2.774102396898023,-0.5411137018165212,-0.46786345399126067,1.0174844213674588,-0.021759172058205937,-0.3240696951763683,-2.719195950693758,3.724225136991676,1.2654031107423742,1.8517204614847833,2.6242952944255182,1.8003748097381616,0.781323350474173,1.9839264744094036,-0.534066329149232,-1.3139863282132878
102750,0,1.0,2,0,10,6,0,0,0,5.50613,-0.016145326371276702,-0.8780482479845817,-0.42333846332823444,-0.21650340434698645,-0.0016932820383125551,0.00301552846263696,-0.3037818157762458,0.21745848352054925,-0.053927472234599205,0.48497641883064846,-0.7997098074939833,0.2833681844825959,-1.1741047568470928,-1.5463679987035133,-0.16075256772239083,-0.3710423546458182,0.04981652506707116,-1.508295342396902,-0.5986902880266093,0.15284273728716213
102792,2011,1.25,2,6,30,12,0,0,0,5.70882,-0.5877661736263358,-0.8196631034314716,-0.44189119212748273,-0.07817447095617183,-0.2264618466112598,-0.132285968078643,0.021241441531572015,-0.07564532796817085,-0.07553416809059638,0.1492260594994286,-0.173661893216968,-0.40899070696909817,-0.869779661859333,-0.820640321933018,0.18711020252336033,-0.06950514400983336,-0.02664577737970602,-0.806460943115788,-0.35263689134386916,-0.8811721101033623
102794,2013,3.7888,1,7,210,12,8,0,1,8.00345,-0.5787048116124541,8.382229079118982,-5.155956488949784,-1.8077752238753815,-6.240413516056808,-6.075456638790969,-5.503026835030713,0.7122294981572836,4.333780224843463,0.35099373361587205,-1.7867975327541166,4.37244433707947,1.190149281083773,-1.1876635675947895,-0.21370251714167277,1.2033495870501791,-0.013534581136070018,1.021514369142065,0.3676385333647468,1.9367642412804664
102835,2011,1.7391,2,8,40,10,1,0,0,5.87049,-0.6689256595706369,0.4592480549701321,-0.7270217005336054,-0.491334539822525,0.6051830438681541,-1.1879354330804561,-0.9628085995680868,-0.5072558553227575,1.1015591858647689,-0.4153624026495952,1.4555811432264694,0.29076189213272574,0.08381993411171126,-0.217081244273035,-1.070946518299372,-1.2393180180593624,-0.3579330561815226,-0.2895510386621802,-0.8612539373280116,2.133321951831758
102859,2011,1.2,3,8,60,13,0,0,0,5.0277,-0.756744951097971,-0.9556765343197591,-0.44865514556666075,0.554570474674041,0.1294224262447112,0.2519193537723339,0.3716789723396073,0.9890170286414363,0.15401340391634172,0.574230445492476,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
102881,2013,3.6111,2,2,45,10,0,1,0,7.85346,0.47443417005787103,-0.7462624776094393,-0.3352344326327298,-0.08325790694517446,-0.1969477083284445,0.1569687279916057,0.45060534081019354,-0.36498019737953813,0.5909572036029752,-0.16980505355507136,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
102897,2012,1.6296,2,4,30,14,2,1,0,6.12883,-0.9884045951342696,-0.04822821443667707,-0.11184483959048871,-0.14794359367521165,0.7973662274468796,-1.1985733856670264,0.31724338448471257,-0.659501954301404,-0.422283254058632,-1.0142343040444612,-0.1292770141736488,1.02563168372333,-0.5401447148489978,-1.6573569039075642,0.1522988399573899,1.46909963412191,-0.5400865586438238,0.3224133487331865,0.15566895407948006,-1.4869483560220214
102898,2012,2.1429,2,5,60,10,0,0,0,6.61692,-0.9601385992128425,0.4922370671023983,-0.3567861435425275,-0.3064294131510718,0.8188858443848614,-0.7465589756384932,-0.14817012180492195,0.17039012958660607,0.5462034237169212,-1.2509323853349974,-0.4112828449067145,0.20958531922116747,-1.1797128524687044,-2.5823671053286508,-2.183305102007815,-0.5584884085132857,-0.4747993180792687,0.282230805243316,1.0037888757070443,2.106307342839406
102940,2011,1.0385,3,8,20,8,0,0,1,5.87324,-0.11781454792653522,-0.7428521637708905,-0.3271598901818302,-0.4715258611420109,0.05841998357943891,-0.13350217636321093,-0.20077159085397064,0.9139912854762032,-0.24460261130933222,0.39136435165944194,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
102965,2011,1.0,2,2,45,7,0,0,0,4.98438,-0.3816460491797879,-0.781499765971926,1.393267114434288,0.3337717312563804,-0.8098047228995335,-0.6147202535802859,-0.1708798502006281,-1.328655414914881,-0.8253061354853298,1.3934599606657556,-0.32956568407922965,0.05675403708341352,-0.885327374302081,-0.7080669196915408,0.7121459513380609,0.2601571114983629,-0.12483346030876936,-1.055177340685457,-0.3715626077806723,-1.1192574572668064
103016,2011,2.0,2,4,20,8,0,0,0,6.59157,0.1326280654375388,-0.6484088820861207,-0.4719449458173217,0.008918809587130535,-0.3898153869920028,-0.08611988163268916,0.44586943671779333,1.273332177749996,-0.37145998099244293,1.0164916716801764,-0.4138597585400106,-0.00281358565021878,-0.8537254374986704,-1.4247016877669274,-0.9523273730416183,0.25148802356583644,-0.11451449375986873,0.14107775808001044,0.022332918878706722,0.37762265364985603
103039,2012,3.2222,2,2,960,0,0,0,0,7.23689,1.0147113843225493,-0.5229794596588402,-0.005840245470841194,-0.37279550953800167,0.8860417669349254,0.040880846630056894,-0.9369634122776618,-0.7738491720228445,-1.8475677334313334,4.586629299352036,-2.295128909893703,0.2448634463258272,1.1659480928573824,0.9546709009320499,0.34644927137970544,0.5602026230099977,0.34912995310131845,0.15872010556468152,0.18990752610455036,-1.2197161821493514
103061,2011,2.4444,2,2,20,8,0,0,0,6.94228,-1.1038541579387333,-0.4733211348992794,-1.2728400477853399,-0.5257133685040611,-0.9464222378116558,-1.351713622452613,1.3090924378260695,-0.1668561544072171,0.47350312491030333,-0.203580137399835,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
103077,2011,1.0,3,6,20,8,0,0,0,5.53396,-1.143832478667536,-0.8171924150584959,1.032362768093009,0.7271676294940358,-0.8001630732272957,-0.870133408221697,0.35331004011015577,-0.5140821359860088,-0.4722539414198349,0.037607038540278595,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
103091,2011,2.4524,3,4,120,12,0,0,1,6.64861,-0.7622782775719453,0.762758248778981,-0.24842407234537386,4.294661981624116,1.7140098049435926,2.6837947838546468,-0.2634849996482906,2.334201002345892,1.0359837724908312,0.3733390395010104,-0.6863341635686313,0.886853548766295,0.8840838531954194,0.6344999756272454,-0.8917323511603189,-0.14517612845981678,0.7862400115357655,0.8247110319061131,-0.8025992698379774,-1.652745876248618
103092,2011,3.0559,2,4,90,12,1,0,0,6.97557,-0.4622742157017243,0.9150840227596955,-0.8078809749796105,-0.9260019249471395,1.2021075923446638,0.17075063223416356,-1.1339271776570516,-1.1533621202529094,0.6372914514735375,0.7512252577752585,-0.8072341303055215,0.809307329386176,0.6582318712348904,0.35114435452666243,-0.6991638599211368,-0.016125986681930746,0.32460073669703476,-0.07593255663171132,-0.22799381699346477,-1.0192689351975985
103132,2011,2.0714,2,4,40,10,0,0,0,6.762,-1.3190849087566223,0.5442688131414828,-1.4704077568627647,1.322322888135917,-0.043935600190083066,1.3601578833069858,-0.6308298335936942,-1.3281479774806235,-0.5480774314847229,-1.4611826319965757,-1.6827679605507118,1.7430841052193378,0.5877146198508139,0.4943137129241724,0.11666581396098376,-0.5807604118643246,-0.3895248805310294,-0.5791878711037621,0.6031474701483289,0.37024194880515404
103184,2011,2.5789,2,4,90,10,0,0,0,6.49405,-1.4418179987737938,0.5749945440478588,-0.6392238147046796,1.0225034603217709,0.42585771495610053,0.7180568947115286,-0.008312075367248177,0.08114220024476362,0.8045394650441776,-1.542072096898135,-0.12530682991620376,1.3134565620975704,0.8358551320710434,0.5594607798331543,0.015928951466013756,-0.10322232699089814,0.04560296753370998,-0.28183226944353235,0.15982478855943813,0.5366308492366287
103185,2011,2.462,1,4,60,10,0,0,0,6.97873,-1.0217557227164762,3.8885383086331267,-3.3101115496011424,-0.7625987298549417,-1.8292054122654753,-2.2123652972535384,-2.0046323129484707,-0.6846095172080657,1.9564862859263907,-0.8347937164745926,-1.3675215561055705,0.7841081896493189,1.3175546334932549,-1.529407110774924,0.10308718452166551,0.7968084343798343,-0.17989727220754131,0.3301850708886358,0.36408884340759057,0.5079497631691131
103191,2011,2.2857,2,5,45,10,2,0,0,5.39254,-0.9788749335504455,1.001012342421724,0.06694378589710835,-1.3531497969291808,1.5570466614783507,-1.2072739584975518,-0.6959847279507462,-0.7731802591454647,0.12817372527449603,-2.5657732270673437,2.68161327237162,0.8028801923480149,2.650074346484629,2.0358901790419606,-3.470340630409662,-1.1517450465427266,1.3245823885110932,0.23477155209164666,-0.03930859883298863,-0.21628039058205648
103235,2011,2.6,3,4,90,12,1,0,0,6.1404,0.5383358233809526,0.8470844597601694,-0.6960753660339786,-1.4450443629647736,0.8263181750457071,1.699216486444294,0.12061456237667222,-1.7298719445791855,2.476792803622372,-0.7855805073952387,-1.6827679605507118,1.7430841052193378,0.5877146198508139,0.4943137129241724,0.11666581396098376,-0.5807604118643246,-0.3895248805310294,-0.5791878711037621,0.6031474701483289,0.37024194880515404
103236,2011,1.0,2,4,10,6,0,0,0,5.98476,-1.351765187994924,-1.9378585965728101,-0.4818405287958685,-1.1079066410182228,-2.598653153792045,-0.04376414770191574,2.1942289468695666,1.453927104514258,-2.0886591966743744,-0.23610204237355947,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
103261,2011,1.125,4,6,60,13,0,0,0,4.76802,-0.890346871151375,-0.644155575320015,1.2129349425925346,0.8910293158575008,-0.9172099789511233,-0.2903216888078481,-0.53949059106568,-0.21870745907182704,0.5426973357077967,0.4014664477515916,0.223800204151435,-0.22449089778308828,-0.50794061724208,-0.6428318252092489,-0.05268389440696538,0.26135026107635984,-0.20841583748918588,-0.5707911736578555,0.12919664698900726,-0.6731579471357617
103327,2011,1.5,3,6,40,7,0,0,0,4.55673,0.13502697481433207,-0.6416145348262956,-0.35356960689239203,-0.5817294617159656,0.4780200046154885,0.3169149732375774,-0.6154487266022731,0.10088475545002373,-0.24880913705204535,1.2398950713961476,-1.185277080639127,1.5332477676334164,-0.695928466766727,-2.329741495155724,-1.7635924041962139,2.2633956397697683,-0.11085324378099252,3.3187374856324356,1.3316683352268994,0.9140794134154756
103328,2011,1.3333,2,6,20,6,0,0,0,6.04791,-1.1113578098044092,-0.06937277269174097,-0.5330725627458647,1.148660083461613,0.7480508680823744,-0.07539562150657766,0.059546327649037716,-0.023874701833107703,-0.17968134839906838,-0.7277802517176739,-1.185277080639127,1.5332477676334164,-0.695928466766727,-2.329741495155724,-1.7635924041962139,2.2633956397697683,-0.11085324378099252,3.3187374856324356,1.3316683352268994,0.9140794134154756
103339,2014,3.5455,2,2,750,0,0,0,0,7.94655,4.273502524018154,-2.3237834973870695,-1.1785423802913457,1.5926041762816692,-0.8108772599596485,-1.3706438732756667,-1.6208694566094726,0.18379970263116177,0.7556907008203724,-0.4839036702700267,-0.6400026287080779,-0.7281235866338729,-0.9235515586552164,0.07387871077093298,-0.06507449508545701,-0.861331276031027,-0.4941980940002986,-0.2943521480850923,0.1581784579737931,-0.05274445714266851
103343,2011,3.7218,3,6,240,14,3,0,1,7.58275,-0.16120135227574212,7.552790021846439,6.848562245741999,7.630261158358744,13.062867251038487,-2.611269296683437,6.435157561181262,-6.101902646588537,-10.042529233586098,-1.7680637087508564,1.2832263650923503,-0.17347348887706482,1.022570006150811,1.5385505092720253,-0.6865904337410812,0.8726792839327681,-0.15061157041811496,0.3260788883035501,0.34249091682810384,-0.5464396016118469
103368,2011,2.4762,2,4,15,13,0,0,0,6.80387,0.44109709407793074,0.48348771812771013,1.30541610948759,-0.26276498637262524,0.9434311071016538,-0.030705539294442002,3.680559650848757,-3.0461612890320224,-2.5686380719822184,-3.3816616318005286,-0.3911901865918078,0.12057826063277183,0.4691674506177092,0.4868110519023491,-1.3553404679707275,-0.290094602394567,0.4778107916001939,-0.25482508704347495,-0.35061288501443244,-1.0980816944825735
103402,2010,1.0,2,6,1,8,0,0,0,4.42208,-0.5903150971094884,-1.085508744562182,1.6820617426118616,-0.23202168239547083,-2.8973665591160294,0.5093912334323182,1.1014106272435604,0.7326949305212317,-1.4153156714601083,2.905658668733971,-0.173661893216968,-0.40899070696909817,-0.869779661859333,-0.820640321933018,0.18711020252336033,-0.06950514400983336,-0.02664577737970602,-0.806460943115788,-0.35263689134386916,-0.8811721101033623
103405,2011,1.75,2,4,30,5,0,0,0,4.55133,-1.0460638560868103,-0.6777965081552457,-0.6944519287509909,0.8859840479808414,0.4045849528495624,-0.05330533653369515,0.6080477514730824,1.486774366409509,0.4054836008781567,0.16600744594502326,-0.48648076072277824,1.2251030724389438,0.013985353114621167,0.004540800932061007,1.4645784509878654,0.2716055818545175,0.2893796627089498,-0.25625368303864043,-0.1039726339488681,-0.6161570913247214
103469,2011,2.3529,3,5,120,10,0,0,0,7.02765,-0.19303345726446192,0.6033135474413682,0.18872426917910437,0.838095646267584,2.4176871139985625,-0.28875522526293795,-0.3107158861603301,0.32353997348905916,-0.2295132592490219,1.5339833610681595,0.8969713209113979,0.045563175157662644,-0.02512837483370765,-0.07245411275727338,0.148619228792997,-0.3955304387344339,0.6940583783154889,0.7458567309259859,-1.5842160781212506,2.2382713489979773
103573,2012,2.0,2,8,50,12,0,1,0,4.69231,0.07957667346012225,0.37810250982981636,0.40199903644274093,-1.261478232670252,1.3986772249617037,0.6388360251334534,-0.6516970263217614,-0.5697947535371597,0.7108853406973833,-0.4750330151438538,-0.9963178462921024,-0.3455197390845505,0.2780377605175836,0.8608486044391951,-0.05035814609165008,-2.3036194180666234,-1.1297027262437298,-0.04380267797445306,1.5914301693072377,1.6953426845755017
103638,2011,1.4286,2,4,30,8,0,0,0,5.64512,-0.7856467165223886,-0.5583577855231263,-0.6416804662395729,0.5342525072575184,0.49518313761006394,1.3388308714296222,0.3786264678458073,0.9266014536468358,0.5845638853801295,0.8666543733398273,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
103640,2011,1.0,2,4,30,8,0,0,0,5.25029,-0.19518410216382154,-0.5898496751994933,-0.9049441774149236,-0.30913866269799095,-0.3318933840062309,0.6762715732494102,-0.032345989872319486,-0.44646526730446406,0.6291382129146994,0.4502430582345018,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
103649,2011,1.5608,2,5,30,10,3,1,0,6.53229,-0.8448490985994442,-0.26227483186192535,0.017484263896063897,-0.041640179419299435,0.4741469032663093,-0.9447055353329791,0.3701385278773513,-0.9751701069659133,-0.7887650795887977,-0.8184941302348494,-1.26219492781197,2.0039228981433372,1.706051151923515,1.0189430666161476,-1.4346504007870717,0.6916978408056561,0.32874233764595495,0.27489167173574397,-0.14369227945163587,-2.287359417022469
103651,2011,1.2326,2,4,25,8,0,0,0,6.38023,-0.8011239070372234,-0.48089634229384826,-0.326888525522825,-0.20150174528291354,0.20933167434824362,-0.5691547536890839,0.04163182940677076,-0.4196577082362438,-0.20445587344153868,-0.44008227886084134,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
103660,2012,2.5238,3,8,90,13,1,1,0,6.85833,-1.894946754116629,2.89959865481614,1.9917881272471254,5.182733018473671,3.176087639483979,0.33728578738650344,-1.1487149550715927,1.379594983310801,1.689489548174701,-1.1284265745695827,-1.3813244977474903,1.2164155629528122,-0.005992544515977393,-0.1724560432271447,0.4359818176457148,0.15237484468540627,-0.19482794299661446,-0.7844033779008689,0.054153473545802924,-0.32184965098582646
103666,2011,1.9091,2,5,60,14,0,0,0,6.76856,0.0021129337139793964,0.9362301508958684,0.3458202459411608,-1.414322120000803,2.4876411110202308,0.774835618142868,-1.5279066469400624,-1.6502227881490334,0.02650519266119845,1.6398618238206004,1.471289467182435,-0.328714463553325,0.21487734850490398,0.15568732053493192,0.5236365321554273,1.3717046382193234,-2.1578391895468636,-0.06654220087892247,0.7758666506603817,-0.4833820707347251
103670,2012,3.3889,2,4,120,14,13,0,0,7.55541,0.3453169529063654,0.05927283961831798,0.2824397483336364,-1.270725069915368,1.3019971063384839,0.8894446710862232,-1.1008789644285477,-0.28363757472968687,0.44133135115910327,0.38536473139884625,0.1977609850219962,-0.4720657360269206,-2.0149115413966783,0.9582974828765622,3.235400638638735,-1.3764815539445967,0.42220303252733693,3.292763763889818,-3.1825103180163943,-1.5988503275625032
103686,2011,2.1845,2,6,60,14,2,0,0,6.67345,-1.5874030622165354,0.6986774292675109,-0.5749357740747724,1.775355189385838,1.9230813139920304,-0.8351188946596493,0.377764578362379,1.6692791058513807,0.8427982874460742,-1.7940428205322512,-2.4687892605313526,1.4327737765976911,1.8270977500813432,1.8420545092186251,-0.253473057081599,-1.0810632185321922,-0.3568852829977708,-0.24957035704157998,1.4844258575652571,-0.37233211733755506
103687,2011,1.6667,2,5,45,10,0,0,0,5.39474,-0.5877661736263358,-0.8196631034314716,-0.44189119212748273,-0.07817447095617183,-0.2264618466112598,-0.132285968078643,0.021241441531572015,-0.07564532796817085,-0.07553416809059638,0.1492260594994286,-0.20672583501357777,-0.19247681566789585,-0.8761394323604095,-0.8867399747122197,-0.23919993257921465,-0.6212300115957948,-0.16509513403980386,-0.694244615510171,-0.8541726285627658,0.6720005438456075
103714,2012,3.0,3,5,120,14,0,0,0,5.51836,-0.7831507221246441,0.11971942085880577,-0.10599186404651074,0.849858511989017,0.873919531611707,0.6218326287655656,-0.2840962219613402,0.15510741214212087,0.13473729750261773,-0.4322072917203997,1.9463864045476917,-0.10003265372920438,0.6431471743877963,0.4777523698859472,-0.46574798113278476,0.13420961111347238,-0.6591456970292802,-0.2875183938305102,0.2705960236834672,0.4577582439084936
