BGGId,YearPublished,GameWeight,MinPlayers,MaxPlayers,MfgPlaytime,MfgAgeRec,NumExpansions,Kickstarted,IsReimplementation,AvgRating,Mech_PC1,Mech_PC2,Mech_PC3,Mech_PC4,Mech_PC5,Mech_PC6,Mech_PC7,Mech_PC8,Mech_PC9,Mech_PC10,Theme_PC1,Theme_PC2,Theme_PC3,Theme_PC4,Theme_PC5,Theme_PC6,Theme_PC7,Theme_PC8,Theme_PC9,Theme_PC10
11,1997,1.6751,2,7,45,13,27,0,0,7.04068,-1.8381816605338122,1.6067377362993593,0.052330738522477535,3.0708667362247652,2.5491968683968564,-0.1673064482480745,2.5513655176645855,2.428650006887539,3.7889712882628923,-1.9881078963372647,-1.0376624579055889,0.9136609515255566,0.011901156002612575,-0.8747169622529195,-0.6607896307889515,0.5399123889030624,0.006473639323387338,0.3190980960011459,0.34949939887359727,-0.16143295674046465
12,1999,2.3498,2,5,60,12,0,0,0,7.47924,-1.2889882029376196,0.004936576548839727,-0.7976934393884484,1.3483784743001306,0.6475331393454739,-0.08026923102801356,0.37853494382958913,1.5144278181586914,0.010035414838955979,-0.6403069800760628,0.42974884925057477,0.5072893659118315,1.604251150239929,1.3131077813982226,-3.046609981787548,-0.7121750463065735,0.642395836473033,-0.2686160996141322,-0.14028449478785537,-1.3844543938822955
13,1995,2.3139,3,4,120,10,88,0,0,7.13746,2.7382838020379827,8.19065203939975,-2.5424389510422563,6.095787218065155,-0.5015473534588882,2.5655242681648116,1.5557410389606696,5.670892152285729,-0.32664677995474345,2.013966665906115,-1.1353950695370845,1.17703291979342,0.3248786737783827,0.22656951807280687,0.5051044377824455,0.14595232041324022,-0.04485300327341888,-0.3288596814102885,0.14289358591305915,-0.0770570561844533
14,1998,1.8571,3,4,25,10,0,0,0,6.75682,-1.3526154758882605,0.12619020011146115,0.42533713225341285,3.0623685277964516,1.7124023333409357,-0.15578901875781304,1.0508798967744948,2.2024223575119404,0.32217883310201834,-0.16472731600148383,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
15,1977,2.3747,2,6,90,12,11,0,0,6.91053,-0.7406314420673672,2.9871563411388045,3.480934146215224,4.61310892052895,3.458539190685645,-1.6125217910983625,1.8012984074360483,0.030122029924293168,-1.583580956260061,1.6609334357522587,0.22253417573553294,0.147085828585257,-0.45916120330736954,-0.025437036252333893,1.1113731446674908,-0.037542389998076436,0.37104170993925006,0.874996805896881,-1.343955925406918,-0.679334748163195
16,1996,2.1505,3,4,60,12,0,0,0,6.83223,-0.8980000763935222,-0.40813953382936424,-0.6480752293505221,1.2719873577883547,0.31225734712287123,0.3614731641038635,0.03915593977383897,0.32013767843496527,-0.050759643048125996,-0.13847191335740405,-1.1353950695370845,1.17703291979342,0.3248786737783827,0.22656951807280687,0.5051044377824455,0.14595232041324022,-0.04485300327341888,-0.3288596814102885,0.14289358591305915,-0.0770570561844533
17,1999,1.527,2,2,5,10,0,0,1,6.37009,-0.11781454792653522,-0.7428521637708905,-0.3271598901818302,-0.4715258611420109,0.05841998357943891,-0.13350217636321093,-0.20077159085397064,0.9139912854762032,-0.24460261130933222,0.39136435165944194,1.0152968171616839,-0.05852889056968441,0.24480517201986213,0.17698572054873185,-0.033752698603419035,-0.2845308906596791,0.5224559885812247,0.19686108714180664,-0.037057412223919575,0.40770929439682896
18,1994,2.4302,2,8,120,12,5,0,0,7.07714,4.85313431020556,5.910832412513394,2.6000865391322674,0.10641348138124687,1.057169935543035,2.3538537944755578,10.090869932592716,-1.2838620484053411,-2.9517085928245685,-5.177893696938816,1.4184642758470687,0.5414477005717502,-1.4379668176850169,-0.8058744316480035,2.197280122163727,-1.0053138401069077,0.8644188225711947,1.5291318543116965,-4.296338145005371,0.2553878639440634
19,1991,1.8365,2,4,45,9,0,0,0,6.29107,-1.3431008396187833,-0.1876041195817329,1.6996504092063436,1.498908375872035,-1.3564114223032742,-0.07517712928622669,-0.23640703632195062,-1.337517467281319,1.1636165116483408,0.4428946965471175,-1.1370932285055033,0.6797545675099382,1.9638853487255328,-0.30354579399534243,0.06471295538948024,0.24077005879484117,0.13822982516610627,-0.06484558174422152,-0.21340437245947147,-0.34988621528802005
20,1988,3.1639,2,4,90,12,1,0,0,7.48874,1.1722171957842562,-0.8553713326352068,-0.5202838970134311,-0.5401051692337936,0.5566673761207481,0.40544242500784355,-1.0985573623668181,-0.1824818962176234,0.5246078963771956,0.6764258777980743,0.22253417573553294,0.147085828585257,-0.45916120330736954,-0.025437036252333893,1.1113731446674908,-0.037542389998076436,0.37104170993925006,0.874996805896881,-1.343955925406918,-0.679334748163195
21,1994,3.0,1,7,0,12,0,0,0,5.5,-0.5877661736263358,-0.8196631034314716,-0.44189119212748273,-0.07817447095617183,-0.2264618466112598,-0.132285968078643,0.021241441531572015,-0.07564532796817085,-0.07553416809059638,0.1492260594994286,-0.23732062149461736,1.2516354520532693,0.7149642158202286,0.8219683547095671,0.31883832980490934,-0.08858298063022929,1.226556314124722,1.9592069904002118,-2.025453089712487,-2.1853038209294833
22,1979,4.5277,1,16,240,12,0,0,0,7.21002,4.081720894361451,3.649102886751887,3.8660895197547225,-1.119442643558896,1.871302472220159,2.100146047269019,1.3435110320863064,1.103579180917177,-1.697330518583073,0.6807177053225915,2.584610229442928,-0.22513167371171314,0.2699515192933219,1.9771749728000394,-0.30045990722751065,-2.8064397201716247,-0.6252900857887558,0.9456384154301077,1.1581442093616883,2.976802143813162
23,1979,3.1781,2,6,360,12,2,0,0,7.13465,6.791546451367339,1.3383032455516812,0.7174267362513416,1.3205126260362696,1.741003626174843,-1.3297878036997446,-0.9827946046662563,0.7880804340346482,1.2532540810498574,-0.5278946048306791,0.1204488338270589,-0.1547132675454268,0.6003577241234964,1.1807839858117704,-0.8092154752224654,0.39515948758749386,0.5297155047685884,0.40112554150359997,-0.03227600974139167,-0.5372867435815862
24,1997,3.4906,2,6,240,12,3,0,0,6.62609,0.4902381024609652,0.7016218298581678,1.974992782013871,2.063431538953392,0.8012700755388247,1.640349452804561,-1.167988733732904,0.1745175468535634,2.9108821591359733,0.3767852083361656,-0.7922506498090878,2.1966255956804868,1.0372155957338123,2.299334310992287,1.9606253541676795,0.6114411034802719,2.3889693174736277,4.450930795944889,-4.039978945599484,-4.144672844438434
25,1998,3.2,2,6,200,12,1,0,0,5.92531,0.9256042707754923,-1.2648334655499367,-0.6839787433712904,0.09198765053525157,-0.1853608277672118,-0.2206272529540405,-0.6247123754496947,0.15358389573976833,0.21484601353423663,0.48230218686688026,0.7836088732824001,-0.0812724323975663,0.22093489236048147,0.11998584642569221,-0.5883730226141685,-0.34331018523180223,0.021181378157423485,-0.21247174063046034,-0.10417090288602826,0.46691110193875435
26,1996,3.8598,3,6,300,12,0,0,0,7.09678,0.4837087664477334,-0.3878114338891721,-0.5848323540601805,1.3920733366865403,1.1056959027126316,0.24042405859460958,-0.8728664979983383,-0.10856934876797307,-0.577475386155893,1.1303722092969755,-2.049388049120997,2.9655723265397294,3.5158651613694483,2.6670331648003316,-2.0908150737197557,-0.1818491253275755,1.4709165607269923,0.36999386810556373,-0.05813112302167115,-3.234743359400107
27,1984,3.1271,2,6,340,12,16,0,0,5.65347,-0.2948546382704212,-0.4910746637593377,-0.8378770165686751,1.0849915494390363,0.22872585670188972,1.1953970007327075,-0.7425433641269971,0.22494142901601288,0.01624119603170383,0.1648476765065741,-4.169268146461916,-1.9392179188426888,-2.0785807050239895,7.208669619046361,0.5740995268274645,1.4129666406111823,1.096105761682126,5.812598967164428,3.7287524386578994,-3.0892608097683176
28,1987,2.6472,2,8,180,12,5,0,1,6.4816,-0.7253131986382303,1.6894444102177664,-0.6080590228298866,1.8593751767071003,0.9239307342304425,2.4393341801366124,-0.5801216667712566,-0.2593157189324198,1.4783033428549932,-0.4057922911821312,0.009653706770107505,0.06685017035602546,-0.29763742285425643,0.6054346932591508,0.9370443339499658,1.0564130817252435,0.7404345917109344,1.1773020669703016,-1.021762279740867,-2.209913737336969
29,1993,3.25,2,4,120,10,0,0,0,6.68521,-0.14692286964416384,-0.020675928528137762,-0.1099448779073164,-1.2097859989224036,0.9184811588283766,1.3061135275027957,-0.4976569820710856,-0.6899217104223536,0.9424652924845435,0.26638403317938564,1.4655763876516,-0.06532371365105566,0.026906120709960516,-0.2529406893258612,0.012760943287352545,0.07095490824434451,0.38331474374174407,-0.11443093391883256,0.21324134029749503,-0.11867184925660554
30,1981,1.81,1,4,90,10,0,0,0,6.84482,-0.43828631165046206,-0.3614905475113388,-0.1569853705738896,-0.5069361077285082,0.5806887184706064,-0.19034285892164032,-0.41008936168326837,0.2916813445700951,-0.6764462672660303,1.1304770766853007,3.3114516803314973,0.2805250238252946,1.3859642208896878,0.9858563207500715,-0.6399978076547522,-0.7269520136632778,0.46832274094157467,0.6201855746667927,0.12970491558520092,1.8754670114701282
31,1991,1.9259,2,5,90,10,1,0,0,5.36587,1.0460550173129302,-0.8046476221625491,-0.3166817038334815,-0.22158684033598908,0.027820856244502683,0.29227022453288554,0.12558208350237585,-0.07187638589081818,0.6125638994589725,0.16594530577614874,3.3114516803314973,0.2805250238252946,1.3859642208896878,0.9858563207500715,-0.6399978076547522,-0.7269520136632778,0.46832274094157467,0.6201855746667927,0.12970491558520092,1.8754670114701282
32,1975,1.5417,2,2,30,8,0,0,0,6.06147,-0.5877661736263358,-0.8196631034314716,-0.44189119212748273,-0.07817447095617183,-0.2264618466112598,-0.132285968078643,0.021241441531572015,-0.07564532796817085,-0.07553416809059638,0.1492260594994286,-0.5563384645384627,-0.34724883657795486,1.015611911558464,-0.8675955638566607,0.6646792790128807,0.16276050764910785,-0.25564550418063414,-0.24841217770972646,-0.10651266099841403,0.5226059164272506
34,1987,2.3958,1,8,180,12,0,0,0,6.64889,-0.2690993335758317,0.25239422267875605,2.148454421376426,-2.1583307688436326,-0.0004129467897203591,1.91022722667836,-1.5394321984586612,1.0545471957231114,0.6645071411969289,-1.2597214359566344,6.475776372339411,-0.35269021332235423,2.348068890357756,1.8581303259516062,1.0443127298004269,4.049108864053879,-6.894303623204235,0.2741155701023685,3.2275040252341207,0.08591063391244919
36,1986,4.4032,2,8,300,12,28,0,0,6.40295,5.383778290090252,-1.597619193377826,-0.7695256487109245,1.113745526063723,-0.4757374298906114,-0.5250058920747391,-0.5617905788563864,-0.06109620614088907,0.9424668258997229,-0.15139944328751082,0.22253417573553294,0.147085828585257,-0.45916120330736954,-0.025437036252333893,1.1113731446674908,-0.037542389998076436,0.37104170993925006,0.874996805896881,-1.343955925406918,-0.679334748163195
37,1991,2.0909,2,4,120,12,1,0,0,5.8106,-0.5877661736263358,-0.8196631034314716,-0.44189119212748273,-0.07817447095617183,-0.2264618466112598,-0.132285968078643,0.021241441531572015,-0.07564532796817085,-0.07553416809059638,0.1492260594994286,0.7836088732824001,-0.0812724323975663,0.22093489236048147,0.11998584642569221,-0.5883730226141685,-0.34331018523180223,0.021181378157423485,-0.21247174063046034,-0.10417090288602826,0.46691110193875435
38,1981,1.9,2,4,30,10,0,0,0,6.16082,-0.8372418468874507,-0.792805919220422,0.8876305281443726,0.14756222631750002,-1.0894443177308428,-0.3443574997402506,-0.10688579110118547,-0.35001172104750267,-0.19579037561085724,0.2801127486543441,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
39,1979,2.5,2,4,60,12,0,0,0,5.29583,3.6075118769693812,4.827317244621546,2.6396198056038584,-0.38835594306420373,0.2855699753994002,-1.86105221513939,2.0523652478722307,1.1303338045786613,-3.349813537755567,4.869904120165694,2.2756359971245113,-0.30600171986387653,0.4643691182936495,0.33455599885644194,-0.46074254428389383,0.2907804253924831,-1.1836376253730032,-0.5764492649076857,0.09806176229561929,0.11441368902359728
40,1982,2.7826,2,4,120,12,2,0,0,6.73841,0.23736661795744074,1.8373115246644771,0.8558232478036835,5.408384087466498,2.547583763524343,0.33604130706800617,-0.6481964965673731,4.190023795365429,-0.2769178241469964,1.9410581686118107,-0.3394059634030913,0.9498363559225853,1.7744831432510941,2.0281893767736725,-1.6017502900850487,0.3441188969553409,1.3852301089540593,1.4853357260069289,-0.7137731740469616,-2.0432558163478745
41,1980,1.1553,2,4,30,9,1,0,1,6.85195,-0.11781454792653522,-0.7428521637708905,-0.3271598901818302,-0.4715258611420109,0.05841998357943891,-0.13350217636321093,-0.20077159085397064,0.9139912854762032,-0.24460261130933222,0.39136435165944194,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
42,1997,3.5064,2,4,90,12,1,0,0,7.69599,-0.33415923793343666,7.233362237217092,-4.505576773559568,0.2828410222920463,-4.139487457732762,0.0025448597205307705,4.315502253767232,-2.0979811366471655,2.1507816319442705,1.858529951748705,-0.8510449838219584,1.2251278841007842,1.6432928697453073,1.33421644286425,-2.1478752828333088,-0.3411351930267198,1.3333253957856657,0.8293850974598544,-1.0321100493200026,-2.604050767248861
43,1990,2.4242,2,6,90,12,0,0,0,6.58402,-1.244268203769659,2.7191423870900215,-3.9613191063959707,4.762770554913268,-3.456421895463238,7.350327489339318,-2.8821105466765666,-3.5331970994886737,-4.993636134559371,-0.7797930143241889,-1.8370362464049255,0.6439747089228116,-0.9863164770516069,1.4324584913853202,1.389168278788517,-1.2863868506799567,-0.8376109986975747,0.6623594323034337,0.9182480699931529,0.688065535074125
44,1997,1.6257,3,6,60,8,0,0,0,6.45438,-0.8873268936539994,-1.0497663507478632,-0.4405677176813963,0.0891081709808206,-0.24681031649185992,-0.7626203599370005,0.25441137629543414,-0.48244422877301174,-0.310375482549906,-0.18028831602445683,-0.22647936633848081,-0.217696074701717,-0.2900415659321786,-0.2129054153346556,-0.09919753629773696,-0.09413553782766394,-0.06927459264970533,-0.25949915259721623,-0.12110210553240733,-0.14677680348232716
45,1800,1.2625,2,6,30,8,0,0,0,6.90371,-0.4058465730131593,-0.32478576249439156,1.3209090066571603,1.4891223748025715,0.6231106767547847,-0.4623344638199854,0.2366140033653303,0.4443777802671345,-0.14991050277768375,0.42812051825431036,0.4224349424758258,-0.16962592205619317,-0.60093488659594,-0.43493413247540147,0.8602764769076838,0.03151772361361331,0.26495807333266336,-0.1868931542255683,-0.3679683253943344,-0.6858768386225952
46,1995,2.2555,2,6,60,10,0,1,0,7.15626,-0.9987921560010646,8.832998826050458,-5.6435564425171485,6.293812725000011,-5.7459295759326885,4.930787966611362,-3.291487329139514,-0.8602954262960716,-8.615638227771477,-1.5435420399430995,-0.8652945461054122,0.15290665455430472,0.940137991188027,0.6461229035592182,-0.8299103050640568,-0.07403524844412056,0.20420015703507674,-0.37308878043954874,0.23788529296451139,-1.3601368619214327
47,1999,2.2685,3,5,60,12,0,0,0,7.35277,-1.4465314650090975,9.838423866673365,-5.554924220058347,8.654693675502932,-4.788931655148907,6.493983250121108,-2.3064500461254234,-0.800945007654084,-5.535813649515275,-0.9604272487257124,-1.7161498335041252,2.204036323881312,1.2731521109454516,0.7906192879341246,-0.09486188584095462,0.22396187155897346,0.34902232607332123,-0.14529308544478367,0.03600187445200171,-0.9495491878997238
48,1999,2.4638,2,4,90,12,0,0,1,6.09125,-0.8980000763935222,-0.40813953382936424,-0.6480752293505221,1.2719873577883547,0.31225734712287123,0.3614731641038635,0.03915593977383897,0.32013767843496527,-0.050759643048125996,-0.13847191335740405,-0.7049624083806527,0.022250144172702116,0.8760627771740997,1.5819226609231691,-1.392711916779333,0.3474729904994258,0.8260397440916171,0.08233112239169861,0.07227784448615003,-1.5893318210129288
49,1998,1.3693,2,5,30,10,3,0,0,6.47074,-1.0834750194035607,-0.6467785368740664,0.17904425399716875,-0.09667396319824378,-0.2553682108835602,-0.8488907085669858,0.3420526991455513,-0.40320825886960326,-0.5390291375620228,-0.6278629092116639,-0.47240879454888673,-0.17831343154232476,-0.6209127842265384,-0.6119309766346075,-0.16832015643446765,-0.08771301355549789,-0.2192495323729009,-0.7150428490877966,-0.20984221789966354,-0.39156939828370024
50,1999,1.4921,2,2,30,10,2,0,0,7.18784,-1.4116288392313472,1.1959601794930295,-0.842306334647209,0.4456909729553242,-1.1671752751305675,-2.2406058432741656,0.6796391882824978,0.3852598109966311,-1.4599383527761063,-1.2838554756122895,0.14976098835263338,0.06291236100807633,0.039735209962777365,-0.01922602333646434,-0.8138744992829923,-0.5189770686917723,-0.1175232963446445,-0.23110265130745586,-0.2780145394603947,0.46047479285160364
51,1999,2.4107,1,99,30,10,0,0,0,7.01391,0.4206702028246956,-0.6696559966286069,-0.0485485715689056,-1.0101657066841243,-0.6512076459494293,1.0978904734514836,1.138420800391985,0.03940076746267007,0.5606143367699127,-0.5539482519646137,0.9496972024481518,0.15144653825095497,-0.6827493138815943,-0.3195082513527611,1.1267118374799772,-0.5348125141683651,0.5199230613723379,0.8293813587305543,-2.3404138021005028,-0.030831538703003113
52,1990,2.6,2,3,300,14,0,0,0,6.16538,-0.5877661736263358,-0.8196631034314716,-0.44189119212748273,-0.07817447095617183,-0.2264618466112598,-0.132285968078643,0.021241441531572015,-0.07564532796817085,-0.07553416809059638,0.1492260594994286,0.7836088732824001,-0.0812724323975663,0.22093489236048147,0.11998584642569221,-0.5883730226141685,-0.34331018523180223,0.021181378157423485,-0.21247174063046034,-0.10417090288602826,0.46691110193875435
53,1996,3.0,3,6,0,14,0,0,0,5.96143,-0.5877661736263358,-0.8196631034314716,-0.44189119212748273,-0.07817447095617183,-0.2264618466112598,-0.132285968078643,0.021241441531572015,-0.07564532796817085,-0.07553416809059638,0.1492260594994286,-1.1353950695370845,1.17703291979342,0.3248786737783827,0.22656951807280687,0.5051044377824455,0.14595232041324022,-0.04485300327341888,-0.3288596814102885,0.14289358591305915,-0.0770570561844533
54,1999,2.7906,2,4,90,10,1,0,0,7.33204,1.3043203081675079,3.8016449045372958,-1.1798769582760178,-1.1598728004133165,1.3062316146325448,3.451186265543268,1.5611855189954233,-2.976823062523783,8.950876545917932,-1.0638627631700108,0.14976098835263338,0.06291236100807633,0.039735209962777365,-0.01922602333646434,-0.8138744992829923,-0.5189770686917723,-0.1175232963446445,-0.23110265130745586,-0.2780145394603947,0.46047479285160364
55,1998,1.5556,2,6,90,12,0,0,0,4.87444,-0.016145326371276702,-0.8780482479845817,-0.42333846332823444,-0.21650340434698645,-0.0016932820383125551,0.00301552846263696,-0.3037818157762458,0.21745848352054925,-0.053927472234599205,0.48497641883064846,0.9891156380483235,-0.42775092830073624,-0.4475673798320188,-0.4628737984727625,0.30973524400474445,0.40801465233544143,-0.7069728525664097,-0.881507596315838,0.02213003522562629,-0.8903249681336229
57,1987,2.9149,2,4,180,13,0,0,0,6.65293,-1.1767093882926665,-0.021165949604120268,-1.0626137825909632,2.573482311574376,0.5426764858630735,1.553854636373934,-0.3996056085769122,0.3276206239304289,0.0194090252181771,-0.4586006556814782,-1.1353950695370845,1.17703291979342,0.3248786737783827,0.22656951807280687,0.5051044377824455,0.14595232041324022,-0.04485300327341888,-0.3288596814102885,0.14289358591305915,-0.0770570561844533
58,1986,2.6437,2,4,120,12,0,0,1,6.50457,3.0201964297639026,0.8671655026675358,1.494236956667683,0.2342113360204505,1.8882334774061111,-0.11833263510917211,-1.0766129954910064,-1.867626168247602,-1.1797646584803612,3.799938931708564,1.2428754275608322,-0.31291427007994044,-0.30264605274062983,0.23281724296887443,-1.1839682945021925,-0.6937917736643705,-0.30824038378216034,-0.5623383568362843,0.15246258123348808,0.1095774427984901
59,1999,2.5693,3,4,90,10,0,0,0,6.69704,-1.1767093882926665,-0.021165949604120268,-1.0626137825909632,2.573482311574376,0.5426764858630735,1.553854636373934,-0.3996056085769122,0.3276206239304289,0.0194090252181771,-0.4586006556814782,-4.439006003967189,6.63489769287167,2.007001236553937,1.2111515254886878,3.4973418523523536,2.1103554854321587,-0.651199857621368,1.1733343967666676,1.8275183920143656,1.254032285243588
60,1999,2.7813,3,6,120,14,0,0,0,7.07778,-0.31013733025978685,3.8168605869871217,-1.577289231901157,-1.0373343538431534,-0.40737229588960355,-3.4802193271589776,-3.4878186159644935,-1.1265353606053963,2.2186658551105207,1.5100966037228618,-0.8510449838219584,1.2251278841007842,1.6432928697453073,1.33421644286425,-2.1478752828333088,-0.3411351930267198,1.3333253957856657,0.8293850974598544,-1.0321100493200026,-2.604050767248861
61,1998,1.7451,2,6,40,10,0,0,0,5.44069,-0.8770850786151752,-0.5417830772669586,-0.6876879753118129,0.2532391023506284,0.048700679993591484,-0.437510658384672,0.2576102206650472,0.4221120097999016,0.17593602887121862,-0.2589969400480241,-0.3911901865918078,0.12057826063277183,0.4691674506177092,0.4868110519023491,-1.3553404679707275,-0.290094602394567,0.4778107916001939,-0.25482508704347495,-0.35061288501443244,-1.0980816944825735
62,1988,1.88,1,4,120,12,1,0,0,5.31848,-0.38458642064179477,-0.43102255071856727,-0.10644323016337033,-0.30531386913922287,0.36828662662432077,-0.011883358686573156,0.5259292915129884,-0.9713586071613631,-0.5172213178465085,-0.600089388555205,2.592645270478041,0.21219014387199245,1.604268955631957,1.3313831262129292,-0.8495760222524645,0.9824990980529605,-1.7553430237437442,0.31442894023304935,0.696186996341098,-0.5806171500827518
63,1979,2.6296,2,8,180,12,0,0,0,6.45191,6.0066695357810085,-1.6064435241289927,-0.6621615065954439,1.8279349038002177,-0.20605360013472845,-1.3112947667655108,-1.6335145851149582,0.1447950879470553,0.1201312207765757,0.12745349834673853,-0.7049624083806527,0.022250144172702116,0.8760627771740997,1.5819226609231691,-1.392711916779333,0.3474729904994258,0.8260397440916171,0.08233112239169861,0.07227784448615003,-1.5893318210129288
64,1998,2.5424,3,6,180,12,0,0,0,6.27643,-0.27451336466490783,0.9119117038764919,1.1107736707537235,-0.42704841508370484,2.1359980081441043,-1.0653268358736605,-0.8057516843871221,-1.8564558308670733,-0.6984730677681344,1.2110037056854064,-0.7049624083806527,0.022250144172702116,0.8760627771740997,1.5819226609231691,-1.392711916779333,0.3474729904994258,0.8260397440916171,0.08233112239169861,0.07227784448615003,-1.5893318210129288
66,1997,2.9286,2,4,90,12,0,0,0,7.02767,-0.7265019528885732,0.47698120317723863,-0.5866177834886318,0.6642818460922291,1.378547418465128,1.116034611338493,-0.2236074085939129,-0.7023481845750643,0.6744954321428486,0.2999467367872549,-0.7049624083806527,0.022250144172702116,0.8760627771740997,1.5819226609231691,-1.392711916779333,0.3474729904994258,0.8260397440916171,0.08233112239169861,0.07227784448615003,-1.5893318210129288
