url,title,price,area_m2,floor,rooms,location,scrape_date,Típus,Állapot,Fűtés,Építés éve,Energetikai besorolás,Unnamed: 13,Napelem,Szintek száma,Erkély,Átlagos rezsiköltség,Tervezett átadás,Terasz,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiii-kerulet/8431345?page=8&pos=2&cr=250,"Eladó 1 szobás téglalakás 67,06 millió Ft értékben Budapest XIII. kerületben - OASIS Residence lakóparkban",67.0,40.0,2. emelet,1.0,"Budapest XIII. kerület, Sólyatér utca 15.",2025-08-14,Téglalakás,Új építésű,Mennyezeti hűtés-fűtés,,A++,,,8.0,"4,7 m²",,2027. 4. negyedév,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiv-kerulet/8383058?page=8&pos=3&cr=250,"Eladó 3+1 fél szobás téglalakás 133,56 millió Ft értékben Budapest XIV. kerületben - NL111 lakóparkban",133.0,87.0,4. emelet,3.0,Budapest XIV. kerület,2025-08-14,Téglalakás,Új építésű,Mennyezeti hűtés-fűtés,,A+,,,4.0,66 m²,,2026. 2. negyedév,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiv-kerulet/8357111?page=8&pos=4&cr=250,"Eladó 3 szobás téglalakás 89,07 millió Ft értékben Budapest XIV. kerületben - NL111 lakóparkban",89.0,63.0,földszint,3.0,Budapest XIV. kerület,2025-08-14,Téglalakás,Új építésű,Mennyezeti hűtés-fűtés,,A+,,,4.0,"5,5 m²",,2026. 2. negyedév,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiii-kerulet/8390987?page=8&pos=5&cr=250,"Eladó 1 szobás téglalakás 67,5 millió Ft értékben Budapest XIII. kerületben - Lomb Corner lakóparkban",67.0,36.0,3. emelet,1.0,"Budapest XIII. kerület, Lomb utca 13.",2025-08-14,Téglalakás,Új építésű,Egyéb,,AA+ (2016-2023-as besorolás),,,9.0,"1,7 m²",,2025. 4. negyedév,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xi-kerulet/8454282?page=8&pos=6&cr=250,"Eladó 3 szobás téglalakás 155,4 millió Ft értékben Budapest XI. kerületben - NapForrás 20 - Buda lakóparkban",155.0,71.0,1. emelet,3.0,Budapest XI. kerület,2025-08-14,Téglalakás,Új építésű,Mennyezeti hűtés-fűtés,,A+++,,,3.0,24 m²,,2026. 3. negyedév,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xi-kerulet/8454276?page=8&pos=7&cr=250,"Eladó 2 szobás téglalakás 112,85 millió Ft értékben Budapest XI. kerületben - NapForrás 20 - Buda lakóparkban",112.0,54.0,1. emelet,2.0,Budapest XI. kerület,2025-08-14,Téglalakás,Új építésű,Mennyezeti hűtés-fűtés,,A+++,,,3.0,14 m²,,2026. 3. negyedév,,
https://www.zenga.hu/ingatlan/elado-teglalakas-debrecen/8449159?page=8&pos=8&cr=250,"Eladó 3 szobás téglalakás 74,4 millió Ft értékben Debrecenben - Epres Liget by Bayer lakóparkban",74.0,68.0,3. emelet,3.0,Debrecen,2025-08-14,Téglalakás,Új építésű,Távfűtés,2026.0,,,,4.0,10 m²,,2026. 1. negyedév,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-ix-kerulet/8070330?page=8&pos=9&cr=250,"Eladó 3+1 fél szobás téglalakás 225,94 millió Ft értékben Budapest IX. kerületben - CITY PEARL lakóparkban",225.0,114.0,1. emelet,3.0,Budapest IX. kerület,2025-08-14,Téglalakás,Új építésű,,2024.0,,,,,,,2024. 3. negyedév,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xii-kerulet/8391019?page=8&pos=10&cr=250,"Eladó 3 szobás téglalakás 177,03 millió Ft értékben Budapest XII. kerületben - Királyhágó Residence lakóparkban",177.0,72.0,1. emelet,3.0,"Budapest XII. kerület, Királyhágó tér 6-7.",2025-08-14,Téglalakás,Új építésű,Egyéb,,A+,,,7.0,,,2024. 1. negyedév,"12,9 m²",
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xii-kerulet/8327424?page=8&pos=11&cr=250,"Eladó 3 szobás téglalakás 195,5 millió Ft értékben Budapest XII. kerületben - Királyhágó Residence lakóparkban",195.0,72.0,4. emelet,3.0,"Budapest XII. kerület, Királyhágó tér 6-7.",2025-08-14,Téglalakás,Új építésű,Egyéb,,A+,,,7.0,"12,9 m²",,2024. 1. negyedév,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-x-kerulet/8327394?page=8&pos=12&cr=250,"Eladó 2 szobás téglalakás 79,44 millió Ft értékben Budapest X. kerületben - Somfa Liget Vii. Ütem lakóparkban",79.0,47.0,5. emelet,2.0,"Budapest X. kerület, Somfa utca 5/a.",2025-08-14,Téglalakás,Új építésű,Házközponti fűtés egyedi méréssel,,A+,,,7.0,"28,5 m²",,2024. 1. negyedév,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-v-kerulet/8665107?page=8&pos=13&cr=248,Budapest V. kerület eladó téglalakás 2 szobás: 110 millió Ft,110.0,67.0,félemelet,2.0,"Budapest V. kerület, Markó utca",2025-08-14,Téglalakás,Felújítandó,Házközponti,1927.0,,,,6.0,2 m²,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-v-kerulet-lipotvaros/8663414?page=8&pos=14&cr=248,Budapest V. kerület eladó téglalakás 3 szobás: 100 millió Ft,100.0,49.0,földszint,3.0,"Budapest V. kerület, Lipótváros, Nyáry Pál utca",2025-08-14,Téglalakás,Újszerű,Gázkazán,1910.0,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-v-kerulet/8660309?page=8&pos=15&cr=248,,,,,,,2025-08-14,,,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-v-kerulet/8657165?page=8&pos=16&cr=248,Budapest V. kerület eladó téglalakás 2 szobás: 155 millió Ft,155.0,57.0,5. emelet,2.0,"Budapest V. kerület, Parlament",2025-08-14,Téglalakás,Újszerű,Elektromos,1950.0,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-v-kerulet/8656935?page=8&pos=17&cr=248,"Budapest V. kerület eladó téglalakás 4 szobás: 214,4 millió Ft",214.0,134.0,2. emelet,4.0,"Budapest V. kerület, Kristóf tér",2025-08-14,Téglalakás,Átlagos,Gázkazán,1836.0,,,,3.0,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vii-kerulet/8665739?page=8&pos=18&cr=242,,,,,,,2025-08-14,,,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vii-kerulet-nagykoruton-beluli-terulet/8663413?page=8&pos=19&cr=242,Budapest VII. kerület eladó téglalakás 1 szobás: 54 millió Ft,54.0,27.0,,1.0,"Budapest VII. kerület, Belső-Erzsébetváros, Wesselényi utca",2025-08-14,Téglalakás,Jó állapotú,Gáz (konvektor),1890.0,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vii-kerulet/8664070?page=8&pos=20&cr=242,Budapest VII. kerület eladó téglalakás 1 szobás: 60 millió Ft,60.0,29.0,földszint,1.0,Budapest VII. kerület,2025-08-14,Téglalakás,Újszerű,Gázkazán,1911.0,,,,5.0,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vii-kerulet/8664070?page=9&pos=1&cr=242,Budapest VII. kerület eladó téglalakás 1 szobás: 60 millió Ft,60.0,29.0,földszint,1.0,Budapest VII. kerület,2025-08-14,Téglalakás,Újszerű,Gázkazán,1911.0,,,,5.0,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vii-kerulet-nagykoruton-kivuli-terulet/8664163?page=9&pos=2&cr=242,Budapest VII. kerület eladó téglalakás 2 szobás: 86 millió Ft,86.0,51.0,,2.0,"Budapest VII. kerület, Külső-Erzsébetváros",2025-08-14,Téglalakás,Jó állapotú,Házközponti fűtés egyedi méréssel,2015.0,,,,,,,,19 m²,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vii-kerulet-nagykoruton-beluli-terulet/8663413?page=9&pos=3&cr=242,Budapest VII. kerület eladó téglalakás 1 szobás: 54 millió Ft,54.0,27.0,,1.0,"Budapest VII. kerület, Belső-Erzsébetváros, Wesselényi utca",2025-08-14,Téglalakás,Jó állapotú,Gáz (konvektor),1890.0,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vii-kerulet/8658074?page=9&pos=4&cr=242,"Budapest VII. kerület eladó téglalakás 1 szobás: 64,9 millió Ft",64.0,36.0,,1.0,Budapest VII. kerület,2025-08-14,Téglalakás,Jó állapotú,Gáz (konvektor),1910.0,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vii-kerulet-ligetvaros/8662547?page=9&pos=5&cr=242,Budapest VII. kerület eladó téglalakás 3 szobás: 93 millió Ft,93.0,71.0,,3.0,"Budapest VII. kerület, Ligetváros",2025-08-14,Téglalakás,Újszerű,Gázkazán,1890.0,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vii-kerulet/8657266?page=9&pos=6&cr=242,Budapest VII. kerület eladó téglalakás 3 szobás: 95 millió Ft,95.0,106.0,2. emelet,3.0,"Budapest VII. kerület, Izabella utca",2025-08-14,Téglalakás,Átlagos,Gáz (konvektor),1900.0,,,,3.0,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vii-kerulet/8651625?page=9&pos=7&cr=242,Budapest VII. kerület eladó téglalakás 2 szobás: 79 millió Ft,79.0,67.0,4. emelet,2.0,"Budapest VII. kerület, Rákóczi út",2025-08-14,Téglalakás,Felújítandó,Gáz (héra),1920.0,,,,4.0,,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-bekescsaba-lencsesi-jozsef-attila-lakotelep/8665811?page=9&pos=8&cr=230,"Békéscsaba eladó panellakás 2+1 fél szobás: 27,9 millió Ft",27.0,68.0,10. emelet,2.0,"Békéscsaba, Lencsési (József Attila) lakótelep",2025-08-14,Panellakás,Felújított,Házközponti fűtés egyedi méréssel,1970.0,A++,,Van,10.0,4 m²,33 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xi-kerulet-szentimrevaros/8523726?page=9&pos=9&cr=230,,,,,,,2025-08-14,,,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xix-kerulet/8658612?page=9&pos=10&cr=229,"Budapest XIX. kerület eladó téglalakás 3 szobás: 99,5 millió Ft",99.0,65.0,3. emelet,3.0,"Budapest XIX. kerület, KöKi",2025-08-14,Téglalakás,Újszerű,Fan coil,2025.0,,,,2.0,10 m²,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xix-kerulet/8655437?page=9&pos=11&cr=229,"Budapest XIX. kerület eladó téglalakás 2 szobás: 35,9 millió Ft",35.0,35.0,földszint,2.0,"Budapest XIX. kerület, Árpád utca",2025-08-14,Téglalakás,Újszerű,Gáz (konvektor),1963.0,,,,1.0,20 m²,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-budapest-xi-kerulet-kelenfold/8653380?page=9&pos=12&cr=227,Budapest XI. kerület eladó panellakás 3 szobás: 94 millió Ft,94.0,62.0,,3.0,"Budapest XI. kerület, Kelenföld",2025-08-14,Panellakás,Jó állapotú,Távfűtés egyedi méréssel,1973.0,,,,,4 m²,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-budapest-xi-kerulet-kelenfold/8664942?page=9&pos=13&cr=227,"Budapest XI. kerület eladó panellakás 3 szobás: 83,5 millió Ft",83.0,65.0,5. emelet,3.0,"Budapest XI. kerület, Kelenföld, Fraknó utca",2025-08-14,Panellakás,Felújítandó,Távfűtés egyedi méréssel,1970.0,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xi-kerulet-sasad-sashegy-xi-ker/8661845?page=9&pos=14&cr=227,"Budapest XI. kerület eladó téglalakás 4 szobás: 199,9 millió Ft",199.0,104.0,,4.0,"Budapest XI. kerület, Sasad-Sashegy XI. ker.",2025-08-14,Téglalakás,Jó állapotú,Gázkazán,2006.0,,,,,,,,14 m²,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xi-kerulet/8660185?page=9&pos=15&cr=227,"Budapest XI. kerület eladó téglalakás 1+2 fél szobás: 169,9 millió Ft",169.0,70.0,3. emelet,1.0,"Budapest XI. kerület, Sasad Liget környéke",2025-08-14,Téglalakás,Újszerű,Házközponti fűtés egyedi méréssel,2020.0,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xi-kerulet/8657277?page=9&pos=16&cr=227,"Budapest XI. kerület eladó téglalakás 3 szobás: 139,9 millió Ft",139.0,80.0,tetőtér,3.0,Budapest XI. kerület,2025-08-14,Téglalakás,Jó állapotú,Távfűtés,1930.0,,,,5.0,"1,6 m²",,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xi-kerulet/8454338?page=9&pos=17&cr=225,"Eladó 2 szobás téglalakás 112,85 millió Ft értékben Budapest XI. kerületben - NapForrás 20 - Buda lakóparkban",112.0,54.0,1. emelet,2.0,Budapest XI. kerület,2025-08-14,Téglalakás,Új építésű,Mennyezeti hűtés-fűtés,,A+++,,,3.0,14 m²,,2026. 3. negyedév,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xvi-kerulet-rakosszentmihaly/8586511?page=9&pos=18&cr=222,"Budapest XVI. kerület eladó téglalakás 5 szobás: 179,9 millió Ft",179.0,190.0,2. emelet,5.0,"Budapest XVI. kerület, Rákosszentmihály",2025-08-14,Téglalakás,Új építésű,Hőszivattyú,2025.0,,,,3.0,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-ii-kerulet/8582900?page=9&pos=19&cr=220,Budapest II. kerület eladó téglalakás 4 szobás: 275 millió Ft,275.0,97.0,1. emelet,4.0,Budapest II. kerület,2025-08-14,Téglalakás,Felújított,Gázkazán,1970.0,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vii-kerulet/8602434?page=9&pos=20&cr=220,"Eladó 4 szobás téglalakás 243,95 millió Ft értékben Budapest VII. kerületben - LIGET VILLA - uniques homes by Faedra Group lakóparkban",243.0,90.0,1. emelet,4.0,"Budapest VII. kerület, Városligeti fasor 25-27",2025-08-14,Téglalakás,Új építésű,Padlófűtés,,,,,6.0,"7,8 m²",,2027. 4. negyedév,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xi-kerulet/8454339?page=10&pos=1&cr=215,"Eladó 3 szobás téglalakás 155,4 millió Ft értékben Budapest XI. kerületben - NapForrás 20 - Buda lakóparkban",155.0,71.0,1. emelet,3.0,Budapest XI. kerület,2025-08-14,Téglalakás,Új építésű,Mennyezeti hűtés-fűtés,,A+++,,,3.0,24 m²,,2026. 3. negyedév,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-iii-kerulet-uromhegy/8360852?page=10&pos=2&cr=211,Budapest III. kerület eladó téglalakás 4 szobás: 227 millió Ft,227.0,200.0,földszint,4.0,"Budapest III. kerület, Ürömhegy",2025-08-14,Téglalakás,Felújított,Házközponti fűtés egyedi méréssel,2000.0,,,,2.0,35 m²,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-dunakeszi/8524823?page=10&pos=3&cr=210,"Dunakeszi eladó téglalakás 2+1 fél szobás: 74,9 millió Ft",74.0,63.0,földszint,2.0,Dunakeszi,2025-08-14,Téglalakás,Felújított,Gáz (konvektor),1975.0,,,,3.0,8 m²,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiii-kerulet/8455867?page=10&pos=4&cr=210,"Budapest XIII. kerület eladó téglalakás 3 szobás: 109,9 millió Ft",109.0,72.0,3. emelet,3.0,Budapest XIII. kerület,2025-08-14,Téglalakás,Új építésű,Hőszivattyú,2025.0,A++,,Nincs,,8 m²,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiii-kerulet-vizafogo/8554593?page=10&pos=5&cr=210,"Budapest XIII. kerület eladó téglalakás 4 szobás: 103,9 millió Ft",103.0,93.0,2. emelet,4.0,"Budapest XIII. kerület, Vizafogó, Visegrádi utca",2025-08-14,Téglalakás,Jó állapotú,Gáz (konvektor),,,,,3.0,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-ix-kerulet-rehabilitacios-terulet-ix-/8386054?page=10&pos=6&cr=201,Budapest IX. kerület eladó téglalakás 1 szobás: 45 millió Ft,45.0,26.0,5. emelet,1.0,"Budapest IX. kerület, Rehabilitációs terület IX. ker.",2025-08-14,Téglalakás,Újszerű,Központi fűtés,2017.0,B,,,5.0,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vi-kerulet/8660958?page=10&pos=7&cr=200,Budapest VI. kerület eladó téglalakás 4 szobás: 149 millió Ft,149.0,94.0,3. emelet,4.0,Budapest VI. kerület,2025-08-14,Téglalakás,Felújított,Gázkazán,1950.0,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-viii-kerulet/8660957?page=10&pos=8&cr=200,Budapest VIII. kerület eladó téglalakás 5 szobás: 220 millió Ft,220.0,156.0,2. emelet,5.0,Budapest VIII. kerület,2025-08-14,Téglalakás,Felújított,Gázkazán,1920.0,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiv-kerulet-herminamezo/8663393?page=10&pos=9&cr=200,"Budapest XIV. kerület eladó téglalakás 1 szobás: 47,5 millió Ft",47.0,30.0,3. emelet,1.0,"Budapest XIV. kerület, Herminamező",2025-08-14,Téglalakás,Újszerű,,1951.0,,,,3.0,,,,,
https://www.zenga.hu/ingatlan/elado-tarsashazi-lakas-budapest-vi-kerulet/8663817?page=10&pos=10&cr=200,Budapest VI. kerület eladó társasházi lakás 1 szobás: 50 millió Ft,50.0,28.0,földszint,1.0,Budapest VI. kerület,2025-08-14,Társasházi lakás,Felújított,Gáz (konvektor),1930.0,,,,2.0,,30 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiii-kerulet-ujlipotvaros/8629708?page=10&pos=11&cr=200,"Budapest XIII. kerület eladó téglalakás 1 szobás: 52,9 millió Ft",52.0,31.0,2. emelet,1.0,"Budapest XIII. kerület, Újlipótváros, Tisza",2025-08-14,Téglalakás,Felújított,Gáz (konvektor),,C,,,4.0,,15 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-v-kerulet/8388075?page=10&pos=12&cr=200,"Budapest V. kerület eladó téglalakás 3 szobás: 305,24 millió Ft",305.0,95.0,4. emelet,3.0,Budapest V. kerület,2025-08-14,Téglalakás,,,1950.0,,,,5.0,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-v-kerulet/8369068?page=10&pos=13&cr=200,Budapest V. kerület eladó téglalakás 4 szobás: 265 millió Ft,265.0,100.0,2. emelet,4.0,Budapest V. kerület,2025-08-14,Téglalakás,,,1950.0,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-v-kerulet/8433051?page=10&pos=14&cr=200,"Budapest V. kerület eladó téglalakás 3 szobás: 215,46 millió Ft",215.0,89.0,4. emelet,3.0,Budapest V. kerület,2025-08-14,Téglalakás,,,1950.0,,,,6.0,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-v-kerulet/8481034?page=10&pos=15&cr=200,Budapest V. kerület eladó téglalakás 2+1 fél szobás: 129 millió Ft,129.0,70.0,5. emelet,2.0,Budapest V. kerület,2025-08-14,Téglalakás,,,1950.0,,,,5.0,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xv-kerulet-rakospalota/8329239?page=10&pos=16&cr=200,"Budapest XV. kerület eladó téglalakás 4 szobás: 119,9 millió Ft",119.0,114.0,1. emelet,4.0,"Budapest XV. kerület, Rákospalota",2025-08-14,Téglalakás,Új építésű,Gázkazán,2024.0,A++,,,2.0,10 m²,25 000 Ft/hó,,10 m²,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vii-kerulet/8369105?page=10&pos=17&cr=200,Budapest VII. kerület eladó téglalakás 4 szobás: 129 millió Ft,129.0,93.0,1. emelet,4.0,Budapest VII. kerület,2025-08-14,Téglalakás,,,1950.0,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiv-kerulet/8660968?page=10&pos=18&cr=200,"Budapest XIV. kerület eladó téglalakás 2 szobás: 78,9 millió Ft",78.0,39.0,2. emelet,2.0,Budapest XIV. kerület,2025-08-14,Téglalakás,Felújított,Gázkazán,2005.0,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-tarsashazi-lakas-nyiregyhaza-orokosfold/7488487?page=10&pos=19&cr=200,"Eladó 3 szobás társasházi lakás 74,9 millió Ft értékben Nyíregyházán - GREENCITY I. Ütem lakóparkban",74.0,75.0,földszint,3.0,"Nyíregyháza, Örökösföld, Törzs utca 2",2025-08-14,Társasházi lakás,Új építésű,Egyéb,2025.0,AA+ (2016-2023-as besorolás),,,2.0,,,2024. 1. negyedév,,
https://www.zenga.hu/ingatlan/elado-tarsashazi-lakas-nyiregyhaza-orokosfold/7488483?page=10&pos=20&cr=200,"Eladó 3 szobás társasházi lakás 65,9 millió Ft értékben Nyíregyházán - GREENCITY I. Ütem lakóparkban",65.0,71.0,1. emelet,3.0,"Nyíregyháza, Örökösföld, Törzs utca 2",2025-08-14,Társasházi lakás,Új építésű,Egyéb,2025.0,A++,,,2.0,10 m²,,2024. 1. negyedév,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-ix-kerulet/8644209?page=11&pos=1&cr=200,"Budapest IX. kerület eladó téglalakás 2 szobás: 59,9 millió Ft",59.0,75.0,földszint,2.0,Budapest IX. kerület,2025-08-14,Téglalakás,Átlagos,Gázkazán,1926.0,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-v-kerulet/8490966?page=11&pos=2&cr=200,Budapest V. kerület eladó téglalakás 3 szobás: 215 millió Ft,215.0,110.0,1. emelet,3.0,Budapest V. kerület,2025-08-14,Téglalakás,Felújított,Gázkazán,,,,,3.0,5 m²,50 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-szazhalombatta/8586657?page=11&pos=3&cr=200,"Százhalombatta eladó téglalakás 1+2 fél szobás: 67,9 millió Ft",67.0,59.0,földszint,1.0,Százhalombatta,2025-08-14,Téglalakás,Újszerű,Gázkazán,2007.0,E,,Nincs,,,,,13 m²,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xvi-kerulet/8450003?page=11&pos=4&cr=200,Budapest XVI. kerület eladó téglalakás 1 szobás: 35 millió Ft,35.0,38.0,földszint,1.0,Budapest XVI. kerület,2025-08-14,Téglalakás,Felújított,Elektromos,1920.0,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-szentes/8363669?page=11&pos=5&cr=200,Szentes eladó téglalakás 1+2 fél szobás: 42 millió Ft,42.0,53.0,földszint,1.0,Szentes,2025-08-14,Téglalakás,Új építésű,Hőszivattyú,2025.0,B,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xi-kerulet-kelenfold/8551504?page=11&pos=6&cr=200,"Budapest XI. kerület eladó téglalakás 3 szobás: 139,99 millió Ft",139.0,62.0,földszint,3.0,"Budapest XI. kerület, Kelenföld",2025-08-14,Téglalakás,Új építésű,Hőszivattyú,2024.0,,,Nincs,2.0,,,,21 m²,
https://www.zenga.hu/ingatlan/elado-teglalakas-balatonmariafurdo/8440065?page=11&pos=7&cr=200,"Balatonmáriafürdő eladó téglalakás 1 szobás: 48,09 millió Ft",48.0,40.0,földszint,1.0,Balatonmáriafürdő,2025-08-14,Téglalakás,Új építésű,Elektromos,2025.0,,,Nincs,,8 m²,,,20 m²,
https://www.zenga.hu/ingatlan/elado-teglalakas-balatonmariafurdo/8619441?page=11&pos=8&cr=200,"Balatonmáriafürdő eladó téglalakás 1 szobás: 55,9 millió Ft",55.0,31.0,3. emelet,1.0,Balatonmáriafürdő,2025-08-14,Téglalakás,Új építésű,Házközponti fűtés egyedi méréssel,2025.0,A+++,,Nincs,,,,,14 m²,
https://www.zenga.hu/ingatlan/elado-teglalakas-balatonmariafurdo/8466871?page=11&pos=9&cr=200,"Balatonmáriafürdő eladó téglalakás 1 szobás: 49,48 millió Ft",49.0,39.0,1. emelet,1.0,Balatonmáriafürdő,2025-08-14,Téglalakás,Új építésű,Elektromos,2025.0,,,Nincs,,,,,7 m²,
https://www.zenga.hu/ingatlan/elado-egyeb-lakas-budapest-viii-kerulet/8344226?page=11&pos=10&cr=200,"Budapest VIII. kerület eladó egyéb lakás 4 szobás: 129,8 millió Ft",129.0,172.0,,4.0,"Budapest VIII. kerület, Nagy Fuvaros utca 27",2025-08-14,Egyéb lakás,Újszerű,,,,,,3.0,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xix-kerulet/8606986?page=11&pos=11&cr=200,"Eladó 3 szobás téglalakás 95,37 millió Ft értékben Budapest XIX. kerületben - Aerogate Homes lakóparkban",95.0,67.0,2. emelet,3.0,"Budapest XIX. kerület, Tompa utca 162119/7 hrsz.",2025-08-14,Téglalakás,Új építésű,Hőszivattyú,,,,,8.0,"13,7 m²",,2027. 2. negyedév,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vii-kerulet/8602507?page=11&pos=12&cr=200,"Eladó 4 szobás téglalakás 318,35 millió Ft értékben Budapest VII. kerületben - LIGET VILLA - uniques homes by Faedra Group lakóparkban",318.0,138.0,6. emelet,4.0,"Budapest VII. kerület, Városligeti fasor 25-27",2025-08-14,Téglalakás,Új építésű,Padlófűtés,,,,,6.0,,,2027. 4. negyedév,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xi-kerulet/8577373?page=11&pos=13&cr=200,"Eladó 1 szobás téglalakás 62,59 millió Ft értékben Budapest XI. kerületben - Revital Park lakóparkban",62.0,30.0,4. emelet,1.0,"Budapest XI. kerület, Fehérvári út 120.",2025-08-14,Téglalakás,Új építésű,Fan coil,,A+,,,9.0,"5,4 m²",,2028. 1. negyedév,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiii-kerulet/8264321?page=11&pos=14&cr=200,"Eladó 3 szobás téglalakás 143,07 millió Ft értékben Budapest XIII. kerületben - Granat Club House By Astora lakóparkban",143.0,78.0,5. emelet,3.0,Budapest XIII. kerület,2025-08-14,Téglalakás,Új építésű,Mennyezeti hűtés-fűtés,,A++,,,5.0,"25,8 m²",,2026. 2. negyedév,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiii-kerulet/8264312?page=11&pos=15&cr=200,"Eladó 2 szobás téglalakás 72,67 millió Ft értékben Budapest XIII. kerületben - Granat Club House By Astora lakóparkban",72.0,47.0,1. emelet,2.0,Budapest XIII. kerület,2025-08-14,Téglalakás,Új építésű,Mennyezeti hűtés-fűtés,,A++,,,5.0,"4,2 m²",,2026. 2. negyedév,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-v-kerulet/8528444?page=11&pos=16&cr=200,"Budapest V. kerület eladó téglalakás 3 szobás: 159,6 millió Ft",159.0,71.0,2. emelet,3.0,Budapest V. kerület,2025-08-14,Téglalakás,Felújított,Gázkazán,,,,,4.0,,,,,
