url,title,price,area_m2,floor,rooms,location,Típus,Szintek száma,Állapot,Fűtés,Energetikai besorolás,scrape_date,Napelem,Építés éve,Átlagos rezsiköltség,Erkély,,Terasz
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/8702278?page=5&pos=9,Budapest VI. kerület kiadó téglalakás 1 szobás: 180 ezer Ft,180.0,39.0,39 m²,1.0,"Budapest VI. kerület, Székely Mihály utca",Téglalakás,,,Gázkazán,Nem adta meg a hirdető,2025-10-02,,1940,,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-xix-kerulet-kispest/8718929?page=5&pos=10,Budapest XIX. kerület kiadó panellakás 2 szobás: 160 ezer Ft,160.0,45.0,45 m²,2.0,"Budapest XIX. kerület, Kispest, Jókai utca",Panellakás,,,Távfűtés,Nem adta meg a hirdető,2025-10-02,,1980,,4 m²,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/8528374?page=5&pos=11,Budapest VI. kerület kiadó téglalakás 1 szobás: 200 ezer Ft,200.0,34.0,34 m²,1.0,"Budapest VI. kerület, Benczúr utca",Téglalakás,3,Jó állapotú,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,1910,,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-xxii-kerulet-budafok/8721494?page=5&pos=12,Budapest XXII. kerület kiadó társasházi lakás 1 szobás: 190 ezer Ft,190.0,33.0,33 m²,1.0,"Budapest XXII. kerület, Budafok, Pécsi utca 3",Társasházi lakás,3,Jó állapotú,Gázkazán,E,2025-10-02,Nincs,1977,15 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet-ujlipotvaros/8714870?page=5&pos=4,Budapest XIII. kerület kiadó téglalakás 1 szobás: 190 ezer Ft,190.0,40.0,40 m²,1.0,,Téglalakás,5,Felújított,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-v-kerulet-belvaros/8717287?page=5&pos=13,Budapest V. kerület kiadó téglalakás 1 szobás: 200 ezer Ft,200.0,40.0,40 m²,1.0,"Budapest V. kerület, Belváros",Téglalakás,5,Felújított,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet-nagykoruton-kivuli-terulet/8715249?page=5&pos=16,Budapest VII. kerület kiadó téglalakás 2 szobás: 195 ezer Ft,195.0,41.0,41 m²,2.0,"Budapest VII. kerület, Külső-Erzsébetváros",Téglalakás,,,Egyéb,Nem adta meg a hirdető,2025-10-02,,1910,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-iv-kerulet-ujpest/8708252?page=5&pos=14,Budapest IV. kerület kiadó téglalakás 1 szobás: 140 ezer Ft,140.0,36.0,36 m²,1.0,"Budapest IV. kerület, Újpest",Téglalakás,2,Jó állapotú,Gázkazán,A,2025-10-02,Nincs,1910,25 000 Ft/hó,,,4 m²
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet-palotanegyed/8720106?page=5&pos=15,Budapest VIII. kerület kiadó téglalakás 2 szobás: 190 ezer Ft,190.0,60.0,60 m²,2.0,"Budapest VIII. kerület, Palotanegyed, Szentkirályi utca 7-11",Téglalakás,3,Felújított,Gázkazán,Nem adta meg a hirdető,2025-10-02,,,20 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-iii-kerulet-obuda/8676142?page=5&pos=17,Budapest III. kerület kiadó téglalakás 1 szobás: 195 ezer Ft,195.0,38.0,38 m²,1.0,"Budapest III. kerület, Óbuda",Téglalakás,,Felújított,Gázkazán,Nem adta meg a hirdető,2025-10-02,,1910,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xxi-kerulet/8673910?page=5&pos=18,Budapest XXI. kerület kiadó téglalakás 1 szobás: 200 ezer Ft,200.0,40.0,40 m²,1.0,Budapest XXI. kerület,Téglalakás,,Átlagos,Gázkazán,Nem adta meg a hirdető,2025-10-02,,1950,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet-ligetvaros/8696846?page=5&pos=19,Budapest VII. kerület kiadó téglalakás 1 szobás: 185 ezer Ft,185.0,36.0,36 m²,1.0,"Budapest VII. kerület, Ligetváros",Téglalakás,,Átlagos,Házközponti,Nem adta meg a hirdető,2025-10-02,,1960,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiv-kerulet-nagyzuglo/8699609?page=5&pos=20,Budapest XIV. kerület kiadó téglalakás 2 szobás: 200 ezer Ft,200.0,51.0,51 m²,2.0,"Budapest XIV. kerület, Nagyzugló",Téglalakás,3,Jó állapotú,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,1970,,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-ii-kerulet-vizivaros-ii-ker/8696102?page=6&pos=3,Budapest II. kerület kiadó társasházi lakás 1 szobás: 200 ezer Ft,200.0,35.0,35 m²,1.0,"Budapest II. kerület, Víziváros II. ker, Fő utca 49",Társasházi lakás,4,Átlagos,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xi-kerulet/8714933?page=6&pos=6,Budapest XI. kerület kiadó téglalakás 1 szobás: 200 ezer Ft,200.0,33.0,33 m²,1.0,Budapest XI. kerület,Téglalakás,4,Jó állapotú,Távfűtés egyedi méréssel,Nem adta meg a hirdető,2025-10-02,,1111,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet/8716197?page=6&pos=7,Budapest VIII. kerület kiadó téglalakás 2 szobás: 180 ezer Ft,180.0,38.0,38 m²,2.0,"Budapest VIII. kerület, József körút",Téglalakás,4,Átlagos,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,1890,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-x-kerulet-felsorakos/8717797?page=6&pos=8,Budapest X. kerület kiadó téglalakás 1 szobás: 180 ezer Ft,180.0,33.0,33 m²,1.0,"Budapest X. kerület, Felsőrákos",Téglalakás,6,Jó állapotú,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-x-kerulet-felsorakos/8718109?page=6&pos=5,Budapest X. kerület kiadó téglalakás 1 szobás: 160 ezer Ft,160.0,35.0,35 m²,1.0,"Budapest X. kerület, Felsőrákos",Téglalakás,4,Felújított,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-xv-kerulet/8694365?page=6&pos=9,Budapest XV. kerület kiadó panellakás 2 szobás: 200 ezer Ft,200.0,46.0,46 m²,2.0,Budapest XV. kerület,Panellakás,10,Jó állapotú,Távfűtés,Nem adta meg a hirdető,2025-10-02,,1978,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xvi-kerulet-matyasfold/8719940?page=6&pos=2,Budapest XVI. kerület kiadó téglalakás 1 szobás: 180 ezer Ft,180.0,55.0,55 m²,1.0,"Budapest XVI. kerület, Mátyásföld",Téglalakás,,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet/8679436?page=6&pos=11,Budapest VII. kerület kiadó téglalakás 1 szobás: 185 ezer Ft,185.0,36.0,36 m²,1.0,"Budapest VII. kerület, Bajza utca",Téglalakás,8,Átlagos,Házközponti fűtés egyedi méréssel,Nem adta meg a hirdető,2025-10-02,,1960,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-iv-kerulet-ujpest/8713733?page=6&pos=12,Budapest IV. kerület kiadó téglalakás 2 szobás: 200 ezer Ft,200.0,73.0,73 m²,2.0,"Budapest IV. kerület, Újpest",Téglalakás,2,Átlagos,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,1980,,4 m²,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet/8716721?page=6&pos=14,Budapest VIII. kerület kiadó téglalakás 1 szobás: 190 ezer Ft,190.0,37.0,37 m²,1.0,Budapest VIII. kerület,Téglalakás,3,Jó állapotú,Gáz (héra),A+,2025-10-02,Nincs,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-x-kerulet/8707520?page=6&pos=15,Budapest X. kerület kiadó téglalakás 1 szobás: 150 ezer Ft,150.0,36.0,36 m²,1.0,"Budapest X. kerület, Vaskő utca",Téglalakás,,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xi-kerulet-kelenfold/8716374?page=6&pos=16,Budapest XI. kerület kiadó téglalakás 1 szobás: 200 ezer Ft,200.0,40.0,40 m²,1.0,"Budapest XI. kerület, Kelenföld",Téglalakás,4,Újszerű,Házközponti fűtés egyedi méréssel,Nem adta meg a hirdető,2025-10-02,,2010,,5 m²,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet/8696032?page=6&pos=1,,195.0,38.0,38 m²,,,,,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-iii-kerulet/8673426?page=6&pos=10,Budapest III. kerület kiadó téglalakás 1 szobás: 195 ezer Ft,195.0,,,,,,,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-xxi-kerulet/8715340?page=6&pos=17,Budapest XXI. kerület kiadó panellakás 2 szobás: 175 ezer Ft,175.0,46.0,46 m²,2.0,Budapest XXI. kerület,Panellakás,,Jó állapotú,Távfűtés egyedi méréssel,Nem adta meg a hirdető,2025-10-02,,1970,,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-x-kerulet-ujhegy/8680580?page=6&pos=19,Budapest X. kerület kiadó panellakás 2 szobás: 180 ezer Ft,180.0,49.0,49 m²,2.0,"Budapest X. kerület, Újhegy",Panellakás,,,Házközponti,Nem adta meg a hirdető,2025-10-02,,1979,,3 m²,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-iii-kerulet/8636942?page=6&pos=20,Budapest III. kerület kiadó téglalakás 1 szobás: 190 ezer Ft,190.0,,,,,,,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ii-kerulet-pasaret/8712034?page=6&pos=13,Budapest I. kerület kiadó társasházi lakás 1+1 fél szobás: 180 ezer Ft,180.0,33.0,33 m²,1.0,"Budapest I. kerület, Krisztinaváros I. ker., Krisztina körút 87-89.",Társasházi lakás,6,Felújított,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-i-kerulet-krisztinavaros-i-ker/8710512?page=7&pos=2,Budapest I. kerület kiadó társasházi lakás 1+1 fél szobás: 180 ezer Ft,180.0,33.0,33 m²,1.0,"Budapest I. kerület, Krisztinaváros I. ker., Krisztina körút 87-89.",Társasházi lakás,6,Felújított,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-xv-kerulet-ujpalota/8670148?page=7&pos=1,Budapest XV. kerület kiadó panellakás 1+1 fél szobás: 165 ezer Ft,,,,,,,,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-xiv-kerulet-zuglo/8534170?page=7&pos=3,Budapest XIV. kerület kiadó panellakás 2 szobás: 175 ezer Ft,175.0,46.0,46 m²,2.0,"Budapest XIV. kerület, Zugló",Panellakás,10,Jó állapotú,Távfűtés egyedi méréssel,A++,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/8670004?page=7&pos=5,Budapest VI. kerület kiadó téglalakás 1 szobás: 160 ezer Ft,160.0,44.0,44 m²,1.0,Budapest VI. kerület,Téglalakás,6,Átlagos,Gáz (konvektor),A,2025-10-02,,,15 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet/8696537?page=7&pos=4,Budapest VII. kerület kiadó téglalakás 1+1 fél szobás: 200 ezer Ft,200.0,33.0,33 m²,1.0,Budapest VII. kerület,Téglalakás,,Jó állapotú,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,1920,,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-xv-kerulet/8715342?page=6&pos=18,,,,,,,,,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-viii-kerulet-palotanegyed/8668118?page=7&pos=6,Budapest VIII. kerület kiadó panellakás 1 szobás: 200 ezer Ft,200.0,35.0,35 m²,1.0,"Budapest VIII. kerület, Palotanegyed, Tömő utca",Panellakás,10,Felújított,Központi fűtés,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-v-kerulet/8496501?page=7&pos=7,Budapest V. kerület kiadó téglalakás 1 szobás: 200 ezer Ft,200.0,40.0,40 m²,1.0,Budapest V. kerület,Téglalakás,5,Átlagos,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-viii-kerulet/8650651?page=7&pos=8,Budapest VIII. kerület kiadó panellakás 1 szobás: 200 ezer Ft,200.0,35.0,35 m²,1.0,"Budapest VIII. kerület, Tömő utca",Panellakás,12,Felújított,Távfűtés egyedi méréssel,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ii-kerulet-remetekertvaros/8668737?page=7&pos=10,,,,,,,,,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-xv-kerulet-ujpalota/8708536?page=7&pos=11,Budapest XV. kerület kiadó panellakás 1+1 fél szobás: 200 ezer Ft,200.0,36.0,36 m²,1.0,"Budapest XV. kerület, Újpalota, Neptun utca",Panellakás,10,Felújított,Távfűtés egyedi méréssel,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-v-kerulet/8704810?page=7&pos=14,Budapest V. kerület kiadó téglalakás 1+1 fél szobás: 120 ezer Ft,120.0,40.0,40 m²,1.0,"Budapest V. kerület, Zrínyi utca",Téglalakás,1,Jó állapotú,Központi fűtés,A+,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet-szazadosnegyed/8699292?page=7&pos=13,Budapest VIII. kerület kiadó téglalakás 1+1 fél szobás: 200 ezer Ft,200.0,41.0,41 m²,1.0,"Budapest VIII. kerület, Századosnegyed, Százados u.22",Téglalakás,3,Jó állapotú,Gázkazán,Nem adta meg a hirdető,2025-10-02,,1990,15 000 Ft/hó,2 m²,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet-corvin-negyed/8670803?page=7&pos=17,Budapest VIII. kerület kiadó téglalakás 1 szobás: 200 ezer Ft,200.0,40.0,40 m²,1.0,"Budapest VIII. kerület, Corvin negyed",Téglalakás,3,Jó állapotú,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,,30 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-v-kerulet-belvaros/8701429?page=7&pos=16,Budapest V. kerület kiadó téglalakás 1 szobás: 200 ezer Ft,200.0,40.0,40 m²,1.0,"Budapest V. kerület, Belváros, SZERB UTCA",Téglalakás,6,Átlagos,Házközponti,Nem adta meg a hirdető,2025-10-02,,,22 000 Ft/hó,3 m²,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-xiv-kerulet-torokor/8708281?page=7&pos=9,Budapest XIV. kerület kiadó panellakás 1+1 fél szobás: 160 ezer Ft,160.0,37.0,37 m²,1.0,"Budapest XII. kerület, Németvölgy",Téglalakás,3,Jó állapotú,Egyéb,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-iv-kerulet-ujpest/8695980?page=7&pos=20,Budapest IV. kerület kiadó panellakás 1+1 fél szobás: 170 ezer Ft,170.0,35.0,35 m²,1.0,"Budapest IV. kerület, Újpest",Panellakás,10,Jó állapotú,Távfűtés egyedi méréssel,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xii-kerulet-nemetvolgy/8699545?page=7&pos=18,Budapest XII. kerület kiadó téglalakás 1 szobás: 200 ezer Ft,200.0,35.0,35 m²,1.0,"Budapest XII. kerület, Németvölgy",Téglalakás,3,Jó állapotú,Egyéb,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-csusztatott-zsalus-lakas-budapest-xiii-kerulet-angyalfold/8696080?page=7&pos=19,Budapest XIII. kerület kiadó csúsztatott zsalus lakás 1+1 fél szobás: 200 ezer Ft,200.0,43.0,43 m²,1.0,"Budapest XIII. kerület, Angyalföld",Csúsztatott zsalus lakás,4,Jó állapotú,Házközponti,Nem adta meg a hirdető,2025-10-02,Van,,31 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xviii-kerulet-gloriett-telep/8682382?page=8&pos=3,Budapest XVIII. kerület kiadó téglalakás 2 szobás: 195 ezer Ft,195.0,52.0,52 m²,2.0,"Budapest XVIII. kerület, Gloriett-telep",Téglalakás,5,Jó állapotú,Házközponti fűtés egyedi méréssel,A+,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-iii-kerulet-obuda/8682384?page=8&pos=2,Budapest III. kerület kiadó téglalakás 1+1 fél szobás: 180 ezer Ft,180.0,50.0,50 m²,1.0,"Budapest III. kerület, Óbuda",Téglalakás,6,Jó állapotú,Házközponti,A+,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ii-kerulet-orszagut/8680972?page=8&pos=5,Budapest II. kerület kiadó téglalakás 1 szobás: 195 ezer Ft,195.0,40.0,40 m²,1.0,"Budapest II. kerület, Országút, foriint",Téglalakás,5,Felújított,Elektromos,Nem adta meg a hirdető,2025-10-02,,1950,12 000 Ft/hó,3 m²,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiv-kerulet-alsorakos/8703423?page=7&pos=15,Budapest XIV. kerület kiadó téglalakás 1 szobás,,,50 m²,1.0,"Budapest XIV. kerület, Alsórákos",Egyéb lakás,1,Újszerű,Gázkazán,Nem adta meg a hirdető,2025-10-02,Nincs,2022,20 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-egyeb-lakas-budapest-xiv-kerulet-alsorakos/8680788?page=8&pos=4,Budapest XIV. kerület kiadó egyéb lakás 1 szobás: 200 ezer Ft,200.0,50.0,50 m²,1.0,"Budapest XIV. kerület, Alsórákos",Egyéb lakás,1,Újszerű,Gázkazán,Nem adta meg a hirdető,2025-10-02,Nincs,2022,20 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xii-kerulet-krisztinavaros-xii-ker/8670714?page=8&pos=7,Budapest XII. kerület kiadó téglalakás 1 szobás: 150 ezer Ft,150.0,34.0,34 m²,1.0,"Budapest XII. kerület, Krisztinaváros XII. ker.",Téglalakás,4,Jó állapotú,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-x-kerulet-ohegy/8675661?page=8&pos=6,Budapest X. kerület kiadó téglalakás 2+1 fél szobás: 198 ezer Ft,198.0,56.0,56 m²,2.0,"Budapest X. kerület, Óhegy",Téglalakás,1,Jó állapotú,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-iii-kerulet-obuda/8674171?page=8&pos=9,Budapest III. kerület kiadó panellakás 1+1 fél szobás: 200 ezer Ft,200.0,33.0,33 m²,1.0,"Budapest III. kerület, Óbuda",Panellakás,10,Felújított,Házközponti,A+,2025-10-02,Nincs,1985,15 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet-ii-janos-pal-papa-ter/8708215?page=7&pos=12,Budapest VIII. kerület kiadó téglalakás 1 szobás,,,,1.0,"Budapest XIII. kerület, Újlipótváros",Téglalakás,4,Jó állapotú,Gáz (konvektor),F,2025-10-02,,1960,14 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet-ujlipotvaros/8611068?page=8&pos=10,Budapest XIII. kerület kiadó téglalakás 1 szobás: 200 ezer Ft,200.0,39.0,39 m²,1.0,"Budapest XIII. kerület, Újlipótváros",Téglalakás,4,Jó állapotú,Gáz (konvektor),F,2025-10-02,,1960,14 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet-magdolnanegyed/8674226?page=8&pos=8,Budapest VIII. kerület kiadó téglalakás 2+1 fél szobás,,63.0,63 m²,2.0,"Budapest VIII. kerület, Magdolnanegyed, Dankó",Téglalakás,6,Új építésű,Hőszivattyú,Nem adta meg a hirdető,2025-10-02,,,,7 m²,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-v-kerulet-lipotvaros/8301656?page=8&pos=18,Budapest V. kerület kiadó téglalakás 2 szobás: 140 ezer Ft,140.0,56.0,56 m²,2.0,"Budapest V. kerület, Lipótváros",Téglalakás,5,Átlagos,Házközponti,Nem adta meg a hirdető,2025-10-02,,,50 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet-diplomatanegyed/8580656?page=8&pos=16,Budapest VI. kerület kiadó téglalakás 1+1 fél szobás: 195 ezer Ft,195.0,34.0,34 m²,1.0,"Budapest VI. kerület, Diplomatanegyed, Kmety 22",Téglalakás,3,Jó állapotú,Gázkazán,B,2025-10-02,,,25 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet-angyalfold/8665472?page=8&pos=17,Budapest XIII. kerület kiadó téglalakás 1 szobás: 175 ezer Ft,175.0,40.0,40 m²,1.0,"Budapest XIII. kerület, Angyalföld",Téglalakás,3,Felújított,Gáz (konvektor),CC (2016-2023-as besorolás),2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xix-kerulet/8670615?page=8&pos=14,Budapest XIX. kerület kiadó téglalakás 2 szobás: 170 ezer Ft,170.0,53.0,53 m²,2.0,"Budapest XIX. kerület, Mészáros Lőrinc",Téglalakás,4,Felújított,Központi fűtés,Nem adta meg a hirdető,2025-10-02,,,,4 m²,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet-ligetvaros/8670962?page=8&pos=15,Budapest VII. kerület kiadó téglalakás 1 szobás: 200 ezer Ft,200.0,46.0,46 m²,1.0,"Budapest VII. kerület, Ligetváros, Bajza, 1",Téglalakás,8,Felújított,Házközponti fűtés egyedi méréssel,Nem adta meg a hirdető,2025-10-02,Nincs,1967,55 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-xv-kerulet/8670614?page=8&pos=12,Budapest XV. kerület kiadó panellakás 1+1 fél szobás: 150 ezer Ft,150.0,36.0,36 m²,1.0,"Budapest XV. kerület, Sárfű",Panellakás,10,Felújított,Házközponti fűtés egyedi méréssel,,2025-10-02,,,,3 m²,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-viii-kerulet-orczynegyed/8661501?page=8&pos=11,Budapest VIII. kerület kiadó társasházi lakás 9 szobás: 134 ezer Ft,134.0,134.0,134 m²,9.0,"Budapest VIII. kerület, Orczynegyed, Kőris u. 25.",Társasházi lakás,5,Újszerű,Házközponti fűtés egyedi méréssel,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xvi-kerulet-arpadfold/8670612?page=8&pos=13,Budapest XVI. kerület kiadó téglalakás 1+1 fél szobás: 175 ezer Ft,175.0,50.0,50 m²,1.0,"Budapest XVI. kerület, Árpádföld, Mészáros Jószef",Téglalakás,5,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-vii-kerulet-nagykoruton-beluli-terulet/8652960?page=9&pos=2,Budapest VII. kerület kiadó társasházi lakás 1+1 fél szobás: 165 ezer Ft,165.0,40.0,40 m²,1.0,"Budapest VII. kerület, Belső-Erzsébetváros",Társasházi lakás,2,Jó állapotú,Gáz (héra),A,2025-10-02,,,10 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-v-kerulet/8643986?page=9&pos=5,Budapest V. kerület kiadó téglalakás 1+1 fél szobás: 200 ezer Ft,200.0,40.0,40 m²,1.0,Budapest V. kerület,Téglalakás,3,Felújított,Gázkazán,Nem adta meg a hirdető,2025-10-02,,,30 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet/8653688?page=9&pos=1,Budapest VII. kerület kiadó téglalakás 1 szobás: 165 ezer Ft,165.0,40.0,40 m²,1.0,Budapest VII. kerület,Téglalakás,2,Újszerű,Gáz (konvektor),B,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-xxii-kerulet-budafok/8644701?page=9&pos=4,Budapest XXII. kerület kiadó panellakás 2 szobás: 200 ezer Ft,200.0,54.0,54 m²,2.0,"Budapest XXII. kerület, Budafok",Panellakás,10,Jó állapotú,Távfűtés,Nem adta meg a hirdető,2025-10-02,,,35 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet-angyalfold/8657361?page=8&pos=20,Budapest XIII. kerület kiadó téglalakás 1 szobás: 170 ezer Ft,170.0,35.0,35 m²,1.0,"Budapest XIII. kerület, Angyalföld, Szegedi út 51",Téglalakás,3,Jó állapotú,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-csusztatott-zsalus-lakas-budapest-x-kerulet/8643940?page=9&pos=6,Budapest X. kerület kiadó csúsztatott zsalus lakás 1+1 fél szobás: 200 ezer Ft,200.0,43.0,43 m²,1.0,"Budapest X. kerület, Halom köz 3.",Csúsztatott zsalus lakás,4,Jó állapotú,Távfűtés,Nem adta meg a hirdető,2025-10-02,,1970,30 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-xxi-kerulet-csillagtelep/8308825?page=9&pos=7,Budapest XXI. kerület kiadó panellakás 2 szobás: 42 ezer Ft,42.0,55.0,55 m²,2.0,"Budapest XXI. kerület, Csillagtelep, Krizantém utca 40",Panellakás,4,Felújítandó,Távfűtés,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ii-kerulet/8642668?page=9&pos=3,,,,,,,,,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-xii-kerulet/8629726?page=9&pos=8,Budapest XII. kerület kiadó társasházi lakás 1 szobás: 197 ezer Ft,197.0,35.0,35 m²,1.0,"Budapest XII. kerület, Istenhegyi",Társasházi lakás,5,Újszerű,Házközponti,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet-palotanegyed/8622442?page=9&pos=9,Budapest VIII. kerület kiadó téglalakás 1 szobás: 190 ezer Ft,,,,,,,,,,,2025-10-02,,,,,,
