url,title,price,area_m2,floor,rooms,location,Típus,Szintek száma,Állapot,Fűtés,Energetikai besorolás,scrape_date,Napelem,Építés éve,Átlagos rezsiköltség,Erkély,,Terasz
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xvi-kerulet-sashalom/8723766?page=1&pos=12&cr=5,Budapest XVI. kerület kiadó téglalakás 1 szobás: 170 ezer Ft,170.0,35.0,35 m²,1.0,"Budapest XVI. kerület, Sashalom, Vívó utca 1/A",Téglalakás,4,Felújított,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,,30 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ix-kerulet-kozepso-ferencvaros/8718228?page=1&pos=13&cr=5,Budapest IX. kerület kiadó téglalakás 1 szobás: 165 ezer Ft,,,,,,,,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet/8698222?page=1&pos=14&cr=5,,,,,,,,,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/8728283?page=1&pos=16,Budapest VI. kerület kiadó téglalakás 3 szobás: 2 ezer Ft,2.0,100.0,100 m²,3.0,Budapest VI. kerület,Téglalakás,5,Felújított,,Nem adta meg a hirdető,2025-10-02,Nincs,,,1 m²,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-x-kerulet/8726485?page=1&pos=2&cr=100,Budapest XXI. kerület kiadó téglalakás 1 szobás: 180 ezer Ft,180.0,35.0,35 m²,1.0,"Budapest XXI. kerület, Csepel Kertváros, Katona József utca 31.",Téglalakás,,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xxi-kerulet-csepel-kertvaros/8720097?page=1&pos=11&cr=5,Budapest XXI. kerület kiadó téglalakás 1 szobás: 180 ezer Ft,180.0,35.0,35 m²,1.0,"Budapest XXI. kerület, Csepel Kertváros, Katona József utca 31.",,,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet/8699559?page=1&pos=18,Budapest VIII. kerület kiadó téglalakás 1 szobás: 190 ezer Ft,190.0,38.0,38 m²,1.0,"Budapest VIII. kerület, Jázmin utca",Téglalakás,6,Újszerű,Házközponti fűtés egyedi méréssel,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-xi-kerulet/8646787?page=1&pos=20,Budapest XI. kerület kiadó társasházi lakás 1 szobás: 180 ezer Ft,180.0,33.0,33 m²,1.0,"Budapest XI. kerület, Feneketlen tó közelében, Bocskai út",Társasházi lakás,,Újszerű,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,Nincs,19550,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-v-kerulet/8696229?page=1&pos=19,,,,,,,,,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/8630376?page=2&pos=3,Budapest VI. kerület kiadó téglalakás 3 szobás: 2 ezer Ft,2.0,105.0,105 m²,3.0,Budapest VI. kerület,Téglalakás,4,Felújított,,Nem adta meg a hirdető,2025-10-02,Nincs,,,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-xviii-kerulet/8700301?page=2&pos=4,Budapest XVIII. kerület kiadó társasházi lakás 1+1 fél szobás: 180 ezer Ft,180.0,35.0,35 m²,1.0,"Budapest XVIII. kerület, Havanna utca",Társasházi lakás,,Átlagos,Távfűtés,E,2025-10-02,Nincs,1980,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xx-kerulet-pacsirtatelep/8561421?page=2&pos=5,Budapest XX. kerület kiadó téglalakás 1 szobás: 160 ezer Ft,160.0,33.0,33 m²,1.0,"Budapest XX. kerület, Pacsirtatelep",Téglalakás,,Átlagos,Gázkazán,F,2025-10-02,,1930,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiv-kerulet-zuglo/8650141?page=1&pos=17,Budapest XIV. kerület kiadó téglalakás 1+1 fél szobás: 170 ezer Ft,170.0,37.0,,2.0,Budapest V. kerület,Téglalakás,4,Felújított,,Nem adta meg a hirdető,2025-10-02,Nincs,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-v-kerulet/8630378?page=2&pos=6,Budapest V. kerület kiadó téglalakás 2 szobás,1.0,50.0,50 m²,2.0,Budapest V. kerület,Téglalakás,4,Felújított,,Nem adta meg a hirdető,2025-10-02,Nincs,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet/8707151?page=2&pos=7,Budapest VII. kerület kiadó téglalakás 1+1 fél szobás: 200 ezer Ft,200.0,33.0,33 m²,1.0,Budapest VII. kerület,Téglalakás,,Jó állapotú,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,1920,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xii-kerulet/8725684?page=2&pos=8,Budapest XII. kerület kiadó téglalakás 1 szobás: 200 ezer Ft,200.0,35.0,35 m²,1.0,"Budapest XII. kerület, Csörsz utca",Téglalakás,,Újszerű,,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet/8696221?page=2&pos=9,Budapest VII. kerület kiadó téglalakás 1 szobás: 200 ezer Ft,200.0,42.0,42 m²,1.0,"Budapest VII. kerület, Király utca",Téglalakás,5,Újszerű,Elektromos,C,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet-ii-janos-pal-papa-ter/8727955?page=2&pos=13,Budapest VIII. kerület kiadó téglalakás 1 szobás: 190 ezer Ft,190.0,35.0,35 m²,1.0,"Budapest VIII. kerület, II. János Pál pápa tér",Téglalakás,,Átlagos,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,1950,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xi-kerulet/8679863?page=2&pos=12,Budapest XI. kerület kiadó téglalakás 1 szobás: 195 ezer Ft,195.0,33.0,33 m²,1.0,"Budapest XI. kerület, Október huszonharmadika utca",Téglalakás,8,Újszerű,Távfűtés,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xv-kerulet-rakospalota/8729795?page=2&pos=15,Budapest XV. kerület kiadó téglalakás 2 szobás: 180 ezer Ft,180.0,56.0,56 m²,2.0,"Budapest XV. kerület, Rákospalota, Bethlen Gábor u.",Téglalakás,3,Újszerű,Gázkazán,B,2025-10-02,Nincs,2005,38 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet-ujlipotvaros/8729718?page=2&pos=16,Budapest XIII. kerület kiadó téglalakás 2 szobás: 200 ezer Ft,200.0,51.0,51 m²,2.0,"Budapest XIII. kerület, Újlipótváros, Katona József utca",Téglalakás,,Átlagos,,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-vii-kerulet/8634602?page=2&pos=18,Budapest VII. kerület kiadó társasházi lakás 1 szobás: 200 ezer Ft,200.0,50.0,50 m²,1.0,"Budapest VII. kerület, Nyár utca",Társasházi lakás,,Átlagos,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,Nincs,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet/8729707?page=2&pos=17,Budapest XIII. kerület kiadó téglalakás 1 szobás: 190 ezer Ft,190.0,33.0,33 m²,1.0,"Budapest XIII. kerület, Üteg utca",Téglalakás,3,Felújított,Gázkazán,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet/8720110?page=2&pos=11,Budapest XIII. kerület kiadó téglalakás 1+1 fél szobás: 200 ezer Ft,200.0,50.0,50 m²,1.0,"Budapest XIII. kerület, Váci út",,,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-ix-kerulet/8675318?page=3&pos=1,Budapest IX. kerület kiadó társasházi lakás 1 szobás: 180 ezer Ft,180.0,35.0,35 m²,1.0,"Budapest IX. kerület, Friss utca",Társasházi lakás,,Átlagos,Távfűtés,Nem adta meg a hirdető,2025-10-02,Nincs,,,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-ix-kerulet/8727438?page=2&pos=10,,200.0,35.0,35 m²,1.0,"Budapest IX. kerület, Berzenczey utca",Téglalakás,5,Új építésű,Házközponti fűtés egyedi méréssel,B,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/8728108?page=2&pos=20,Budapest VI. kerület kiadó téglalakás 1 szobás: 190 ezer Ft,190.0,46.0,46 m²,1.0,"Budapest VI. kerület, Nagymező utca",Téglalakás,4,Felújított,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,1900,,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-xxi-kerulet/8727430?page=3&pos=2,Budapest XXI. kerület kiadó társasházi lakás 1+1 fél szobás: 150 ezer Ft,150.0,46.0,46 m²,1.0,"Budapest XXI. kerület, ORION utca",Társasházi lakás,,Átlagos,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,Nincs,,,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-iii-kerulet/8729666?page=3&pos=3,Budapest III. kerület kiadó panellakás 2 szobás: 180 ezer Ft,180.0,51.0,51 m²,2.0,"Budapest III. kerület, Hadrianus utca",Panellakás,10,Jó állapotú,Távfűtés egyedi méréssel,Nem adta meg a hirdető,2025-10-02,,1970,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ix-kerulet/8682732?page=2&pos=19,Budapest IX. kerület kiadó téglalakás 1 szobás: 200 ezer Ft,200.0,35.0,35 m²,1.0,"Budapest IX. kerület, Berzenczey utca",Téglalakás,5,Új építésű,Házközponti fűtés egyedi méréssel,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/8727668?page=3&pos=4,Budapest VI. kerület kiadó téglalakás 2 szobás: 180 ezer Ft,180.0,42.0,42 m²,2.0,Budapest VI. kerület,Téglalakás,3,Átlagos,Gáz (konvektor),D,2025-10-02,,1920,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xxi-kerulet-csepel-kertvaros/8728292?page=3&pos=5,Budapest XXI. kerület kiadó téglalakás 2 szobás: 190 ezer Ft,190.0,54.0,54 m²,2.0,"Budapest XXI. kerület, Csepel Kertváros, Bajcsy-Zsilinszky út",Téglalakás,4,Jó állapotú,Gáz (konvektor),A+,2025-10-02,Nincs,,18 000 Ft/hó,6 m²,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-xiv-kerulet/8697050?page=3&pos=6,Budapest XIV. kerület kiadó társasházi lakás 2 szobás: 200 ezer Ft,200.0,55.0,55 m²,2.0,"Budapest XIV. kerület, Bolgárkertész utca",Társasházi lakás,,Átlagos,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,Nincs,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xv-kerulet/8630242?page=3&pos=7,Budapest XV. kerület kiadó téglalakás 1 szobás: 185 ezer Ft,185.0,40.0,40 m²,1.0,"Budapest XV. kerület, Rákóczi utca",Téglalakás,1,Jó állapotú,,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet-angyalfold/8728274?page=3&pos=8,Budapest XIII. kerület kiadó téglalakás 3 szobás: 200 ezer Ft,200.0,68.0,68 m²,3.0,"Budapest XIII. kerület, Angyalföld, Szent László út",Téglalakás,2,Felújított,Gáz (héra),Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/8727669?page=3&pos=10,Budapest VI. kerület kiadó téglalakás 2 szobás: 200 ezer Ft,200.0,51.0,51 m²,2.0,Budapest VI. kerület,Téglalakás,4,Átlagos,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,1886,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-iv-kerulet-ujpest/8721457?page=3&pos=9,Budapest IV. kerület kiadó téglalakás 5+1 fél szobás,1.0,150.0,150 m²,5.0,"Budapest IV. kerület, Újpest",Téglalakás,1,Új építésű,Gáz (konvektor),A++,2025-10-02,Nincs,2006,,20 m²,,20 m²
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-xviii-kerulet/8718958?page=3&pos=18,Budapest XVIII. kerület kiadó panellakás 2 szobás: 200 ezer Ft,200.0,53.0,53 m²,2.0,Budapest XVIII. kerület,Panellakás,,Jó állapotú,Távfűtés egyedi méréssel,Nem adta meg a hirdető,2025-10-02,,1980,,4 m²,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet-jozsefvaros/8726055?page=4&pos=1,Budapest VIII. kerület kiadó téglalakás 2 szobás: 190 ezer Ft,190.0,46.0,46 m²,2.0,"Budapest VIII. kerület, Józsefváros",Téglalakás,,Jó állapotú,Házközponti fűtés egyedi méréssel,C,2025-10-02,,2007,,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-iv-kerulet-ujpest/8723493?page=4&pos=2,Budapest IV. kerület kiadó panellakás 1+1 fél szobás: 190 ezer Ft,190.0,35.0,35 m²,1.0,"Budapest IV. kerület, Újpest, Aradi",Panellakás,10,Jó állapotú,Távfűtés egyedi méréssel,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-iii-kerulet-romaifurdo/8727775?page=3&pos=16,Budapest III. kerület kiadó téglalakás 1+1 fél szobás: 185 ezer Ft,185.0,51.0,51 m²,1.0,"Budapest III. kerület, Rómaifürdő, Ányos utca",Téglalakás,,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xi-kerulet-kelenfold/8669818?page=3&pos=11,,195.0,35.0,35 m²,1.0,Budapest XIX. kerület,Panellakás,10,Felújított,Távfűtés egyedi méréssel,Nem adta meg a hirdető,2025-10-02,,1980,,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-xix-kerulet/8653369?page=3&pos=20,Budapest XIX. kerület kiadó panellakás 1+1 fél szobás: 195 ezer Ft,195.0,35.0,35 m²,1.0,Budapest XIX. kerület,Panellakás,10,Felújított,Távfűtés egyedi méréssel,,2025-10-02,,1980,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet-nagykoruton-beluli-terulet/8490925?page=4&pos=4,Budapest VII. kerület kiadó téglalakás 1 szobás: 190 ezer Ft,190.0,35.0,35 m²,1.0,"Budapest VII. kerület, Belső-Erzsébetváros",Téglalakás,4,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-iii-kerulet-obuda/8727948?page=3&pos=14,,190.0,40.0,40 m²,1.0,"Budapest IV. kerület, Újpest, József Attila utca",Téglalakás,3,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-iii-kerulet/8714759?page=4&pos=5,Budapest III. kerület kiadó téglalakás 1 szobás: 195 ezer Ft,195.0,35.0,35 m²,1.0,"Budapest III. kerület, Pünkösdfürdő utca",Téglalakás,4,Újszerű,Házközponti fűtés egyedi méréssel,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-iv-kerulet-ujpest/8726250?page=4&pos=3,Budapest IV. kerület kiadó téglalakás 1 szobás: 190 ezer Ft,190.0,40.0,40 m²,1.0,"Budapest IV. kerület, Újpest, József Attila utca",Téglalakás,3,,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet-vizafogo/8712173?page=4&pos=6,Budapest XIII. kerület kiadó téglalakás 1+1 fél szobás: 200 ezer Ft,200.0,50.0,50 m²,1.0,"Budapest XIII. kerület, Vizafogó, Váci út",Téglalakás,10,Átlagos,Távfűtés,D,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet-ujlipotvaros/8719531?page=4&pos=7,Budapest XIII. kerület kiadó téglalakás 1 szobás: 189 ezer Ft,189.0,34.0,34 m²,1.0,"Budapest XIII. kerület, Újlipótváros, Balzac utca",Téglalakás,5,Újszerű,Távfűtés,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-iii-kerulet-romaifurdo/8711578?page=4&pos=9,Budapest III. kerület kiadó téglalakás 1 szobás: 200 ezer Ft,200.0,41.0,41 m²,1.0,"Budapest III. kerület, Rómaifürdő",Téglalakás,1,Jó állapotú,Elektromos,Nem adta meg a hirdető,2025-10-02,,1968,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-x-kerulet-kobanya/8690196?page=4&pos=11,Budapest X. kerület kiadó téglalakás 1+1 fél szobás: 190 ezer Ft,190.0,40.0,40 m²,1.0,"Budapest X. kerület, Kőbánya",Téglalakás,1,Felújított,Elektromos,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet-ujlipotvaros/8697834?page=4&pos=8,Budapest XIII. kerület kiadó téglalakás 1 szobás: 180 ezer Ft,180.0,33.0,33 m²,1.0,"Budapest XIII. kerület, Újlipótváros, Pannónia utca",Téglalakás,7,Újszerű,Távfűtés egyedi méréssel,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet/8690382?page=4&pos=12,Budapest VIII. kerület kiadó téglalakás 2 szobás: 200 ezer Ft,200.0,69.0,69 m²,2.0,"Budapest VIII. kerület, Futó utca",Téglalakás,3,Felújított,Gáz (konvektor),E,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/8630324?page=4&pos=13,Budapest VI. kerület kiadó téglalakás 3+1 fél szobás: 1 ezer Ft,1.0,88.0,88 m²,3.0,Budapest VI. kerület,Téglalakás,3,Jó állapotú,,Nem adta meg a hirdető,2025-10-02,Nincs,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ix-kerulet/8649691?page=4&pos=10,Budapest IX. kerület kiadó téglalakás 1 szobás: 200 ezer Ft,200.0,40.0,40 m²,1.0,"Budapest IX. kerület, Mester utca",Téglalakás,9,Új építésű,,,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet/8552715?page=4&pos=14,Budapest VII. kerület kiadó téglalakás 1+1 fél szobás: 200 ezer Ft,200.0,52.0,52 m²,1.0,Budapest VII. kerület,Téglalakás,4,Újszerű,Távfűtés egyedi méréssel,C,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-x-kerulet/8633568?page=4&pos=15,Budapest X. kerület kiadó téglalakás 2 szobás: 198 ezer Ft,198.0,56.0,56 m²,2.0,"Budapest X. kerület, Petrőczy utca",Téglalakás,2,Újszerű,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-x-kerulet-nepliget/8660380?page=4&pos=16,Budapest X. kerület kiadó panellakás 1 szobás: 180 ezer Ft,180.0,34.0,34 m²,1.0,"Budapest X. kerület, Népliget, Kőbányai út",Panellakás,4,Felújított,Házközponti,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xviii-kerulet-ganztelep/8725607?page=4&pos=18,Budapest XVIII. kerület kiadó téglalakás 2 szobás: 175 ezer Ft,175.0,35.0,35 m²,2.0,"Budapest XVIII. kerület, Ganztelep",Téglalakás,2,Felújított,Házközponti,C,2025-10-02,,1980,30 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiv-kerulet-herminamezo/8725678?page=4&pos=17,Budapest XIV. kerület kiadó téglalakás 2+1 fél szobás: 200 ezer Ft,200.0,87.0,87 m²,2.0,"Budapest XIV. kerület, Herminamező",Téglalakás,2,Jó állapotú,Gázkazán,A+,2025-10-02,Nincs,1935,20 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/8721830?page=4&pos=19,Budapest VI. kerület kiadó téglalakás 1 szobás: 200 ezer Ft,200.0,36.0,36 m²,1.0,"Budapest VI. kerület, Lázár utca",Téglalakás,3,Felújított,Gáz (konvektor),D,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet-nagykoruton-kivuli-terulet/8645290?page=4&pos=20,Budapest VII. kerület kiadó téglalakás 1 szobás: 190 ezer Ft,190.0,34.0,34 m²,1.0,"Budapest VII. kerület, Külső-Erzsébetváros, Dob utca",Téglalakás,3,Felújított,Gáz (konvektor),E,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet-jozsefvaros/8696216?page=5&pos=1,Budapest VIII. kerület kiadó téglalakás 1+1 fél szobás: 170 ezer Ft,170.0,42.0,42 m²,1.0,"Budapest VIII. kerület, Józsefváros, Teleki László tér",Téglalakás,3,Felújított,Házközponti fűtés egyedi méréssel,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xx-kerulet-pacsirtatelep/8537382?page=5&pos=2,Budapest XX. kerület kiadó téglalakás 1 szobás: 160 ezer Ft,160.0,33.0,33 m²,1.0,"Budapest XX. kerület, Pacsirtatelep",Téglalakás,,,Gázkazán,Nem adta meg a hirdető,2025-10-02,,1930,,,,15 m²
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ix-kerulet-belso-ferencvaros/8684716?page=5&pos=3,Budapest IX. kerület kiadó téglalakás 2 szobás: 180 ezer Ft,180.0,36.0,36 m²,2.0,"Budapest IX. kerület, Belső Ferencváros",Téglalakás,,,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,,1910,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet-vizafogo/8712035?page=5&pos=5,Budapest XIII. kerület kiadó téglalakás 1+1 fél szobás: 185 ezer Ft,185.0,40.0,40 m²,1.0,"Budapest XIII. kerület, Vizafogó",Téglalakás,5,Jó állapotú,Gáz (konvektor),Nem adta meg a hirdető,2025-10-02,Nincs,1949,25 000 Ft/hó,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xii-kerulet-kissvabhegy/8718973?page=5&pos=6,Budapest XII. kerület kiadó téglalakás 1+1 fél szobás: 185 ezer Ft,185.0,40.0,40 m²,1.0,"Budapest XII. kerület, Kissvábhegy, Határőr út",Téglalakás,2,Átlagos,Gázkazán,Nem adta meg a hirdető,2025-10-02,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xi-kerulet-lagymanyos/8714346?page=5&pos=7,Budapest XI. kerület kiadó téglalakás 2 szobás: 200 ezer Ft,200.0,48.0,48 m²,2.0,"Budapest XI. kerület, Lágymányos, Kruspér utca",Téglalakás,,,Gázkazán,Nem adta meg a hirdető,2025-10-02,,1910,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet/8631375?page=5&pos=8,Budapest VIII. kerület kiadó téglalakás 2 szobás: 190 ezer Ft,190.0,46.0,46 m²,2.0,"Budapest VIII. kerület, Fecske utca",Téglalakás,,,Házközponti fűtés egyedi méréssel,Nem adta meg a hirdető,2025-10-02,,2007,,1 m²,,
