url,title,price,area_m2,floor,rooms,location,Típus,Szintek száma,Állapot,scrape_date,Fűtés,Energetikai besorolás,Napelem,Építés éve,Erkély,,Tervezett átadás,Terasz,Átlagos rezsiköltség
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vii-kerulet/8422475?page=29&pos=16&cr=95,"Budapest VII. kerület eladó téglalakás 5+5 fél szobás: 179,86 millió Ft",,,,,,,,,2025-08-17,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xi-kerulet-nadorkert/8647195?page=29&pos=18&cr=95,,,,,,,,,,2025-08-17,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-egyeb-lakas-szombathely/8255172?page=29&pos=20&cr=95,"Szombathely eladó egyéb lakás 4 szobás: 74,9 millió Ft",74.9,86.0,86 m²,4.0,Szombathely,Egyéb lakás,,Új építésű,2025-08-17,,Nem adta meg a hirdető,,2025,,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-budapest-xiii-kerulet-ujlipotvaros/8638384?page=30&pos=1&cr=95,Budapest XIII. kerület eladó panellakás 2 szobás: 55 millió Ft,55.0,44.0,44 m²,2.0,"Budapest XIII. kerület, Újlipótváros, Váci út 56-58",Panellakás,6,Jó állapotú,2025-08-17,Távfűtés,Nem adta meg a hirdető,,1970,,,,,40 000 Ft/hó
https://www.zenga.hu/ingatlan/elado-teglalakas-debrecen/8641236?page=30&pos=2&cr=95,Debrecen eladó téglalakás 1+1 fél szobás: 63 millió Ft,63.0,40.0,40 m²,1.0,"Debrecen, Rákóczi utca",Téglalakás,1,Felújított,2025-08-17,Gáz (konvektor),,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-eger-hatvanihostya/8654086?page=30&pos=4&cr=95,"Eger eladó téglalakás 3+2 fél szobás: 73,9 millió Ft",73.9,110.0,110 m²,3.0,"Eger, Hatvanihóstya, Széna tér",Téglalakás,3,Felújított,2025-08-17,Gázkazán,E,Nincs,2005,5 m²,,,,15 000 Ft/hó
https://www.zenga.hu/ingatlan/elado-teglalakas-debrecen-belvaros/8644679?page=30&pos=5&cr=95,Debrecen eladó téglalakás 3 szobás: 196 millió Ft,196.0,92.0,92 m²,3.0,"Debrecen, Belváros",Téglalakás,4,Újszerű,2025-08-17,Gázkazán,Nem adta meg a hirdető,,,15 m²,,,,20 000 Ft/hó
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-ii-kerulet/8628716?page=30&pos=6&cr=95,"Budapest II. kerület eladó téglalakás 3+2 fél szobás: 207,48 millió Ft",207.48,96.0,96 m²,3.0,"Budapest II. kerület, Szilagyi Erzsabet fasor 13-15",Téglalakás,5,Jó állapotú,2025-08-17,Házközponti fűtés egyedi méréssel,Nem adta meg a hirdető,,,2 m²,,,,45 000 Ft/hó
https://www.zenga.hu/ingatlan/elado-tarsashazi-lakas-budapest-xx-kerulet-pesterzsebet/8647593?page=30&pos=10&cr=95,"Budapest XX. kerület eladó társasházi lakás 2 szobás: 83,99 millió Ft",83.99,64.0,64 m²,2.0,"Budapest XX. kerület, Pesterzsébet, Téglaégető utca 2.",Társasházi lakás,3,Felújított,2025-08-17,Gázkazán,C,,2004,,,,,
https://www.zenga.hu/ingatlan/elado-tarsashazi-lakas-budapest-viii-kerulet/8637781?page=30&pos=11&cr=95,"Budapest VIII. kerület eladó társasházi lakás 3 szobás: 79,9 millió Ft",79.9,67.0,67 m²,3.0,Budapest VIII. kerület,Társasházi lakás,8,Felújított,2025-08-17,Házközponti fűtés egyedi méréssel,Nem adta meg a hirdető,,2005,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-ii-kerulet-szemlohegy/8633156?page=30&pos=12&cr=95,"Budapest II. kerület eladó téglalakás 4+1 fél szobás: 259,9 millió Ft",259.9,128.0,128 m²,4.0,"Budapest II. kerület, Szemlőhegy, 29/B",Téglalakás,3,Felújított,2025-08-17,Gázkazán,D,,2001,9 m²,,,,20 000 Ft/hó
https://www.zenga.hu/ingatlan/elado-panellakas-budapest-xi-kerulet/8644664?page=30&pos=13&cr=95,"Budapest XI. kerület eladó panellakás 2+1 fél szobás: 81,8 millió Ft",81.8,48.0,48 m²,2.0,"Budapest XI. kerület, mérnök 32",Panellakás,4,Felújított,2025-08-17,Távfűtés egyedi méréssel,C,,,4 m²,,,,35 000 Ft/hó
https://www.zenga.hu/ingatlan/elado-panellakas-budapest-xiv-kerulet/8644781?page=30&pos=14&cr=95,"Budapest XIV. kerület eladó panellakás 1+1 fél szobás: 64,9 millió Ft",64.9,50.0,50 m²,1.0,Budapest XIV. kerület,Panellakás,10,Felújított,2025-08-17,Távfűtés,Nem adta meg a hirdető,,,3 m²,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xi-kerulet-kelenfold/8594029?page=30&pos=15&cr=95,"Budapest XI. kerület eladó téglalakás 2 szobás: 89,9 millió Ft",89.9,55.0,55 m²,2.0,"Budapest XI. kerület, Kelenföld",Téglalakás,8,Új építésű,2025-08-17,Mennyezeti hűtés-fűtés,A+,,2025,,,,16 m²,10 000 Ft/hó
https://www.zenga.hu/ingatlan/elado-teglalakas-erd-erdliget/8372204?page=30&pos=16&cr=95,Érd eladó téglalakás 3 szobás: 83 millió Ft,83.0,74.0,74 m²,3.0,"Érd, Érdliget",Téglalakás,2,Felújított,2025-08-17,Gázkazán,D,,1980,6 m²,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiii-kerulet/8633527?page=30&pos=17&cr=95,"Budapest XIII. kerület eladó téglalakás 1 szobás: 58,4 millió Ft",58.4,27.0,27 m²,1.0,"Budapest XIII. kerület, Csángó utca 9",Téglalakás,4,Felújított,2025-08-17,Gáz (konvektor),H,,1950,,,,,10 000 Ft/hó
https://www.zenga.hu/ingatlan/elado-tarsashazi-lakas-debrecen-postakert/8447686?page=30&pos=18&cr=95,"Debrecen eladó társasházi lakás 2+2 fél szobás: 96,6 millió Ft",96.6,84.0,84 m²,2.0,"Debrecen, Postakert, Postakert utca",Társasházi lakás,4,Jó állapotú,2025-08-17,Gázkazán,E,Nincs,2003,7 m²,,,,15 000 Ft/hó
https://www.zenga.hu/ingatlan/elado-panellakas-miskolc-diosgyor/8619428?page=30&pos=19&cr=95,Miskolc eladó panellakás 2 szobás: 28 millió Ft,28.0,51.0,51 m²,2.0,"Miskolc, Diósgyőr",Panellakás,10,Jó állapotú,2025-08-17,Távfűtés egyedi méréssel,Nem adta meg a hirdető,,1980,,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-debrecen/8454529?page=30&pos=20&cr=95,"Debrecen eladó panellakás 2+2 fél szobás: 68,9 millió Ft",68.9,69.0,69 m²,2.0,"Debrecen, Monostor",Panellakás,4,Felújított,2025-08-17,Házközponti fűtés egyedi méréssel,Nem adta meg a hirdető,,1974,2 m²,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-cegled/8563021?page=31&pos=1&cr=95,Cegléd eladó téglalakás 2 szobás: 38 millió Ft,38.0,50.0,50 m²,2.0,Cegléd,Téglalakás,3,Felújított,2025-08-17,Gáz (konvektor),Nem adta meg a hirdető,Nincs,,3 m²,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-paks/8536183?page=31&pos=2&cr=95,Paks eladó panellakás 2 szobás: 46 millió Ft,46.0,57.0,57 m²,2.0,"Paks, Árnyas u.",Panellakás,5,Átlagos,2025-08-17,Távfűtés,C,,1975,3 m²,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-budapest-xxi-kerulet-kiralymajor/8668082?page=31&pos=3&cr=91,"Budapest XXI. kerület eladó panellakás 3 szobás: 51,6 millió Ft",51.6,57.0,57 m²,3.0,"Budapest XXI. kerület, Királymajor",Panellakás,,,2025-08-17,Távfűtés,Nem adta meg a hirdető,,1970,,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-budapest-xxi-kerulet-csillagtelep/8664141?page=31&pos=4&cr=91,"Budapest XXI. kerület eladó panellakás 3 szobás: 62,9 millió Ft",62.9,62.0,62 m²,3.0,"Budapest XXI. kerület, Csillagtelep",Panellakás,,,2025-08-17,Házközponti fűtés egyedi méréssel,Nem adta meg a hirdető,,1988,6 m²,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-nyiregyhaza-belvaros/8656792?page=31&pos=5&cr=90,"Nyíregyháza eladó panellakás 2 szobás: 41,7 millió Ft",41.7,53.0,53 m²,2.0,"Nyíregyháza, Belváros",Panellakás,,,2025-08-17,Házközponti fűtés egyedi méréssel,Nem adta meg a hirdető,,1979,6 m²,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-siofok/8561500?page=31&pos=6&cr=90,Siófok eladó téglalakás 4 szobás: 223 millió Ft,223.0,149.0,149 m²,4.0,Siófok,Téglalakás,,Újszerű,2025-08-17,Hőszivattyú,Nem adta meg a hirdető,,2018,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-vac-belvaros/8318885?page=31&pos=7&cr=90,Vác eladó téglalakás 4+1 fél szobás: 143 millió Ft,143.0,161.0,161 m²,4.0,"Vác, Belváros",Téglalakás,,Felújítandó,2025-08-17,Egyéb,Nem adta meg a hirdető,,1888,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-nyaregyhaza/8102510?page=31&pos=8&cr=90,"Nyáregyháza eladó téglalakás 4 szobás: 61,5 millió Ft",61.5,91.0,91 m²,4.0,Nyáregyháza,Téglalakás,,Új építésű,2025-08-17,Hőszivattyú,A+,,2024,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-nyiregyhaza-orokosfold/8487668?page=31&pos=9&cr=90,"Nyíregyháza eladó téglalakás 3 szobás: 53,9 millió Ft",53.9,63.0,63 m²,3.0,"Nyíregyháza, Örökösföld, Keleti Márton",Téglalakás,3,Újszerű,2025-08-17,Gázkazán,B,,2012,3 m²,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-miskolc/8619466?page=31&pos=10&cr=90,"Miskolc eladó panellakás 1+2 fél szobás: 29,99 millió Ft",29.99,55.0,55 m²,1.0,Miskolc,Panellakás,10,Jó állapotú,2025-08-17,Távfűtés,Nem adta meg a hirdető,,1975,3 m²,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-nyiregyhaza-belvaros/8476769?page=31&pos=11&cr=90,"Nyíregyháza eladó téglalakás 2+1 fél szobás: 45,8 millió Ft",45.8,54.0,54 m²,2.0,"Nyíregyháza, Belváros, Hunyadi",Téglalakás,3,Felújított,2025-08-17,Gázkazán,B,,1995,4 m²,,,,
https://www.zenga.hu/ingatlan/elado-egyeb-lakas-sopron/8540754?page=31&pos=13&cr=85,"Sopron eladó egyéb lakás 1 szobás: 39,9 millió Ft",39.9,32.0,32 m²,1.0,Sopron,Egyéb lakás,,Új építésű,2025-08-17,,Nem adta meg a hirdető,,2024,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-zalaegerszeg-belvaros/8415820?page=31&pos=14&cr=85,Zalaegerszeg eladó téglalakás 4 szobás: 125 millió Ft,125.0,130.0,130 m²,4.0,"Zalaegerszeg, Belváros",Téglalakás,,Újszerű,2025-08-17,Házközponti,Nem adta meg a hirdető,,2017,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-gyor-revfalu/8530872?page=31&pos=15&cr=85,"Győr eladó téglalakás 3 szobás: 72,3 millió Ft",72.3,61.0,61 m²,3.0,"Győr, Révfalu",Téglalakás,1,Új építésű,2025-08-17,Hőszivattyú,Nem adta meg a hirdető,,2025,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-gyor-revfalu/8476360?page=31&pos=16&cr=85,"Győr eladó téglalakás 3 szobás: 92,43 millió Ft",92.43,75.0,75 m²,3.0,"Győr, Révfalu",Téglalakás,1,Új építésű,2025-08-17,Hőszivattyú,Nem adta meg a hirdető,,2025,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-kecskemet/8244929?page=31&pos=17&cr=85,"Eladó 4 szobás téglalakás 88,7 millió Ft értékben Kecskeméten - Live Lakópark lakóparkban",88.7,73.0,73 m²,4.0,Kecskemét,Téglalakás,6,Új építésű,2025-08-17,Egyéb,A++,,,"4,5 m²",,2025. 1. negyedév,,
https://www.zenga.hu/ingatlan/elado-teglalakas-szeged/8653585?page=31&pos=18&cr=81,"Szeged eladó téglalakás 3 szobás: 74,9 millió Ft",74.9,79.0,79 m²,3.0,"Szeged, belváros",Téglalakás,,Átlagos,2025-08-17,Gázkazán,Nem adta meg a hirdető,,1995,"3,3 m²",,,"9,4 m²",
https://www.zenga.hu/ingatlan/elado-teglalakas-szeged/8662670?page=31&pos=19&cr=81,"Szeged eladó téglalakás 3+2 fél szobás: 79,9 millió Ft",79.9,123.0,123 m²,3.0,"Szeged, Kálvária sugárút",Téglalakás,1,Felújítandó,2025-08-17,Gázkazán,Nem adta meg a hirdető,,1840,"4,8 m²",,,,
https://www.zenga.hu/ingatlan/elado-panellakas-szeged/8655413?page=31&pos=20&cr=81,Szeged eladó panellakás 4 szobás: 76 millió Ft,76.0,80.0,80 m²,4.0,"Szeged, Szent István tér",Panellakás,5,Jó állapotú,2025-08-17,Távfűtés,Nem adta meg a hirdető,,1982,3 m²,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiv-kerulet-alsorakos/8490942?page=32&pos=1&cr=81,"Budapest XIV. kerület eladó téglalakás 3+1 fél szobás: 104,9 millió Ft",104.9,106.0,106 m²,3.0,"Budapest XIV. kerület, Alsórákos",Téglalakás,5,Jó állapotú,2025-08-17,Gáz (konvektor),Nem adta meg a hirdető,,,4 m²,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiv-kerulet/8646568?page=32&pos=2&cr=80,"Budapest XIV. kerület eladó téglalakás 2+1 fél szobás: 94,9 millió Ft",94.9,85.0,85 m²,2.0,Budapest XIV. kerület,Téglalakás,,Felújított,2025-08-17,Gázkazán,Nem adta meg a hirdető,,2000,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-nyiregyhaza-josavaros/8639482?page=32&pos=3&cr=80,Nyíregyháza eladó téglalakás 2 szobás: 45 millió Ft,45.0,54.0,54 m²,2.0,"Nyíregyháza, Jósaváros",Téglalakás,1,Felújított,2025-08-17,Gázkazán,Nem adta meg a hirdető,,1977,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-nyiregyhaza-belvaros/8664140?page=32&pos=5&cr=80,"Nyíregyháza eladó téglalakás 2+1 fél szobás: 52,9 millió Ft",52.9,83.0,83 m²,2.0,"Nyíregyháza, Belváros",Téglalakás,2,Jó állapotú,2025-08-17,Gázkazán,C,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-siofok-aranypart/8382753?page=32&pos=6&cr=80,"Siófok eladó téglalakás 3 szobás: 83,9 millió Ft",83.9,55.0,55 m²,3.0,"Siófok, Aranypart",Téglalakás,,,2025-08-17,Gázkazán,Nem adta meg a hirdető,,2008,8 m²,,,,18 700 Ft/hó
https://www.zenga.hu/ingatlan/elado-panellakas-szeged-felsovaros/8665349?page=32&pos=7&cr=80,"Szeged eladó panellakás 2 szobás: 44,5 millió Ft",44.5,55.0,55 m²,2.0,"Szeged, Felsőváros",Panellakás,5,Jó állapotú,2025-08-17,Távfűtés,F,,1982,3 m²,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-nyiregyhaza-himes/8663838?page=32&pos=10&cr=80,"Nyíregyháza eladó téglalakás 3 szobás: 43,9 millió Ft",43.9,62.0,62 m²,3.0,"Nyíregyháza, Hímes",Téglalakás,2,Jó állapotú,2025-08-17,Gázkazán,Nem adta meg a hirdető,,1988,3 m²,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-ullo/8640287?page=32&pos=11&cr=80,Üllő eladó téglalakás 2+2 fél szobás: 93 millió Ft,93.0,72.0,72 m²,2.0,Üllő,Téglalakás,,Felújított,2025-08-17,Gázkazán,C,,2008,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-szeged/8658591?page=32&pos=14&cr=80,"Szeged eladó téglalakás 1+1 fél szobás: 44,9 millió Ft",44.9,47.0,47 m²,1.0,Szeged,Téglalakás,10,Átlagos,2025-08-17,Távfűtés,Nem adta meg a hirdető,,1980,,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-miskolc-belvaros/8656969?page=32&pos=15&cr=80,"Miskolc eladó panellakás 2 szobás: 30,89 millió Ft",30.89,55.0,55 m²,2.0,"Miskolc, Belváros",,,,2025-08-17,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-szeged-belvaros/8613189?page=32&pos=17&cr=80,"Szeged eladó téglalakás 4+1 fél szobás: 84,9 millió Ft",84.9,133.0,133 m²,4.0,"Szeged, Belváros",Téglalakás,,Átlagos,2025-08-17,Gáz (konvektor),Nem adta meg a hirdető,Nincs,1938,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-csorna/8649717?page=32&pos=18&cr=80,"Csorna eladó téglalakás 1+2 fél szobás: 39,5 millió Ft",39.5,71.0,71 m²,1.0,"Csorna, Központ",Téglalakás,,Átlagos,2025-08-17,,Nem adta meg a hirdető,,1974,2 m²,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-x-kerulet/8528775?page=32&pos=19&cr=80,,,,,,,,,,2025-08-17,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-budapest-iv-kerulet/8636556?page=32&pos=20&cr=80,Eladó 2 szobás panellakás Budapest IV. kerületben,,,,,,,,,2025-08-17,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-szeged-felsovaros/8534462?page=33&pos=1&cr=80,"Szeged eladó téglalakás 3 szobás: 55,9 millió Ft",55.9,72.0,72 m²,3.0,"Szeged, Felsőváros",Téglalakás,,Felújítandó,2025-08-17,Gáz (konvektor),Nem adta meg a hirdető,Nincs,1983,3 m²,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-ix-kerulet-belso-ferencvaros/8323096?page=33&pos=2&cr=80,"Budapest IX. kerület eladó téglalakás 3 szobás: 153,5 millió Ft",153.5,74.0,74 m²,3.0,"Budapest IX. kerület, Belső Ferencváros",Téglalakás,10,Újszerű,2025-08-17,Távfűtés egyedi méréssel,Nem adta meg a hirdető,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-nyiregyhaza-belvaros/8633360?page=33&pos=5&cr=80,Nyíregyháza eladó téglalakás 2 szobás: 60 millió Ft,60.0,70.0,70 m²,2.0,"Nyíregyháza, Belváros, Ószőlő utca",Téglalakás,2,Jó állapotú,2025-08-17,Gázkazán,C,,2003,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-nyiregyhaza-belvaros/8561093?page=33&pos=6&cr=80,"Nyíregyháza eladó téglalakás 3 szobás: 47,9 millió Ft",47.9,72.0,72 m²,3.0,"Nyíregyháza, Belváros, Belváros közeli",Téglalakás,2,Jó állapotú,2025-08-17,Gázkazán,C,Nincs,1970,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-nyiregyhaza-belvaros/8599659?page=33&pos=7&cr=80,"Nyíregyháza eladó téglalakás 1+1 fél szobás: 50,4 millió Ft",50.4,53.0,53 m²,1.0,"Nyíregyháza, Belváros",Téglalakás,3,Új építésű,2025-08-17,Gázkazán,A+,,2025,,,,7 m²,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vii-kerulet-nagykoruton-beluli-terulet/8464189?page=33&pos=8&cr=80,"Budapest VII. kerület eladó téglalakás 3 szobás: 129,9 millió Ft",129.9,113.0,113 m²,3.0,"Budapest VII. kerület, Belső-Erzsébetváros, Akácfa utca 62",Téglalakás,7,Felújított,2025-08-17,Gázkazán,D,,,,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-budapest-xviii-kerulet-havanna-lakotelep/8655093?page=33&pos=9&cr=79,"Budapest XVIII. kerület eladó panellakás 2 szobás: 52,5 millió Ft",52.5,53.0,53 m²,2.0,"Budapest XVIII. kerület, Havanna lakótelep",Panellakás,,Felújítandó,2025-08-17,Távfűtés,G,,1980,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiv-kerulet-kiszuglo/8554668?page=33&pos=10&cr=77,"Budapest XIV. kerület eladó téglalakás 2+1 fél szobás: 98,9 millió Ft",98.9,74.0,74 m²,2.0,"Budapest XIV. kerület, Kiszugló, Róna utca",Téglalakás,4,Jó állapotú,2025-08-17,Gázkazán,Nem adta meg a hirdető,,1920,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xx-kerulet/8638120?page=33&pos=12&cr=76,Budapest XX. kerület eladó téglalakás 2 szobás: 56 millió Ft,56.0,55.0,55 m²,2.0,Budapest XX. kerület,Téglalakás,,,2025-08-17,Gáz (konvektor),Nem adta meg a hirdető,,1970,5 m²,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-nyiregyhaza-orokosfold/8662492?page=33&pos=13&cr=76,"Nyíregyháza eladó panellakás 2 szobás: 39,9 millió Ft",39.9,51.0,51 m²,,,,,,2025-08-17,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-pecs-kertvaros/8529580?page=33&pos=15&cr=75,"Pécs eladó panellakás 3 szobás: 49,9 millió Ft",49.9,54.0,54 m²,3.0,"Pécs, Kertváros",Panellakás,,Felújított,2025-08-17,Távfűtés egyedi méréssel,B,,1980,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-kecskemet-belvaros/8427901?page=33&pos=16&cr=75,Kecskemét eladó téglalakás 4 szobás: 75 millió Ft,75.0,115.0,115 m²,4.0,"Kecskemét, Belváros",Téglalakás,,Jó állapotú,2025-08-17,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-egyeb-lakas-debrecen/8628326?page=33&pos=17&cr=75,"Debrecen eladó egyéb lakás 3 szobás: 77,9 millió Ft",77.9,93.0,93 m²,3.0,Debrecen,Egyéb lakás,,Felújított,2025-08-17,Gázkazán,Nem adta meg a hirdető,,1970,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-cegled/8659992?page=33&pos=18&cr=75,"Cegléd eladó téglalakás 3+1 fél szobás: 77,9 millió Ft",77.9,110.0,110 m²,3.0,"Cegléd, Rostély utca",Téglalakás,2,Újszerű,2025-08-17,Gázkazán,B,Nincs,2012,5 m²,,,18 m²,40 000 Ft/hó
https://www.zenga.hu/ingatlan/elado-panellakas-mosonmagyarovar-varoskozpont/8658784?page=33&pos=19&cr=75,Mosonmagyaróvár eladó panellakás 3+1 fél szobás: 52 millió Ft,52.0,68.0,68 m²,3.0,"Mosonmagyaróvár, Városközpont",Panellakás,4,Felújított,2025-08-17,Távfűtés egyedi méréssel,Nem adta meg a hirdető,,1989,3 m²,,,,
https://www.zenga.hu/ingatlan/elado-tarsashazi-lakas-budapest-viii-kerulet-corvin-negyed/7896121?page=33&pos=20&cr=75,"Budapest VIII. kerület eladó társasházi lakás 2 szobás: 124,8 millió Ft",124.8,52.0,52 m²,2.0,"Budapest VIII. kerület, Corvin negyed",Társasházi lakás,10,Újszerű,2025-08-17,Házközponti,A++,Nincs,2019,,,,39 m²,50 000 Ft/hó
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiii-kerulet-angyalfold/8667074?page=34&pos=1&cr=75,"Budapest XIII. kerület eladó téglalakás 2 szobás: 89,9 millió Ft",89.9,53.0,53 m²,2.0,"Budapest XIII. kerület, Angyalföld",Téglalakás,6,Felújított,2025-08-17,Házközponti fűtés egyedi méréssel,Nem adta meg a hirdető,,2008,7 m²,,,,
https://www.zenga.hu/ingatlan/elado-tarsashazi-lakas-siofok-sosto/8662373?page=34&pos=2&cr=75,Siófok eladó társasházi lakás 2+1 fél szobás: 80 millió Ft,80.0,65.0,65 m²,2.0,"Siófok, Sóstó",Társasházi lakás,3,Újszerű,2025-08-17,Hőszivattyú,C,Van,2017,,,,18 m²,
https://www.zenga.hu/ingatlan/elado-tarsashazi-lakas-budapest-xiii-kerulet-angyalfold/8643034?page=34&pos=3&cr=75,"Budapest XIII. kerület eladó társasházi lakás 3 szobás: 99,9 millió Ft",99.9,71.0,71 m²,3.0,"Budapest XIII. kerület, Angyalföld, Teve utca 9",Társasházi lakás,6,Jó állapotú,2025-08-17,Házközponti fűtés egyedi méréssel,D,Nincs,2001,,,,,35 000 Ft/hó
https://www.zenga.hu/ingatlan/elado-egyeb-lakas-szombathely/8641203?page=34&pos=4&cr=75,"Szombathely eladó egyéb lakás 5 szobás: 67,99 millió Ft",67.99,160.0,160 m²,5.0,Szombathely,Egyéb lakás,,,2025-08-17,,Nem adta meg a hirdető,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-ix-kerulet/8666598?page=34&pos=5&cr=75,Budapest IX. kerület eladó téglalakás 1 szobás: 160 millió Ft,160.0,71.0,71 m²,1.0,"Budapest IX. kerület, Tinódi utca",Téglalakás,,,2025-08-17,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-dunakeszi-alag/8662470?page=34&pos=6&cr=75,Dunakeszi eladó téglalakás 2+1 fél szobás: 82 millió Ft,82.0,60.0,60 m²,2.0,"Dunakeszi, Alag",Téglalakás,2,Felújított,2025-08-17,Gázkazán,Nem adta meg a hirdető,,,,,,,15 000 Ft/hó
https://www.zenga.hu/ingatlan/elado-panellakas-budapest-xxi-kerulet-csepel-belvaros/8533418?page=34&pos=7&cr=75,"Budapest XXI. kerület eladó panellakás 1+2 fél szobás: 63,5 millió Ft",63.5,53.0,53 m²,1.0,"Budapest XXI. kerület, Csepel Belváros, Kossuth Lajos u. 106/B",Panellakás,10,Újszerű,2025-08-17,Távfűtés,A,,1985,4 m²,,,,24 000 Ft/hó
https://www.zenga.hu/ingatlan/elado-panellakas-pecs-belvaros/8660016?page=34&pos=8&cr=75,Pécs eladó panellakás 2+1 fél szobás: 62 millió Ft,62.0,57.0,57 m²,2.0,"Pécs, Belváros",Panellakás,4,Felújított,2025-08-17,Távfűtés egyedi méréssel,C,Nincs,1990,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xix-kerulet-kispest/8665417?page=34&pos=9&cr=75,"Budapest XIX. kerület eladó téglalakás 1 szobás: 32,5 millió Ft",32.5,22.0,22 m²,1.0,"Budapest XIX. kerület, Kispest",Téglalakás,1,Felújított,2025-08-17,Gáz (konvektor),,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vii-kerulet-nagykoruton-beluli-terulet/8664124?page=34&pos=10&cr=75,Budapest VII. kerület eladó téglalakás 1+1 fél szobás: 66 millió Ft,66.0,44.0,44 m²,1.0,"Budapest VII. kerület, Belső-Erzsébetváros",Téglalakás,3,Felújított,2025-08-17,Gázkazán,Nem adta meg a hirdető,,1888,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-ix-kerulet-belso-ferencvaros/8645529?page=34&pos=11&cr=75,,,,,,,,,,2025-08-17,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-balatonfoldvar/8665373?page=34&pos=12&cr=75,Balatonföldvár eladó téglalakás 1+1 fél szobás: 45 millió Ft,45.0,32.0,32 m²,1.0,Balatonföldvár,Téglalakás,2,Jó állapotú,2025-08-17,Gáz (konvektor),G,,1950,,,,20 m²,
https://www.zenga.hu/ingatlan/elado-panellakas-debrecen-ujkert/8658783?page=34&pos=13&cr=75,"Debrecen eladó panellakás 2+1 fél szobás: 62,39 millió Ft",62.39,64.0,64 m²,2.0,"Debrecen, Újkert",Panellakás,14,Jó állapotú,2025-08-17,Távfűtés egyedi méréssel,Nem adta meg a hirdető,Nincs,1986,5 m²,,,,13 000 Ft/hó
