timestamp,url,home_team,away_team,home_xg,away_xg,home_Match overview,away_Match overview,home_Labdabirtoklás,away_Labdabirtoklás,home_Várható gólok (xG),away_Várható gólok (xG),home_Passzok,away_Passzok,home_Szerelések,away_Szerelések,home_Lövések,away_Lövések,home_Összes lövés,away_Összes lövés,home_Kaput eltaláló lövések,away_Kaput eltaláló lövések,home_Kapufa,away_Kapufa,home_Kaput elkerülő lövések,away_Kaput elkerülő lövések,home_Blokkolt lövések,away_Blokkolt lövések,home_16-oson belüli lövések,away_16-oson belüli lövések,home_16-oson kívüli lövések,away_16-oson kívüli lövések,home_Támadás,away_Támadás,home_Touches in penalty area,away_Touches in penalty area,home_Párharcok,away_Párharcok,home_Labdavesztések,away_Labdavesztések,home_2/5,away_2/5,home_1/3,away_1/3,home_0/1,away_0/1,home_Pontos passzok,away_Pontos passzok,home_Bedobások,away_Bedobások,home_Final third entries,away_Final third entries,home_1/2,away_1/2,home_1/4,away_1/4,home_Keresztlabdák,away_Keresztlabdák,home_Védekezés,away_Védekezés,home_Tackles won,away_Tackles won,home_Összes szerelés,away_Összes szerelés,home_Közbeavatkozások,away_Közbeavatkozások,home_Recoveries,away_Recoveries,home_clearances,away_clearances,home_Pass,away_Pass,home_Shot,away_Shot,home_xG,away_xG,home_ShotmapPromise David,away_ShotmapPromise David,home_Cselek,away_Cselek,home_Passes in final third,away_Passes in final third,home_Foci,away_Foci,home_Futsal,away_Futsal,home_Royal Antwerp,away_Royal Antwerp,home_06:22,away_06:22,home_Teljes játékidő,away_Teljes játékidő,home_Játékvezető,away_Játékvezető,home_Kezdő Felállások,away_Kezdő Felállások,home_USG,away_USG,home_ ,away_ ,home_X,away_X,home_napon ,away_napon ,home_Lesek,away_Lesek,home_2/8,away_2/8,home_Védések,away_Védések,home_Kirúgások,away_Kirúgások,home_07:23,away_07:23,home_4/8,away_4/8,home_3/4,away_3/4,home_1/1,away_1/1,home_08:28,away_08:28,home_Szabálytalanságok,away_Szabálytalanságok,home_Szabadrúgások,away_Szabadrúgások,home_5/9,away_5/9,home_09:32,away_09:32,home_6/10,away_6/10,home_2/9,away_2/9,home_10:37,away_10:37,home_7/11,away_7/11,home_11:41,away_11:41,home_7/12,away_7/12,home_2/6,away_2/6,home_4/11,away_4/11,home_12:46,away_12:46,home_8/13,away_8/13,home_13:50,away_13:50,home_Fouled in final third,away_Fouled in final third,home_9/14,away_9/14,home_5/6,away_5/6,home_5/12,away_5/12,home_14:55,away_14:55,home_3/10,away_3/10,home_5/13,away_5/13,home_2/2,away_2/2,home_16:00,away_16:00,home_17:04,away_17:04,home_4/12,away_4/12,home_5/14,away_5/14,home_18:09,away_18:09,home_Szögletek,away_Szögletek,home_9/17,away_9/17,home_1/5,away_1/5,home_19:13,away_19:13,home_20:17,away_20:17,home_Corners 2-way,away_Corners 2-way,home_Pro LeagueBosuilstadionCorners ,away_Pro LeagueBosuilstadionCorners ,home_9/16,away_9/16,home_5/15,away_5/15,home_21:22,away_21:22,home_22:26,away_22:26,home_Sárga lapok,away_Sárga lapok,home_9/15,away_9/15,home_Goals prevented,away_Goals prevented,home_Penalty saves,away_Penalty saves,home_Goals,away_Goals,home_23:31,away_23:31,home_Nagy esélyek,away_Nagy esélyek,home_Kihagyott ziccerek,away_Kihagyott ziccerek,home_Pass map,away_Pass map,home_6/7,away_6/7,home_6/16,away_6/16,home_2/3,away_2/3,home_24:36,away_24:36,home_10/17,away_10/17,home_Esport,away_Esport,home_25:40,away_25:40,home_10/18,away_10/18,home_7/9,away_7/9,home_7/17,away_7/17,home_26:45,away_26:45,home_11/19,away_11/19,home_27:50,away_27:50,home_12/21,away_12/21,home_7/19,away_7/19,home_28:55,away_28:55,home_12/22,away_12/22,home_8/10,away_8/10,home_8/20,away_8/20,home_30:00,away_30:00,home_31:04,away_31:04,home_12/23,away_12/23,home_8/11,away_8/11,home_8/21,away_8/21,home_32:09,away_32:09,home_33:14,away_33:14,home_34:18,away_34:18,home_16/27,away_16/27,home_3/7,away_3/7,home_12/15,away_12/15,home_9/22,away_9/22,home_2/4,away_2/4,home_Gól!,away_Gól!,home_Shotmap,away_Shotmap,home_17/28,away_17/28,home_ShotmapVincent Janssen,away_ShotmapVincent Janssen,home_xGOT,away_xGOT,home_36:27,away_36:27,home_Senne Lammens,away_Senne Lammens,home_USGVincent Janssen ,away_USGVincent Janssen ,home_Dennis Praet,away_Dennis Praet,home_Anouar Ait El Hadj,away_Anouar Ait El Hadj,home_37:32,away_37:32,home_18/30,away_18/30,home_3/8,away_3/8,home_38:36,away_38:36,home_19/31,away_19/31,home_8/16,away_8/16,home_12/16,away_12/16,home_10/24,away_10/24,home_39:41,away_39:41,home_Charles Vanhoutte,away_Charles Vanhoutte,home_40:46,away_40:46,home_41:51,away_41:51,home_23/36,away_23/36,home_8/18,away_8/18,home_4/9,away_4/9,home_10/25,away_10/25,home_42:55,away_42:55,home_24/38,away_24/38,home_8/19,away_8/19,home_10/26,away_10/26,home_44:00,away_44:00,home_45'+00:05,away_45'+00:05,home_45'+01:10,away_45'+01:10,home_24/40,away_24/40,home_12/17,away_12/17,home_10/27,away_10/27,home_47:15,away_47:15,home_24/41,away_24/41,home_15/22,away_15/22,home_10/29,away_10/29,home_48:19,away_48:19,home_Félidő,away_Félidő
2025-07-25T20:51:30.518318,"https://www.sofascore.com/hu/football/match/royale-union-saint-gilloise-royal-antwerp-fc/OhbskXb#id:14035825,tab:statistics","Royal Antwerp FC-Royale Union Saint-Gilloiseélő eredmények, H2H eredmények, egymás elleni eredmények, előrejelzések",Kezdő Felállások,0.03,0.03,1.,N/A,57%,43%,0.00,0.03,25,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,38%,62%,1,0,40%,60%,33%,67%,0%,33%,19,15,2,2,2,3,50%,67%,25%,100%,0,0%,50%,2,50%,N/A,2,2,1,2,4,3,2,2,25,N/A,2,N/A,0.03,N/A,2,N/A,10%,N/A,250%,N/A,0,2,1,N/A,0,0,0,0,1,4.08,0.23,4.08,1.,2,22,N/A,2025.,N/A,25%,N/A,25.,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-25T20:52:31.258515,"https://www.sofascore.com/hu/football/match/royale-union-saint-gilloise-royal-antwerp-fc/OhbskXb#id:14035825,tab:statistics","Royal Antwerp FC-Royale Union Saint-Gilloiseélő eredmények, H2H eredmények, egymás elleni eredmények, előrejelzések",Kezdő Felállások,0.05,0.05,1.,N/A,66%,34%,0.00,0.05,36,18,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,38%,62%,1,0,40%,60%,33%,67%,0%,33%,27,15,3,2,2,3,50%,67%,,,0,0%,50%,3,50%,N/A,2,2,1,2,5,4,2,3,36,N/A,2,N/A,0.05,N/A,2,N/A,10%,N/A,250%,N/A,0,0,1,N/A,0,0,,,1,4.08,0.23,4.08,1.,0,23,N/A,2025.,N/A,25%,N/A,25.,N/A,0,1,25%,100%,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-25T20:53:35.777327,"https://www.sofascore.com/hu/football/match/royale-union-saint-gilloise-royal-antwerp-fc/OhbskXb#id:14035825,tab:statistics","Royal Antwerp FC-Royale Union Saint-Gilloiseélő eredmények, H2H eredmények, egymás elleni eredmények, előrejelzések",Kezdő Felállások,0.05,0.05,1.,N/A,72%,28%,0.00,0.05,54,20,3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,45%,55%,1,1,,,33%,33%,,,45,16,3,2,4,3,,,,,,,67%,5,67%,N/A,3,3,2,2,6,4,2,5,54,N/A,3,N/A,0.05,N/A,3,N/A,333%,N/A,475%,N/A,0,0,1,N/A,0,0,,,1,4.08,0.23,4.08,1.,0,28,N/A,2025.,N/A,25%,N/A,25.,N/A,0,1,25%,67%,1,0,1,0,,,50%,50%,75%,67%,100%,0%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-25T20:54:40.701897,"https://www.sofascore.com/hu/football/match/royale-union-saint-gilloise-royal-antwerp-fc/OhbskXb#id:14035825,tab:statistics","Royal Antwerp FC-Royale Union Saint-Gilloiseélő eredmények, H2H eredmények, egymás elleni eredmények, előrejelzések",Kezdő Felállások,0.05,0.05,1.,N/A,61%,39%,0.00,0.05,56,35,3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,50%,50%,1,1,,,33%,33%,,,46,29,4,2,4,4,,,,,,,67%,4,67%,N/A,3,3,3,2,6,5,2,4,56,N/A,0,N/A,0.05,N/A,0,N/A,333%,N/A,475%,N/A,0,0,1,N/A,0,0,,,1,4.08,0.23,4.08,1.,0,32,N/A,2025.,N/A,25%,N/A,25.,N/A,0,1,25%,50%,1,0,1,0,,,,,75%,57%,100%,0%,,,0,1,1,0,56%,44%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-25T20:55:45.000022,"https://www.sofascore.com/hu/football/match/royale-union-saint-gilloise-royal-antwerp-fc/OhbskXb#id:14035825,tab:statistics","Royal Antwerp FC-Royale Union Saint-Gilloiseélő eredmények, H2H eredmények, egymás elleni eredmények, előrejelzések",Kezdő Felállások,0.05,0.05,1.,N/A,67%,33%,0.00,0.05,71,35,3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,53%,47%,1,1,40%,60%,33%,33%,,,60,29,4,2,4,4,,,,,,,67%,5,67%,N/A,3,3,3,2,6,5,2,5,71,N/A,0,N/A,0.05,N/A,0,N/A,333%,N/A,475%,N/A,0,1,1,N/A,0,0,,,1,4.08,0.23,4.08,1.,1,37,N/A,2025.,N/A,25%,N/A,25.,N/A,1,1,,,1,1,1,1,,,,,75%,57%,100%,0%,,,0,2,2,0,,,,,60%,40%,22%,50%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-25T20:56:49.676551,"https://www.sofascore.com/hu/football/match/royale-union-saint-gilloise-royal-antwerp-fc/OhbskXb#id:14035825,tab:statistics","Royal Antwerp FC-Royale Union Saint-Gilloiseélő eredmények, H2H eredmények, egymás elleni eredmények, előrejelzések",Kezdő Felállások,0.05,0.05,1.,N/A,62%,38%,0.00,0.05,71,44,4,3,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,2,1,1,1,2,56%,44%,1,2,40%,60%,33%,33%,,,60,37,4,3,4,5,,,,,,,75%,5,75%,N/A,4,3,3,2,6,5,3,5,71,N/A,0,N/A,0.05,N/A,0,N/A,333%,N/A,475%,N/A,0,1,1,N/A,0,0,,,1,4.08,0.23,4.08,1.,1,41,N/A,2025.,N/A,25%,N/A,25.,N/A,1,1,,,1,1,1,1,,,,,75%,56%,100%,0%,,,0,2,2,0,,,,,,,22%,40%,,,64%,36%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-25T20:57:54.072886,"https://www.sofascore.com/hu/football/match/royale-union-saint-gilloise-royal-antwerp-fc/OhbskXb#id:14035825,tab:statistics","Royal Antwerp FC-Royale Union Saint-Gilloiseélő eredmények, H2H eredmények, egymás elleni eredmények, előrejelzések",Kezdő Felállások,0.05,0.05,1.,N/A,59%,41%,0.00,0.07,77,53,4,4,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,2,1,1,1,2,50%,50%,2,2,,,33%,33%,,,64,46,4,3,4,6,,,,,,,75%,5,75%,N/A,4,4,3,2,6,6,3,5,77,N/A,0,N/A,0.05,N/A,0,N/A,333%,N/A,475%,N/A,0,1,1,N/A,0,0,,,1,4.08,0.23,4.08,1.,1,46,N/A,2025.,N/A,25%,N/A,25.,N/A,1,1,,,2,1,2,1,,,,,75%,64%,100%,0%,,,0,2,2,0,,,,,,,,,,,,,,,58%,42%,33%,67%,36%,57%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-25T20:58:58.814534,"https://www.sofascore.com/hu/football/match/royale-union-saint-gilloise-royal-antwerp-fc/OhbskXb#id:14035825,tab:statistics","Royal Antwerp FC-Royale Union Saint-Gilloiseélő eredmények, H2H eredmények, egymás elleni eredmények, előrejelzések",Kezdő Felállások,0.05,0.05,1.,N/A,58%,42%,0.00,0.07,80,58,5,4,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,2,1,1,1,2,53%,47%,2,3,,,33%,33%,,,67,50,4,3,4,7,,,,,,,60%,5,60%,N/A,5,4,3,2,7,6,3,5,80,N/A,0,N/A,0.05,N/A,0,N/A,333%,N/A,475%,N/A,0,1,1,N/A,0,0,,,1,4.08,0.23,4.08,1.,1,50,N/A,2025.,N/A,25%,N/A,25.,N/A,1,1,,,2,1,2,1,,,,,75%,58%,100%,0%,,,0,2,2,0,,,,,,,,,,,,,,,,,33%,67%,36%,57%,,,62%,38%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-25T21:00:03.220045,"https://www.sofascore.com/hu/football/match/royale-union-saint-gilloise-royal-antwerp-fc/OhbskXb#id:14035825,tab:statistics","Royal Antwerp FC-Royale Union Saint-Gilloiseélő eredmények, H2H eredmények, egymás elleni eredmények, előrejelzések",Kezdő Felállások,0.05,0.05,1.,N/A,59%,41%,0.04,0.07,84,58,5,4,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,2,1,1,1,2,55%,45%,2,3,,,33%,33%,,,71,50,4,3,5,7,,,,,,,60%,5,60%,N/A,5,4,3,2,7,6,3,5,84,N/A,0,N/A,0.05,N/A,0,N/A,333%,N/A,683%,N/A,0,1,1,N/A,0,0,,,1,4.08,0.23,4.08,1.,1,55,N/A,2025.,N/A,25%,N/A,25.,N/A,1,1,,,2,1,2,1,,,,,,,100%,0%,,,0,3,3,0,,,,,,,,,,,,,,,,,33%,67%,,,,,,,,,1,0,64%,36%,83%,58%,42%,57%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-25T21:01:08.036068,"https://www.sofascore.com/hu/football/match/royale-union-saint-gilloise-royal-antwerp-fc/OhbskXb#id:14035825,tab:statistics","Royal Antwerp FC-Royale Union Saint-Gilloiseélő eredmények, H2H eredmények, egymás elleni eredmények, előrejelzések",Kezdő Felállások,0.05,0.05,1.,N/A,54%,46%,0.01,0.07,86,73,5,4,1,2,1,2,0,0,0,0,1,2,0,0,1,0,0,2,2,1,2,2,50%,50%,2,3,,,33%,33%,,,71,61,4,3,5,8,,,,,,,60%,5,60%,N/A,5,4,5,2,7,6,3,5,86,N/A,0,N/A,0.05,N/A,0,N/A,333%,N/A,683%,N/A,0,2,1,N/A,0,0,,,1,4.08,0.23,4.08,1.,2,00,N/A,2025.,N/A,25%,N/A,25.,N/A,1,1,,,2,2,2,2,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,64%,36%,83%,54%,,,,,30%,70%,38%,67%,100%,0%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
